revision,changed_at,batch_id,product_key,Handle,changed_fields,source_refs,review_status,qa_status
R001,2026-09-11T07:38:11Z,B003,chillgen.com::personalized-bigfoot-camping-sunset-forest-area-rug,personalized-bigfoot-camping-sunset-forest-area-rug,"title_proposed,meta_title_seo,meta_description_seo,description_proposed_html,primary_keyword,secondary_keywords,img_N_alt",PE-B003-21;BR-B003-21,NEEDS_REVIEW,NOT_RUN
R001,2026-09-11T07:38:11Z,B003,chillgen.com::personalized-bigfoot-camping-night-scene-area-rug-home-decor,personalized-bigfoot-camping-night-scene-area-rug-home-decor,"title_proposed,meta_title_seo,meta_description_seo,description_proposed_html,primary_keyword,secondary_keywords,img_N_alt",PE-B003-22;BR-B003-22,NEEDS_REVIEW,NOT_RUN
R001,2026-09-11T07:38:11Z,B003,chillgen.com::personalized-checkered-flag-racing-area-rug-non-slip-design-05,personalized-checkered-flag-racing-area-rug-non-slip-design-05,"title_proposed,meta_title_seo,meta_description_seo,description_proposed_html,primary_keyword,secondary_keywords,img_N_alt",PE-B003-23;BR-B003-23,NEEDS_REVIEW,NOT_RUN
R001,2026-09-11T07:38:11Z,B003,chillgen.com::personalized-checkered-flag-racing-area-rug-non-slip-design-07,personalized-checkered-flag-racing-area-rug-non-slip-design-07,"title_proposed,meta_title_seo,meta_description_seo,description_proposed_html,primary_keyword,secondary_keywords,img_N_alt",PE-B003-24;BR-B003-24,NEEDS_REVIEW,NOT_RUN
R001,2026-09-11T07:38:11Z,B003,chillgen.com::personalized-racing-checkered-flag-area-rug-non-slip-design-06,personalized-racing-checkered-flag-area-rug-non-slip-design-06,"title_proposed,meta_title_seo,meta_description_seo,description_proposed_html,primary_keyword,secondary_keywords,img_N_alt",PE-B003-25;BR-B003-25,NEEDS_REVIEW,NOT_RUN
R001,2026-09-11T07:38:11Z,B003,chillgen.com::personalized-black-checkered-flag-racing-name-area-rug-non-slip,personalized-black-checkered-flag-racing-name-area-rug-non-slip,"title_proposed,meta_title_seo,meta_description_seo,description_proposed_html,primary_keyword,secondary_keywords,img_N_alt",PE-B003-26;BR-B003-26,NEEDS_REVIEW,NOT_RUN
R001,2026-09-11T07:38:11Z,B003,chillgen.com::personalized-checkered-flag-race-track-area-rug-non-slip-design-01,personalized-checkered-flag-race-track-area-rug-non-slip-design-01,"title_proposed,meta_title_seo,meta_description_seo,description_proposed_html,primary_keyword,secondary_keywords,img_N_alt",PE-B003-27;BR-B003-27,NEEDS_REVIEW,NOT_RUN
R001,2026-09-11T07:38:11Z,B003,chillgen.com::personalized-checkered-flag-race-car-area-rug-non-slip-racing-rug,personalized-checkered-flag-race-car-area-rug-non-slip-racing-rug,"title_proposed,meta_title_seo,meta_description_seo,description_proposed_html,primary_keyword,secondary_keywords,img_N_alt",PE-B003-28;BR-B003-28,NEEDS_REVIEW,NOT_RUN
R001,2026-09-11T07:38:11Z,B003,chillgen.com::personalized-checkered-flag-race-track-area-rug-non-slip-design-04,personalized-checkered-flag-race-track-area-rug-non-slip-design-04,"title_proposed,meta_title_seo,meta_description_seo,description_proposed_html,primary_keyword,secondary_keywords,img_N_alt",PE-B003-29;BR-B003-29,NEEDS_REVIEW,NOT_RUN
R001,2026-09-11T07:38:11Z,B003,chillgen.com::personalized-checkered-racing-flags-with-name-area-rug-non-slip,personalized-checkered-racing-flags-with-name-area-rug-non-slip,"title_proposed,meta_title_seo,meta_description_seo,description_proposed_html,primary_keyword,secondary_keywords,img_N_alt",PE-B003-30;BR-B003-30,NEEDS_REVIEW,NOT_RUN
