batch_id,product_key,handle,product_id,image_key,position,image_location,image_url_source,local_path,image_sha256,checked_at
B011,chillgen.com::custom-ornate-red-cross-floral-area-rug-non-skid-church-decor,custom-ornate-red-cross-floral-area-rug-non-skid-church-decor,16000581042545,B011-101-IMG01,1,GALLERY,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/60033e1bdd120bbaeeac0adbe1b9b74ffe2faa9d8527ff0b57a393ee55f3ffca.jpg?v=1789055851,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/images/B011/custom-ornate-red-cross-floral-area-rug-non-skid-church-decor/01_custom-ornate-red-cross-floral-area-rug-non-skid-church-decor.jpg,a1e0c8ca0c935aa90222f3112681f1fccd14751d9451843d7ec26ba462e4e100,2026-09-11T11:26:38Z
B011,chillgen.com::custom-ornate-red-cross-floral-area-rug-non-skid-church-decor,custom-ornate-red-cross-floral-area-rug-non-skid-church-decor,16000581042545,B011-101-IMG02,2,GALLERY,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e3e24c69366e45d9f6df7cc01af8a7b70449c0518c772a326e9a9d404b772215.jpg?v=1789055850,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/images/B011/custom-ornate-red-cross-floral-area-rug-non-skid-church-decor/02_custom-ornate-red-cross-floral-area-rug-non-skid-church-decor.jpg,1da649d730e1dcbac95c4fdf910f733aa0fc992ba554c4187e481ca359ed8c2b,2026-09-11T11:26:38Z
B011,chillgen.com::custom-ornate-red-cross-floral-area-rug-non-skid-church-decor,custom-ornate-red-cross-floral-area-rug-non-skid-church-decor,16000581042545,B011-101-IMG03,3,GALLERY,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/22477c1c61e09d9db1063bc3b59aafdb23e6615ed77e13becf9e103f9bc6f10e.jpg?v=1789055850,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/images/B011/custom-ornate-red-cross-floral-area-rug-non-skid-church-decor/03_custom-ornate-red-cross-floral-area-rug-non-skid-church-decor.jpg,0343cc5104920c3bfc4bf30c07fde4b289f826fcab4d6e2a1954842159f16470,2026-09-11T11:26:38Z
B011,chillgen.com::custom-ornate-red-cross-floral-area-rug-non-skid-church-decor,custom-ornate-red-cross-floral-area-rug-non-skid-church-decor,16000581042545,B011-101-IMG04,4,GALLERY,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/0a12c0f2c5445d7445d388d70a60e3ea2e262f7f69702c7d684fa2f9185fde4d.jpg?v=1789055851,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/images/B011/custom-ornate-red-cross-floral-area-rug-non-skid-church-decor/04_custom-ornate-red-cross-floral-area-rug-non-skid-church-decor.jpg,1ac56b2a277447059ba455f759b15f5a4fbf6a17f78fd9b096b47a1af5e56bdc,2026-09-11T11:26:38Z
B011,chillgen.com::custom-ornate-red-cross-floral-area-rug-non-skid-church-decor,custom-ornate-red-cross-floral-area-rug-non-skid-church-decor,16000581042545,B011-101-IMG05,5,GALLERY,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/823a535833d138580f78dddae565f45904e8cc9a6c3a0a643e0f4b46a8a17927.jpg?v=1789055851,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/images/B011/custom-ornate-red-cross-floral-area-rug-non-skid-church-decor/05_custom-ornate-red-cross-floral-area-rug-non-skid-church-decor.jpg,3f2ee4de3287dfd50a696e0a8676331e6b684b4b620d36570da807102f63cb2b,2026-09-11T11:26:38Z
B011,chillgen.com::custom-ornate-red-cross-floral-area-rug-non-skid-church-decor,custom-ornate-red-cross-floral-area-rug-non-skid-church-decor,16000581042545,B011-101-IMG06,6,GALLERY,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/843249ef4730d41ea6a1f1283f37d57d0fe0f0b19431a35dc9329babfd02774a.jpg?v=1789055851,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/images/B011/custom-ornate-red-cross-floral-area-rug-non-skid-church-decor/06_custom-ornate-red-cross-floral-area-rug-non-skid-church-decor.jpg,98d878587f2d01317cc876eaad9b432582e4e513bb5fb5c60cdbe041230b0480,2026-09-11T11:26:38Z
B011,chillgen.com::custom-gothic-cross-faith-area-rug-non-skid-church-decor,custom-gothic-cross-faith-area-rug-non-skid-church-decor,16000581075313,B011-102-IMG01,1,GALLERY,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/5c65942892d8d128dd766b1953834515584fb03d43fd7087d37bb4e54acbe984.jpg?v=1789055851,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/images/B011/custom-gothic-cross-faith-area-rug-non-skid-church-decor/01_custom-gothic-cross-faith-area-rug-non-skid-church-decor.jpg,46b434b048fa98efb3c156b50c87b5a4344a9799839fa42afe1111076c7e2c77,2026-09-11T11:26:38Z
B011,chillgen.com::custom-gothic-cross-faith-area-rug-non-skid-church-decor,custom-gothic-cross-faith-area-rug-non-skid-church-decor,16000581075313,B011-102-IMG02,2,GALLERY,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ee274857bd5d6bcbf22a6c77782b44127a31b68baa2ae80858cfff1140dc112e.jpg?v=1789055851,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/images/B011/custom-gothic-cross-faith-area-rug-non-skid-church-decor/02_custom-gothic-cross-faith-area-rug-non-skid-church-decor.jpg,0e691a92e6a55cf934bd47b71e6ab7c5e61a8ae208ecb8d5f39cad03d6130121,2026-09-11T11:26:38Z
B011,chillgen.com::custom-gothic-cross-faith-area-rug-non-skid-church-decor,custom-gothic-cross-faith-area-rug-non-skid-church-decor,16000581075313,B011-102-IMG03,3,GALLERY,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3bee8338fc836912d838d0f69871d51266101dd223110c3db9fbec08f1e2760a.jpg?v=1789055851,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/images/B011/custom-gothic-cross-faith-area-rug-non-skid-church-decor/03_custom-gothic-cross-faith-area-rug-non-skid-church-decor.jpg,b16aa7e8cfca89eedeea9ae7ef6be3867ace6924f5e15c38db536f795103982b,2026-09-11T11:26:38Z
B011,chillgen.com::custom-gothic-cross-faith-area-rug-non-skid-church-decor,custom-gothic-cross-faith-area-rug-non-skid-church-decor,16000581075313,B011-102-IMG04,4,GALLERY,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ce7d1ee2ce3a6f1a2ac6a31f65c3bd32526578f0a63a6c16921db4b1c16decd8.jpg?v=1789055850,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/images/B011/custom-gothic-cross-faith-area-rug-non-skid-church-decor/04_custom-gothic-cross-faith-area-rug-non-skid-church-decor.jpg,5ce34244310ebf430cc05346fc18347517071625634430cb7270e6ee31e9724c,2026-09-11T11:26:38Z
