inventory_order,batch_id,product_key,Handle,title_discovery,url,identity_status,public_status,source_refs,image_count,research_status,review_status
1,B001,chillgen.com::custom-christian-floral-cross-area-rug-non-skid-church-decor,custom-christian-floral-cross-area-rug-non-skid-church-decor,"Custom Christian Floral Cross Area Rug, Non-Skid, Church Decor",https://chillgen.com/products/custom-christian-floral-cross-area-rug-non-skid-church-decor,VERIFIED,PUBLIC_AVAILABLE,SRC01#records=2-7;PUBLIC_JSON:https://chillgen.com/products.json?limit=250&page=1,6,NOT_STARTED,NEEDS_REVIEW
2,B001,chillgen.com::custom-ornate-floral-gold-cross-area-rug-non-skid,custom-ornate-floral-gold-cross-area-rug-non-skid,"Custom Ornate Floral Gold Cross Area Rug, Non-Skid",https://chillgen.com/products/custom-ornate-floral-gold-cross-area-rug-non-skid,VERIFIED,PUBLIC_AVAILABLE,SRC01#records=8-13;PUBLIC_JSON:https://chillgen.com/products.json?limit=250&page=1,6,NOT_STARTED,NEEDS_REVIEW
3,B001,chillgen.com::custom-ornate-christian-floral-area-rug-non-skid-church-design-06,custom-ornate-christian-floral-area-rug-non-skid-church-design-06,"Custom Ornate Christian Floral Area Rug, Non-Skid, Church - Design 06",https://chillgen.com/products/custom-ornate-christian-floral-area-rug-non-skid-church-design-06,VERIFIED,PUBLIC_AVAILABLE,SRC01#records=14-19;PUBLIC_JSON:https://chillgen.com/products.json?limit=250&page=1,6,NOT_STARTED,NEEDS_REVIEW
4,B001,chillgen.com::custom-ornate-golden-cross-crucifixion-area-rug-non-skid,custom-ornate-golden-cross-crucifixion-area-rug-non-skid,"Custom Ornate Golden Cross Crucifixion Area Rug, Non-Skid",https://chillgen.com/products/custom-ornate-golden-cross-crucifixion-area-rug-non-skid,VERIFIED,PUBLIC_AVAILABLE,SRC01#records=20-25;PUBLIC_JSON:https://chillgen.com/products.json?limit=250&page=1,6,NOT_STARTED,NEEDS_REVIEW
5,B001,chillgen.com::custom-red-gold-ornate-cross-area-rug-non-skid-church-decor,custom-red-gold-ornate-cross-area-rug-non-skid-church-decor,"Custom Red Gold Ornate Cross Area Rug, Non-Skid, Church Decor",https://chillgen.com/products/custom-red-gold-ornate-cross-area-rug-non-skid-church-decor,VERIFIED,PUBLIC_AVAILABLE,SRC01#records=26-31;PUBLIC_JSON:https://chillgen.com/products.json?limit=250&page=1,6,NOT_STARTED,NEEDS_REVIEW
6,B001,chillgen.com::custom-gothic-cross-radiant-heart-area-rug-non-skid,custom-gothic-cross-radiant-heart-area-rug-non-skid,"Custom Gothic Cross Radiant Heart Area Rug, Non-Skid",https://chillgen.com/products/custom-gothic-cross-radiant-heart-area-rug-non-skid,VERIFIED,PUBLIC_AVAILABLE,SRC01#records=32-38;PUBLIC_JSON:https://chillgen.com/products.json?limit=250&page=1,7,NOT_STARTED,NEEDS_REVIEW
7,B001,chillgen.com::custom-our-lady-stained-glass-flowers-area-rug-non-skid,custom-our-lady-stained-glass-flowers-area-rug-non-skid,"Custom Our Lady Stained Glass Flowers Area Rug, Non-Skid",https://chillgen.com/products/custom-our-lady-stained-glass-flowers-area-rug-non-skid,VERIFIED,PUBLIC_AVAILABLE,SRC01#records=39-44;PUBLIC_JSON:https://chillgen.com/products.json?limit=250&page=1,6,NOT_STARTED,NEEDS_REVIEW
8,B001,chillgen.com::custom-ornate-cross-vine-border-area-rug-non-skid,custom-ornate-cross-vine-border-area-rug-non-skid,"Custom Ornate Cross Vine Border Area Rug, Non-Skid",https://chillgen.com/products/custom-ornate-cross-vine-border-area-rug-non-skid,VERIFIED,PUBLIC_AVAILABLE,SRC01#records=45-50;PUBLIC_JSON:https://chillgen.com/products.json?limit=250&page=1,6,NOT_STARTED,NEEDS_REVIEW
9,B001,chillgen.com::custom-ornate-cross-area-rug-non-skid-church-decor-design-01,custom-ornate-cross-area-rug-non-skid-church-decor-design-01,"Custom Ornate Cross Area Rug, Non-Skid, Church Decor - Design 01",https://chillgen.com/products/custom-ornate-cross-area-rug-non-skid-church-decor-design-01,VERIFIED,PUBLIC_AVAILABLE,SRC01#records=51-56;PUBLIC_JSON:https://chillgen.com/products.json?limit=250&page=1,6,NOT_STARTED,NEEDS_REVIEW
10,B001,chillgen.com::personalized-bigfoot-under-the-moon-area-rug-home-decor,personalized-bigfoot-under-the-moon-area-rug-home-decor,"Personalized Bigfoot Under The Moon Area Rug, Home Decor",https://chillgen.com/products/personalized-bigfoot-under-the-moon-area-rug-home-decor,VERIFIED,PUBLIC_AVAILABLE,SRC01#records=57-62;PUBLIC_JSON:https://chillgen.com/products.json?limit=250&page=1,6,NOT_STARTED,NEEDS_REVIEW
