inventory_order,batch_id,product_key,Handle,title_discovery,url,identity_status,public_status,source_refs,image_count,research_status,review_status
91,B010,chillgen.com::personalized-rustic-deer-antler-monogram-doormat,personalized-rustic-deer-antler-monogram-doormat,Personalized Rustic Deer Antler Monogram Doormat,https://chillgen.com/products/personalized-rustic-deer-antler-monogram-doormat,VERIFIED,PUBLIC_AVAILABLE,SRC02#records=259-264;PUBLIC_JSON:https://chillgen.com/products.json?limit=250&page=1,6,NOT_STARTED,NEEDS_REVIEW
92,B010,chillgen.com::personalized-monogrammed-scripture-and-family-name-doormat,personalized-monogrammed-scripture-and-family-name-doormat,Personalized Monogrammed Scripture and Family Name Doormat,https://chillgen.com/products/personalized-monogrammed-scripture-and-family-name-doormat,VERIFIED,PUBLIC_AVAILABLE,SRC02#records=265-270;PUBLIC_JSON:https://chillgen.com/products.json?limit=250&page=1,6,NOT_STARTED,NEEDS_REVIEW
93,B010,chillgen.com::personalized-scriptural-initial-with-ornate-frame-doormat,personalized-scriptural-initial-with-ornate-frame-doormat,Personalized Scriptural Initial with Ornate Frame Doormat,https://chillgen.com/products/personalized-scriptural-initial-with-ornate-frame-doormat,VERIFIED,PUBLIC_AVAILABLE,SRC02#records=271-276;PUBLIC_JSON:https://chillgen.com/products.json?limit=250&page=1,6,NOT_STARTED,NEEDS_REVIEW
94,B010,chillgen.com::personalized-gold-scriptural-monogram-doormat,personalized-gold-scriptural-monogram-doormat,Personalized Gold Scriptural Monogram Doormat,https://chillgen.com/products/personalized-gold-scriptural-monogram-doormat,VERIFIED,PUBLIC_AVAILABLE,SRC02#records=277-282;PUBLIC_JSON:https://chillgen.com/products.json?limit=250&page=1,6,NOT_STARTED,NEEDS_REVIEW
95,B010,chillgen.com::personalized-bible-verse-crossword-family-names-doormat,personalized-bible-verse-crossword-family-names-doormat,Personalized Bible Verse Crossword Family Names Doormat,https://chillgen.com/products/personalized-bible-verse-crossword-family-names-doormat,VERIFIED,PUBLIC_AVAILABLE,SRC02#records=283-288;PUBLIC_JSON:https://chillgen.com/products.json?limit=250&page=1,6,NOT_STARTED,NEEDS_REVIEW
96,B010,chillgen.com::personalized-religious-typography-scrollwork-doormat-machine-washable,personalized-religious-typography-scrollwork-doormat-machine-washable,"Personalized Religious Typography Scrollwork Doormat, Machine Washable",https://chillgen.com/products/personalized-religious-typography-scrollwork-doormat-machine-washable,VERIFIED,PUBLIC_AVAILABLE,SRC02#records=289-294;PUBLIC_JSON:https://chillgen.com/products.json?limit=250&page=1,6,NOT_STARTED,NEEDS_REVIEW
97,B010,chillgen.com::personalized-christian-family-name-doormat-machine-washable,personalized-christian-family-name-doormat-machine-washable,"Personalized Christian Family Name Doormat, Machine Washable",https://chillgen.com/products/personalized-christian-family-name-doormat-machine-washable,VERIFIED,PUBLIC_AVAILABLE,SRC02#records=295-300;PUBLIC_JSON:https://chillgen.com/products.json?limit=250&page=1,6,NOT_STARTED,NEEDS_REVIEW
98,B010,chillgen.com::personalized-scripture-quote-with-family-name-doormat,personalized-scripture-quote-with-family-name-doormat,Personalized Scripture Quote with Family Name Doormat,https://chillgen.com/products/personalized-scripture-quote-with-family-name-doormat,VERIFIED,PUBLIC_AVAILABLE,SRC02#records=301-306;PUBLIC_JSON:https://chillgen.com/products.json?limit=250&page=1,6,NOT_STARTED,NEEDS_REVIEW
99,B010,chillgen.com::personalized-distressed-american-flag-cross-doormat-machine-washable,personalized-distressed-american-flag-cross-doormat-machine-washable,"Personalized Distressed American Flag Cross Doormat, Machine Washable",https://chillgen.com/products/personalized-distressed-american-flag-cross-doormat-machine-washable,VERIFIED,PUBLIC_AVAILABLE,SRC02#records=307-312;PUBLIC_JSON:https://chillgen.com/products.json?limit=250&page=1,6,NOT_STARTED,NEEDS_REVIEW
100,B010,chillgen.com::personalized-as-for-me-and-my-house-doormat-machine-washable,personalized-as-for-me-and-my-house-doormat-machine-washable,"Personalized As For Me And My House Doormat, Machine Washable",https://chillgen.com/products/personalized-as-for-me-and-my-house-doormat-machine-washable,VERIFIED,PUBLIC_AVAILABLE,SRC02#records=313-319;PUBLIC_JSON:https://chillgen.com/products.json?limit=250&page=1,7,NOT_STARTED,NEEDS_REVIEW
