evidence_id,run_id,batch_id,product_key,Handle,product_id,source_url,snapshot_dir,source_hash,facts_verified,spec_source,image_audit_references,limitations
PE-B010-91,chillgen_20260911_01,B010,chillgen.com::personalized-rustic-deer-antler-monogram-doormat,personalized-rustic-deer-antler-monogram-doormat,16001073480049,https://chillgen.com/products/personalized-rustic-deer-antler-monogram-doormat,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B010/personalized-rustic-deer-antler-monogram-doormat,5b8ae9d0f6317a95664d5144ca5623ed85317601ce912fd800e34258692377bd,"deer antlers, Johnson sample, EST 1998, God Bless This House, rustic brown doormat",Shopify CSV Body HTML and gallery specification panels,B010-091-IMG01;B010-091-IMG02;B010-091-IMG03;B010-091-IMG04;B010-091-IMG05;B010-091-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B010-92,chillgen_20260911_01,B010,chillgen.com::personalized-monogrammed-scripture-and-family-name-doormat,personalized-monogrammed-scripture-and-family-name-doormat,16001073512817,https://chillgen.com/products/personalized-monogrammed-scripture-and-family-name-doormat,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B010/personalized-monogrammed-scripture-and-family-name-doormat,ac265c4509d425e7b6600da27ccd4085c1bc0d1b86af9794f425024a9202902c,"monogram H, The Hudson family name, Joshua 24:15 quote, ornate navy pattern",Shopify CSV Body HTML and gallery specification panels,B010-092-IMG01;B010-092-IMG02;B010-092-IMG03;B010-092-IMG04;B010-092-IMG05;B010-092-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B010-93,chillgen_20260911_01,B010,chillgen.com::personalized-scriptural-initial-with-ornate-frame-doormat,personalized-scriptural-initial-with-ornate-frame-doormat,16001073578353,https://chillgen.com/products/personalized-scriptural-initial-with-ornate-frame-doormat,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B010/personalized-scriptural-initial-with-ornate-frame-doormat,84bea0c51d9e2520e55799f2d7a11222469c333c1e0c278c2490e033246614b8,"initial R, The Robins family name, Joshua 24:15 quote, ornate gold frame",Shopify CSV Body HTML and gallery specification panels,B010-093-IMG01;B010-093-IMG02;B010-093-IMG03;B010-093-IMG04;B010-093-IMG05;B010-093-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B010-94,chillgen_20260911_01,B010,chillgen.com::personalized-gold-scriptural-monogram-doormat,personalized-gold-scriptural-monogram-doormat,16001073971569,https://chillgen.com/products/personalized-gold-scriptural-monogram-doormat,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B010/personalized-gold-scriptural-monogram-doormat,c671742e8e70bac34d9b7412e8a8b9d9aa8007e83284396dc2bde2b43d77d96c,"gold J monogram, James Family sample, ornate black and gold frame, Joshua 24:15 text",Shopify CSV Body HTML and gallery specification panels,B010-094-IMG01;B010-094-IMG02;B010-094-IMG03;B010-094-IMG04;B010-094-IMG05;B010-094-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B010-95,chillgen_20260911_01,B010,chillgen.com::personalized-bible-verse-crossword-family-names-doormat,personalized-bible-verse-crossword-family-names-doormat,16001083998577,https://chillgen.com/products/personalized-bible-verse-crossword-family-names-doormat,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B010/personalized-bible-verse-crossword-family-names-doormat,35566218a68fa5addd8ed4b07fa7a62cac3a5b508fb1cd82c8cdc10ccb3fa46d,"Joshua 24:15 text, crossword family names, The James Family sample, rustic tan background",Shopify CSV Body HTML and gallery specification panels,B010-095-IMG01;B010-095-IMG02;B010-095-IMG03;B010-095-IMG04;B010-095-IMG05;B010-095-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B010-96,chillgen_20260911_01,B010,chillgen.com::personalized-religious-typography-scrollwork-doormat-machine-washable,personalized-religious-typography-scrollwork-doormat-machine-washable,16001084064113,https://chillgen.com/products/personalized-religious-typography-scrollwork-doormat-machine-washable,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B010/personalized-religious-typography-scrollwork-doormat-machine-washable,19e47e6bf76522725b7313ad4e66b056e8573d26cc25465bbc99ab936a20f177,"We Are Covered text, Psalm 91, The Daniels Family sample, ornate tan scrollwork",Shopify CSV Body HTML and gallery specification panels,B010-096-IMG01;B010-096-IMG02;B010-096-IMG03;B010-096-IMG04;B010-096-IMG05;B010-096-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B010-97,chillgen_20260911_01,B010,chillgen.com::personalized-christian-family-name-doormat-machine-washable,personalized-christian-family-name-doormat-machine-washable,16001084391793,https://chillgen.com/products/personalized-christian-family-name-doormat-machine-washable,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B010/personalized-christian-family-name-doormat-machine-washable,f6d228e1db240aecf8e5e5b1f3cc75e15c3c6342c80568bd5c4412f02552dcdf,"Home Sweet Home text, cross icons, J monogram, The James sample, navy mat",Shopify CSV Body HTML and gallery specification panels,B010-097-IMG01;B010-097-IMG02;B010-097-IMG03;B010-097-IMG04;B010-097-IMG05;B010-097-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B010-98,chillgen_20260911_01,B010,chillgen.com::personalized-scripture-quote-with-family-name-doormat,personalized-scripture-quote-with-family-name-doormat,16001084424561,https://chillgen.com/products/personalized-scripture-quote-with-family-name-doormat,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B010/personalized-scripture-quote-with-family-name-doormat,62cbddc281ae7d6f536c30225066f0ccb41a87e05b4b5cb849cbceab25959e79,"As for me and my house text, Joshua 24:15, J monogram, The James sample, navy gold frame",Shopify CSV Body HTML and gallery specification panels,B010-098-IMG01;B010-098-IMG02;B010-098-IMG03;B010-098-IMG04;B010-098-IMG05;B010-098-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B010-99,chillgen_20260911_01,B010,chillgen.com::personalized-distressed-american-flag-cross-doormat-machine-washable,personalized-distressed-american-flag-cross-doormat-machine-washable,16001084490097,https://chillgen.com/products/personalized-distressed-american-flag-cross-doormat-machine-washable,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B010/personalized-distressed-american-flag-cross-doormat-machine-washable,8ee8b4a20ce436cbe134d1b091ba0b47e498283c4ca86b448db146bcc60a1f55,"American flag cross, Blessed Is The Nation text, Psalm 33:12, The James sample",Shopify CSV Body HTML and gallery specification panels,B010-099-IMG01;B010-099-IMG02;B010-099-IMG03;B010-099-IMG04;B010-099-IMG05;B010-099-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B010-100,chillgen_20260911_01,B010,chillgen.com::personalized-as-for-me-and-my-house-doormat-machine-washable,personalized-as-for-me-and-my-house-doormat-machine-washable,16001084981617,https://chillgen.com/products/personalized-as-for-me-and-my-house-doormat-machine-washable,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B010/personalized-as-for-me-and-my-house-doormat-machine-washable,4b4cf7ff46986a5db14e116da11bc09fa1da4f0c858cab305a0bad2bd205d91a,"gold J monogram, As for me and my house text, Joshua 24:15, The James sample, black mat",Shopify CSV Body HTML and gallery specification panels,B010-100-IMG01;B010-100-IMG02;B010-100-IMG03;B010-100-IMG04;B010-100-IMG05;B010-100-IMG06;B010-100-IMG07,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
