evidence_id,run_id,batch_id,product_key,Handle,product_id,source_url,snapshot_dir,source_hash,facts_verified,spec_source,image_audit_references,limitations
PE-B009-81,chillgen_20260911_01,B009,chillgen.com::personalized-pride-rainbow-doormat-front-porch-decor,personalized-pride-rainbow-doormat-front-porch-decor,16001059750257,https://chillgen.com/products/personalized-pride-rainbow-doormat-front-porch-decor,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B009/personalized-pride-rainbow-doormat-front-porch-decor,984bea0fcb2c41c15a9035977fa37710bb57a4c3a2dadf271723b4d15f177e42,"rainbow arch, desert mesas, saguaro cactus, sun, clouds, tan doormat",Shopify CSV Body HTML and gallery specification panels,B009-081-IMG01;B009-081-IMG02;B009-081-IMG03;B009-081-IMG04;B009-081-IMG05;B009-081-IMG06;B009-081-IMG07,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B009-82,chillgen_20260911_01,B009,chillgen.com::personalized-pride-rainbow-flag-doormat-indoor-outdoor-usage,personalized-pride-rainbow-flag-doormat-indoor-outdoor-usage,16001059783025,https://chillgen.com/products/personalized-pride-rainbow-flag-doormat-indoor-outdoor-usage,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B009/personalized-pride-rainbow-flag-doormat-indoor-outdoor-usage,c508fd7a86ba14cd747f396a622b79f27cc28f0b9d7efb8708ade23ae61ed3d3,"Progress Pride flag, Every One Is Welcome Here text, heart icon, black doormat",Shopify CSV Body HTML and gallery specification panels,B009-082-IMG01;B009-082-IMG02;B009-082-IMG03;B009-082-IMG04;B009-082-IMG05;B009-082-IMG06;B009-082-IMG07,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B009-83,chillgen_20260911_01,B009,chillgen.com::personalized-rainbow-watercolor-love-wins-doormat-front-porch-decor,personalized-rainbow-watercolor-love-wins-doormat-front-porch-decor,16001059848561,https://chillgen.com/products/personalized-rainbow-watercolor-love-wins-doormat-front-porch-decor,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B009/personalized-rainbow-watercolor-love-wins-doormat-front-porch-decor,4861dc1868dac60a8b994ae0053bdc12b3231e0d459b307b484a9ca43e1f86d4,"watercolor rainbow stripes, Love Wins text, white lettering, black script line",Shopify CSV Body HTML and gallery specification panels,B009-083-IMG01;B009-083-IMG02;B009-083-IMG03;B009-083-IMG04;B009-083-IMG05;B009-083-IMG06;B009-083-IMG07,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B009-84,chillgen_20260911_01,B009,chillgen.com::personalized-rainbow-welcome-homos-doormat-indoor-outdoor,personalized-rainbow-welcome-homos-doormat-indoor-outdoor,16001060929905,https://chillgen.com/products/personalized-rainbow-welcome-homos-doormat-indoor-outdoor,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B009/personalized-rainbow-welcome-homos-doormat-indoor-outdoor,bc5a63712a23b245ecd305ea8af12fdd30f5f3c3066a7cb22a4214b768b80c75,"Welcome Homos text, rainbow bands, hearts, star accents, playful Pride doormat",Shopify CSV Body HTML and gallery specification panels,B009-084-IMG01;B009-084-IMG02;B009-084-IMG03;B009-084-IMG04;B009-084-IMG05;B009-084-IMG06;B009-084-IMG07,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B009-85,chillgen_20260911_01,B009,chillgen.com::personalized-rainbow-astronaut-cat-cosmic-doormat-front-porch-decor,personalized-rainbow-astronaut-cat-cosmic-doormat-front-porch-decor,16001060995441,https://chillgen.com/products/personalized-rainbow-astronaut-cat-cosmic-doormat-front-porch-decor,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B009/personalized-rainbow-astronaut-cat-cosmic-doormat-front-porch-decor,36d54b216446f981bc4157cb767dcc7bf790e6f6a3816983e8fb5ecd2728927f,"black cat astronaut, You Are Out of This World text, planet, moon, stars, rainbow trail",Shopify CSV Body HTML and gallery specification panels,B009-085-IMG01;B009-085-IMG02;B009-085-IMG03;B009-085-IMG04;B009-085-IMG05;B009-085-IMG06;B009-085-IMG07,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B009-86,chillgen_20260911_01,B009,chillgen.com::personalized-flowers-hate-has-no-home-here-doormat-front-porch-decor,personalized-flowers-hate-has-no-home-here-doormat-front-porch-decor,16001061060977,https://chillgen.com/products/personalized-flowers-hate-has-no-home-here-doormat-front-porch-decor,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B009/personalized-flowers-hate-has-no-home-here-doormat-front-porch-decor,b9863ec5f11e8d2eb667f518ecbf4119f6f236ec6b2e37c09b01ce4d7ca93847,"Hate Has No Home Here text, rainbow heart flowers, black background, colorful doodles",Shopify CSV Body HTML and gallery specification panels,B009-086-IMG01;B009-086-IMG02;B009-086-IMG03;B009-086-IMG04;B009-086-IMG05;B009-086-IMG06;B009-086-IMG07,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B009-87,chillgen_20260911_01,B009,chillgen.com::personalized-cozy-cat-rainbow-books-doormat-indoor-outdoor-usage,personalized-cozy-cat-rainbow-books-doormat-indoor-outdoor-usage,16001062011249,https://chillgen.com/products/personalized-cozy-cat-rainbow-books-doormat-indoor-outdoor-usage,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B009/personalized-cozy-cat-rainbow-books-doormat-indoor-outdoor-usage,855f376b2a430086ce359a0960975c38d5a3be6e10f7158454f9e4b0c81a09fa,"black cat, You Belong Here text, books, rainbow blanket, coffee mug, Pride flag",Shopify CSV Body HTML and gallery specification panels,B009-087-IMG01;B009-087-IMG02;B009-087-IMG03;B009-087-IMG04;B009-087-IMG05;B009-087-IMG06;B009-087-IMG07,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B009-88,chillgen_20260911_01,B009,chillgen.com::personalized-as-for-me-and-my-house-doormat-water-resistant,personalized-as-for-me-and-my-house-doormat-water-resistant,16001072890225,https://chillgen.com/products/personalized-as-for-me-and-my-house-doormat-water-resistant,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B009/personalized-as-for-me-and-my-house-doormat-water-resistant,29a48c90e8f269e049e06693fe20d8d4d90596b36470cf385c57c2a546a3f873,"As for me and my house text, serve the Lord wording, The Smith sample, Joshua 24:15",Shopify CSV Body HTML and gallery specification panels,B009-088-IMG01;B009-088-IMG02;B009-088-IMG03;B009-088-IMG04;B009-088-IMG05;B009-088-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B009-89,chillgen_20260911_01,B009,chillgen.com::personalized-bible-verse-quote-with-ornate-frame-doormat,personalized-bible-verse-quote-with-ornate-frame-doormat,16001072922993,https://chillgen.com/products/personalized-bible-verse-quote-with-ornate-frame-doormat,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B009/personalized-bible-verse-quote-with-ornate-frame-doormat,0335a53e49bd405e569c1b45b6a50a5f2ced572a9ab7482ada9609b2466f4f46,"black and gold ornate frame, family name sample, religious doormat styling",Shopify CSV Body HTML and gallery specification panels,B009-089-IMG01;B009-089-IMG02;B009-089-IMG03;B009-089-IMG04;B009-089-IMG05;B009-089-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B009-90,chillgen_20260911_01,B009,chillgen.com::personalized-bible-verse-family-name-doormat-water-resistant-bible,personalized-bible-verse-family-name-doormat-water-resistant-bible,16001072955761,https://chillgen.com/products/personalized-bible-verse-family-name-doormat-water-resistant-bible,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B009/personalized-bible-verse-family-name-doormat-water-resistant-bible,fb0709f4fcced683a4406369c54deddeab3bcba91763ae6532ef06bead9a037f,"Joshua 24:15, As for me and my house text, The Williams sample, ornate border, monogram",Shopify CSV Body HTML and gallery specification panels,B009-090-IMG01;B009-090-IMG02;B009-090-IMG03;B009-090-IMG04;B009-090-IMG05;B009-090-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
