evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B001-001,chillgen.com,custom-dog-photo-rug-personalized-pet-portrait-area-mat-n-design-03,15976670527857,675e42ec07eccc1302258db5cb46efe9b4339917743e5ad814e54344b793015e.jpg,public Shopify CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/675e42ec07eccc1302258db5cb46efe9b4339917743e5ad814e54344b793015e.jpg?v=1787263758,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T01:09:45+07:00,lifestyle view of haunted house dog portrait rug in living room,,lifestyle view of haunted house dog portrait rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B001/custom-dog-photo-rug-personalized-pet-portrait-area-mat-n-design-03__img_01.jpg,alt_current_empty_in_public_json
B001-001,chillgen.com,custom-dog-photo-rug-personalized-pet-portrait-area-mat-n-design-03,15976670527857,9329871679c1c43e8b9dd228aee43c1b0b93bbabb6916464ee58b68e10fa66ac.jpg,public Shopify CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9329871679c1c43e8b9dd228aee43c1b0b93bbabb6916464ee58b68e10fa66ac.jpg?v=1787263758,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T01:09:45+07:00,custom photo placement example on haunted house dog portrait rug,,custom photo placement example on haunted house dog portrait rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B001/custom-dog-photo-rug-personalized-pet-portrait-area-mat-n-design-03__img_02.jpg,alt_current_empty_in_public_json
B001-001,chillgen.com,custom-dog-photo-rug-personalized-pet-portrait-area-mat-n-design-03,15976670527857,de07495017425f8b9549c2a9986134a518e6705c352b22be0faa462f8fdb6e4b.jpg,public Shopify CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/de07495017425f8b9549c2a9986134a518e6705c352b22be0faa462f8fdb6e4b.jpg?v=1787263758,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T01:09:45+07:00,haunted house dog portrait rug shown with dogs nearby,,haunted house dog portrait rug shown with dogs nearby,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B001/custom-dog-photo-rug-personalized-pet-portrait-area-mat-n-design-03__img_03.jpg,alt_current_empty_in_public_json
B001-001,chillgen.com,custom-dog-photo-rug-personalized-pet-portrait-area-mat-n-design-03,15976670527857,c8d8a655fd799e9ce9a58cadacec5bf9b2b68120468fd869052646b5dbe7b89f.jpg,public Shopify CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c8d8a655fd799e9ce9a58cadacec5bf9b2b68120468fd869052646b5dbe7b89f.jpg?v=1787263758,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T01:09:45+07:00,material layer and non-slip backing graphic,,material layer and non-slip backing graphic,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B001/custom-dog-photo-rug-personalized-pet-portrait-area-mat-n-design-03__img_04.jpg,alt_current_empty_in_public_json
B001-001,chillgen.com,custom-dog-photo-rug-personalized-pet-portrait-area-mat-n-design-03,15976670527857,c3e32564276266452eb833cd9bf66f208d666e37b45269a23add7991261f868c.jpg,public Shopify CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c3e32564276266452eb833cd9bf66f208d666e37b45269a23add7991261f868c.jpg?v=1787263759,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T01:09:45+07:00,size chart for haunted house dog portrait shaped area rug,,size chart for haunted house dog portrait shaped area rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B001/custom-dog-photo-rug-personalized-pet-portrait-area-mat-n-design-03__img_05.jpg,alt_current_empty_in_public_json
B001-001,chillgen.com,custom-dog-photo-rug-personalized-pet-portrait-area-mat-n-design-03,15976670527857,f3244489b849f5f69ac01710d568233681d4dc69b43ad44ebf143fe9e7cbe257.jpg,public Shopify CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f3244489b849f5f69ac01710d568233681d4dc69b43ad44ebf143fe9e7cbe257.jpg?v=1787263758,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T01:09:45+07:00,feature graphic for haunted house dog portrait rug with backing closeups,,feature graphic for haunted house dog portrait rug with backing closeups,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B001/custom-dog-photo-rug-personalized-pet-portrait-area-mat-n-design-03__img_06.jpg,alt_current_empty_in_public_json
B001-001,chillgen.com,custom-dog-photo-rug-personalized-pet-portrait-area-mat-n-design-03,15976670527857,eba51f60fd567b55c38c777723864d51c0ed89c28e4b2218e775af02aa474517.jpg,public Shopify CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/eba51f60fd567b55c38c777723864d51c0ed89c28e4b2218e775af02aa474517.jpg?v=1787263758,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T01:09:45+07:00,haunted house dog portrait rug staged by sofa,,haunted house dog portrait rug staged by sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B001/custom-dog-photo-rug-personalized-pet-portrait-area-mat-n-design-03__img_07.jpg,alt_current_empty_in_public_json
B001-001,chillgen.com,custom-dog-photo-rug-personalized-pet-portrait-area-mat-n-design-03,15976670527857,820600a9e00523574dde1138756d53182d4089f88051fb9c09ac193f2c13fad1.jpg,public Shopify CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/820600a9e00523574dde1138756d53182d4089f88051fb9c09ac193f2c13fad1.jpg?v=1787263758,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T01:09:45+07:00,haunted house dog portrait rug staged near stairs or entry area,,haunted house dog portrait rug staged near stairs or entry area,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B001/custom-dog-photo-rug-personalized-pet-portrait-area-mat-n-design-03__img_08.jpg,alt_current_empty_in_public_json
B001-001,chillgen.com,custom-dog-photo-rug-personalized-pet-portrait-area-mat-n-design-03,15976670527857,5d44cb0d1866e64f99e44547227b9332a08f70d8c32ffce5fcf8619ea777eaeb.jpg,public Shopify CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/5d44cb0d1866e64f99e44547227b9332a08f70d8c32ffce5fcf8619ea777eaeb.jpg?v=1787263758,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T01:09:45+07:00,haunted house dog portrait rug staged near doorway,,haunted house dog portrait rug staged near doorway,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B001/custom-dog-photo-rug-personalized-pet-portrait-area-mat-n-design-03__img_09.jpg,alt_current_empty_in_public_json
B001-002,chillgen.com,custom-dog-photo-rug-personalized-pet-portrait-area-mat-n-design-02,15976669872497,4b4cda8e70a04a1120cb3c4dde245f1b6606cacb046db132c4ef4c7b2e89537d.jpg,public Shopify CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4b4cda8e70a04a1120cb3c4dde245f1b6606cacb046db132c4ef4c7b2e89537d.jpg?v=1787263617,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T01:09:45+07:00,lifestyle view of pumpkin dog portrait rug in living room,,lifestyle view of pumpkin dog portrait rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B001/custom-dog-photo-rug-personalized-pet-portrait-area-mat-n-design-02__img_01.jpg,alt_current_empty_in_public_json
