inventory_order,batch_id,product_key,Handle,title_discovery,url,identity_status,public_status,source_refs,image_count,research_status,review_status
41,B005,chillgen.com::personalized-anchor-rope-pattern-doormat-for-boat-owners,personalized-anchor-rope-pattern-doormat-for-boat-owners,Personalized Anchor Rope Pattern Doormat for Boat Owners,https://chillgen.com/products/personalized-anchor-rope-pattern-doormat-for-boat-owners,VERIFIED,PUBLIC_AVAILABLE,SRC01#records=253-260;PUBLIC_JSON:https://chillgen.com/products.json?limit=250&page=1,6,NOT_STARTED,NEEDS_REVIEW
42,B005,chillgen.com::personalized-nautical-anchor-doormat-water-repellent,personalized-nautical-anchor-doormat-water-repellent,"Personalized Nautical Anchor Doormat, Water Repellent",https://chillgen.com/products/personalized-nautical-anchor-doormat-water-repellent,VERIFIED,PUBLIC_AVAILABLE,SRC01#records=261-266;PUBLIC_JSON:https://chillgen.com/products.json?limit=250&page=1,6,NOT_STARTED,NEEDS_REVIEW
43,B005,chillgen.com::personalized-striped-nautical-anchor-doormat-water-repell-design-13,personalized-striped-nautical-anchor-doormat-water-repell-design-13,"Personalized Striped Nautical Anchor Doormat, Water Repell - Design 13",https://chillgen.com/products/personalized-striped-nautical-anchor-doormat-water-repell-design-13,VERIFIED,PUBLIC_AVAILABLE,SRC01#records=267-272;PUBLIC_JSON:https://chillgen.com/products.json?limit=250&page=1,6,NOT_STARTED,NEEDS_REVIEW
44,B005,chillgen.com::personalized-nautical-anchor-with-boat-name-doormat-water-design-08,personalized-nautical-anchor-with-boat-name-doormat-water-design-08,"Personalized Nautical Anchor with Boat Name Doormat, Water - Design 08",https://chillgen.com/products/personalized-nautical-anchor-with-boat-name-doormat-water-design-08,VERIFIED,PUBLIC_AVAILABLE,SRC01#records=273-278;PUBLIC_JSON:https://chillgen.com/products.json?limit=250&page=1,6,NOT_STARTED,NEEDS_REVIEW
45,B005,chillgen.com::personalized-nautical-anchor-with-ship-wheel-doormat-water-repellent,personalized-nautical-anchor-with-ship-wheel-doormat-water-repellent,"Personalized Nautical Anchor with Ship Wheel Doormat, Water Repellent",https://chillgen.com/products/personalized-nautical-anchor-with-ship-wheel-doormat-water-repellent,VERIFIED,PUBLIC_AVAILABLE,SRC01#records=279-284;PUBLIC_JSON:https://chillgen.com/products.json?limit=250&page=1,6,NOT_STARTED,NEEDS_REVIEW
46,B005,chillgen.com::personalized-nautical-anchor-with-boat-name-doormat-water-design-14,personalized-nautical-anchor-with-boat-name-doormat-water-design-14,"Personalized Nautical Anchor With Boat Name Doormat, Water - Design 14",https://chillgen.com/products/personalized-nautical-anchor-with-boat-name-doormat-water-design-14,VERIFIED,PUBLIC_AVAILABLE,SRC01#records=285-290;PUBLIC_JSON:https://chillgen.com/products.json?limit=250&page=1,6,NOT_STARTED,NEEDS_REVIEW
47,B005,chillgen.com::personalized-nautical-anchor-welcome-aboard-doormat-water-repellent,personalized-nautical-anchor-welcome-aboard-doormat-water-repellent,"Personalized Nautical Anchor Welcome Aboard Doormat, Water Repellent",https://chillgen.com/products/personalized-nautical-anchor-welcome-aboard-doormat-water-repellent,VERIFIED,PUBLIC_AVAILABLE,SRC01#records=291-296;PUBLIC_JSON:https://chillgen.com/products.json?limit=250&page=1,6,NOT_STARTED,NEEDS_REVIEW
48,B005,chillgen.com::personalized-anchor-welcome-aboard-doormat-for-fishing-boat,personalized-anchor-welcome-aboard-doormat-for-fishing-boat,Personalized Anchor Welcome Aboard Doormat for Fishing Boat,https://chillgen.com/products/personalized-anchor-welcome-aboard-doormat-for-fishing-boat,VERIFIED,PUBLIC_AVAILABLE,SRC01#records=297-302;PUBLIC_JSON:https://chillgen.com/products.json?limit=250&page=1,6,NOT_STARTED,NEEDS_REVIEW
49,B005,chillgen.com::personalized-anchor-with-boat-name-and-location-doormat,personalized-anchor-with-boat-name-and-location-doormat,Personalized Anchor with Boat Name and Location Doormat,https://chillgen.com/products/personalized-anchor-with-boat-name-and-location-doormat,VERIFIED,PUBLIC_AVAILABLE,SRC01#records=303-308;PUBLIC_JSON:https://chillgen.com/products.json?limit=250&page=1,6,NOT_STARTED,NEEDS_REVIEW
50,B005,chillgen.com::personalized-classroom-welcome-rainbow-welcome-doormat,personalized-classroom-welcome-rainbow-welcome-doormat,Personalized Classroom Welcome Rainbow Welcome Doormat,https://chillgen.com/products/personalized-classroom-welcome-rainbow-welcome-doormat,VERIFIED,PUBLIC_AVAILABLE,SRC01#records=309-314;PUBLIC_JSON:https://chillgen.com/products.json?limit=250&page=1,6,NOT_STARTED,NEEDS_REVIEW
