evidence_id,run_id,batch_id,product_key,Handle,product_id,source_url,snapshot_dir,source_hash,facts_verified,spec_source,image_audit_references,limitations
PE-B004-31,chillgen_20260911_01,B004,chillgen.com::personalized-checkered-flag-sport-area-rug-non-slip,personalized-checkered-flag-sport-area-rug-non-slip,16000633635185,https://chillgen.com/products/personalized-checkered-flag-sport-area-rug-non-slip,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B004/personalized-checkered-flag-sport-area-rug-non-slip,42b880ed9a8ece94229fbc39de1049a8b172f046877153f99040d81a08951018,"checkered flag blocks, distressed American flag colors, sample racing name and number",Shopify CSV Body HTML and gallery specification panels,B004-031-IMG01;B004-031-IMG02;B004-031-IMG03;B004-031-IMG04;B004-031-IMG05;B004-031-IMG06;B004-031-IMG07,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B004-32,chillgen_20260911_01,B004,chillgen.com::personalized-emotion-chart-face-emojis-rug-machine-washable-wheel,personalized-emotion-chart-face-emojis-rug-machine-washable-wheel,16000650576241,https://chillgen.com/products/personalized-emotion-chart-face-emojis-rug-machine-washable-wheel,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B004/personalized-emotion-chart-face-emojis-rug-machine-washable-wheel,6e7d10b54e6263cf973ac8d1d1346a25f2fde53e72cecacb9405448beb6c6a05,"round emoji emotion chart, color zones, classroom mockup, educational panel",Shopify CSV Body HTML and gallery specification panels,B004-032-IMG01;B004-032-IMG02;B004-032-IMG03;B004-032-IMG04;B004-032-IMG05;B004-032-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B004-33,chillgen_20260911_01,B004,chillgen.com::personalized-colorful-emotion-wheel-chart-mat-non-slip,personalized-colorful-emotion-wheel-chart-mat-non-slip,16000650674545,https://chillgen.com/products/personalized-colorful-emotion-wheel-chart-mat-non-slip,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B004/personalized-colorful-emotion-wheel-chart-mat-non-slip,ca1663f177431b0e9ce6636fb37c577305cc9ee5641681ce24f9f7cde7f8f105,"multi-color feeling wheel, classroom room mockup, quality panel, round rug format",Shopify CSV Body HTML and gallery specification panels,B004-033-IMG01;B004-033-IMG02;B004-033-IMG03;B004-033-IMG04;B004-033-IMG05;B004-033-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B004-34,chillgen_20260911_01,B004,chillgen.com::personalized-feeling-wheel-chart-rug-machine-washable,personalized-feeling-wheel-chart-rug-machine-washable,16000650772849,https://chillgen.com/products/personalized-feeling-wheel-chart-rug-machine-washable,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B004/personalized-feeling-wheel-chart-rug-machine-washable,262110128dcf5a9601b46b571d56a0aec6d6a1f8fa84d1ebe0d8b3a072e2a319,"kids feeling wheel, animals, emoji faces, color-coded zones, classroom mockup",Shopify CSV Body HTML and gallery specification panels,B004-034-IMG01;B004-034-IMG02;B004-034-IMG03;B004-034-IMG04;B004-034-IMG05;B004-034-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B004-35,chillgen_20260911_01,B004,chillgen.com::personalized-feeling-wheel-composition-notebook-art-area-rug-non-slip,personalized-feeling-wheel-composition-notebook-art-area-rug-non-slip,16000652312945,https://chillgen.com/products/personalized-feeling-wheel-composition-notebook-art-area-rug-non-slip,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B004/personalized-feeling-wheel-composition-notebook-art-area-rug-non-slip,2ad40e841c18aa622e72e647627b59eed30975e96c1b6c0038ce6933b3735308,"How Do You Feel Today text, emoji faces, composition notebook border, round classroom rug",Shopify CSV Body HTML and gallery specification panels,B004-035-IMG01;B004-035-IMG02;B004-035-IMG03;B004-035-IMG04;B004-035-IMG05;B004-035-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B004-36,chillgen_20260911_01,B004,chillgen.com::personalized-emotions-wheel-learning-rug-machine-washable,personalized-emotions-wheel-learning-rug-machine-washable,16000652345713,https://chillgen.com/products/personalized-emotions-wheel-learning-rug-machine-washable,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B004/personalized-emotions-wheel-learning-rug-machine-washable,141f43593b7c7815f0280905a478a442f92f8cf671623ea80235046bf4a62992,"black round rug, bright emoji faces, feeling labels, classroom mockup",Shopify CSV Body HTML and gallery specification panels,B004-036-IMG01;B004-036-IMG02;B004-036-IMG03;B004-036-IMG04;B004-036-IMG05;B004-036-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B004-37,chillgen_20260911_01,B004,chillgen.com::personalized-religious-quote-with-family-name-doormat-entryway-decor,personalized-religious-quote-with-family-name-doormat-entryway-decor,16000669319537,https://chillgen.com/products/personalized-religious-quote-with-family-name-doormat-entryway-decor,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B004/personalized-religious-quote-with-family-name-doormat-entryway-decor,4267a8830d91314cf18d05c4bc8445bce5ea9b12e68ca92f98bdf4c88b554c2b,"Joshua 24:15 quote, family name sample, monogram, vintage certificate doormat layout",Shopify CSV Body HTML and gallery specification panels,B004-037-IMG01;B004-037-IMG02;B004-037-IMG03;B004-037-IMG04;B004-037-IMG05;B004-037-IMG06;B004-037-IMG07;B004-037-IMG08;B004-037-IMG09;B004-037-IMG10;B004-037-IMG11;B004-037-IMG12,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B004-38,chillgen_20260911_01,B004,chillgen.com::personalized-nautical-anchor-with-rope-doormat-design-12,personalized-nautical-anchor-with-rope-doormat-design-12,16000688128369,https://chillgen.com/products/personalized-nautical-anchor-with-rope-doormat-design-12,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B004/personalized-nautical-anchor-with-rope-doormat-design-12,5abecf115176ec8ef8f686c174840be7e7466afe96644bde2e6180f337cb1f4d,"black doormat, white anchor emblem, rope circle, LAWRENCE sample name, boat location text",Shopify CSV Body HTML and gallery specification panels,B004-038-IMG01;B004-038-IMG02;B004-038-IMG03;B004-038-IMG04;B004-038-IMG05;B004-038-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B004-39,chillgen_20260911_01,B004,chillgen.com::personalized-nautical-anchor-with-boat-name-doormat-nautical-15,personalized-nautical-anchor-with-boat-name-doormat-nautical-15,16000688226673,https://chillgen.com/products/personalized-nautical-anchor-with-boat-name-doormat-nautical-15,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B004/personalized-nautical-anchor-with-boat-name-doormat-nautical-15,a6414c36548d6125a5ff1c7c56070b2bd366df2ed957917041017a7793f9da60,"navy doormat, anchor icon, Boat Name and Location text, Welcome Aboard script",Shopify CSV Body HTML and gallery specification panels,B004-039-IMG01;B004-039-IMG02;B004-039-IMG03;B004-039-IMG04;B004-039-IMG05;B004-039-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B004-40,chillgen_20260911_01,B004,chillgen.com::personalized-nautical-compass-rose-with-boat-name-doormat,personalized-nautical-compass-rose-with-boat-name-doormat,16000688259441,https://chillgen.com/products/personalized-nautical-compass-rose-with-boat-name-doormat,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B004/personalized-nautical-compass-rose-with-boat-name-doormat,78a6320d71b1cad77b7e5f729436be9953dbdf5b38a42660ea5a02dd016b354b,"navy striped doormat, compass rose, boat name script, boat location text",Shopify CSV Body HTML and gallery specification panels,B004-040-IMG01;B004-040-IMG02;B004-040-IMG03;B004-040-IMG04;B004-040-IMG05;B004-040-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
