evidence_id,run_id,batch_id,product_key,Handle,product_id,source_url,snapshot_dir,source_hash,facts_verified,spec_source,image_audit_references,limitations
PE-B002-11,chillgen_20260911_01,B002,chillgen.com::personalized-stained-glass-bigfoot-forest-area-rug-non-slip-backing,personalized-stained-glass-bigfoot-forest-area-rug-non-slip-backing,16000591954289,https://chillgen.com/products/personalized-stained-glass-bigfoot-forest-area-rug-non-slip-backing,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B002/personalized-stained-glass-bigfoot-forest-area-rug-non-slip-backing,f2bb612c5daf9342196c1487086ea8abaa4bb6b3aca62684fe39a9065b29bed3,"blue stained-glass forest, large Bigfoot figure, cabin-style room mockups",Shopify CSV Body HTML and gallery specification panels,B002-011-IMG01;B002-011-IMG02;B002-011-IMG03;B002-011-IMG04;B002-011-IMG05;B002-011-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B002-12,chillgen_20260911_01,B002,chillgen.com::personalized-bigfoot-peace-sign-forest-area-rug-home-decor-bigfoot,personalized-bigfoot-peace-sign-forest-area-rug-home-decor-bigfoot,16000591987057,https://chillgen.com/products/personalized-bigfoot-peace-sign-forest-area-rug-home-decor-bigfoot,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B002/personalized-bigfoot-peace-sign-forest-area-rug-home-decor-bigfoot,8fb74bb98545d338f06bb68e7211d91c1beddb7de434bb0feb3331dfc5e35d3c,"Bigfoot peace sign, warm forest, orange and green palette",Shopify CSV Body HTML and gallery specification panels,B002-012-IMG01;B002-012-IMG02;B002-012-IMG03;B002-012-IMG04;B002-012-IMG05;B002-012-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B002-13,chillgen_20260911_01,B002,chillgen.com::personalized-bigfoot-silhouette-with-full-moon-area-rug-design-01,personalized-bigfoot-silhouette-with-full-moon-area-rug-design-01,16000592478577,https://chillgen.com/products/personalized-bigfoot-silhouette-with-full-moon-area-rug-design-01,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B002/personalized-bigfoot-silhouette-with-full-moon-area-rug-design-01,73c43c220426d88e077ac510e8914c7ddcaf4129ef592493d34fae567eff15ee,"Bigfoot silhouette, bright full moon, misty forest path",Shopify CSV Body HTML and gallery specification panels,B002-013-IMG01;B002-013-IMG02;B002-013-IMG03;B002-013-IMG04;B002-013-IMG05;B002-013-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B002-14,chillgen_20260911_01,B002,chillgen.com::personalized-bigfoot-silhouette-full-moon-forest-area-rug,personalized-bigfoot-silhouette-full-moon-forest-area-rug,16000592511345,https://chillgen.com/products/personalized-bigfoot-silhouette-full-moon-forest-area-rug,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B002/personalized-bigfoot-silhouette-full-moon-forest-area-rug,979521f45391200110f502201a1e7878c397379d8d6c844c33ad4f1519be43bb,"dark blue forest, moonlight, Bigfoot silhouette, black border",Shopify CSV Body HTML and gallery specification panels,B002-014-IMG01;B002-014-IMG02;B002-014-IMG03;B002-014-IMG04;B002-014-IMG05;B002-014-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B002-15,chillgen_20260911_01,B002,chillgen.com::personalized-bird-nature-with-mountains-and-trees-area-rug-home-decor,personalized-bird-nature-with-mountains-and-trees-area-rug-home-decor,16000592707953,https://chillgen.com/products/personalized-bird-nature-with-mountains-and-trees-area-rug-home-decor,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B002/personalized-bird-nature-with-mountains-and-trees-area-rug-home-decor,1b88cca09fa86cd4290f94a2c379ed8e217cea71d87d5919bc031ec48dca3578,"large bird, mountain peaks, forest trees, warm rustic palette",Shopify CSV Body HTML and gallery specification panels,B002-015-IMG01;B002-015-IMG02;B002-015-IMG03;B002-015-IMG04;B002-015-IMG05;B002-015-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B002-16,chillgen_20260911_01,B002,chillgen.com::personalized-bigfoot-outdoor-adventure-area-rug-non-slip-backing,personalized-bigfoot-outdoor-adventure-area-rug-non-slip-backing,16000593068401,https://chillgen.com/products/personalized-bigfoot-outdoor-adventure-area-rug-non-slip-backing,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B002/personalized-bigfoot-outdoor-adventure-area-rug-non-slip-backing,4712ff19e3e9a8ead70fb2f2c34e7139b3ec4f949acc6307c45658df1df806ac,"Bigfoot walking, raised arm, sunset, trees and mountains",Shopify CSV Body HTML and gallery specification panels,B002-016-IMG01;B002-016-IMG02;B002-016-IMG03;B002-016-IMG04;B002-016-IMG05;B002-016-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B002-17,chillgen_20260911_01,B002,chillgen.com::personalized-bigfoot-stained-glass-forest-area-rug-home-decor,personalized-bigfoot-stained-glass-forest-area-rug-home-decor,16000593133937,https://chillgen.com/products/personalized-bigfoot-stained-glass-forest-area-rug-home-decor,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B002/personalized-bigfoot-stained-glass-forest-area-rug-home-decor,f69de28dd9ce14312bbd3a203c38afaae92cc7a30508a8002e9a4a0bc38edbd3,"large Bigfoot figure, blue stained-glass panels, glowing forest",Shopify CSV Body HTML and gallery specification panels,B002-017-IMG01;B002-017-IMG02;B002-017-IMG03;B002-017-IMG04;B002-017-IMG05;B002-017-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B002-18,chillgen_20260911_01,B002,chillgen.com::personalized-by-campfire-forest-area-rug-for-outdoor-adventure,personalized-by-campfire-forest-area-rug-for-outdoor-adventure,16000593330545,https://chillgen.com/products/personalized-by-campfire-forest-area-rug-for-outdoor-adventure,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B002/personalized-by-campfire-forest-area-rug-for-outdoor-adventure,93cd17152456a0adf4b2f6d8bf8dc9dcbd6b16992931205ee3f092e51e17563e,"seated Bigfoot-like figure, campfire, forest, sunset sky",Shopify CSV Body HTML and gallery specification panels,B002-018-IMG01;B002-018-IMG02;B002-018-IMG03;B002-018-IMG04;B002-018-IMG05;B002-018-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B002-19,chillgen_20260911_01,B002,chillgen.com::personalized-bigfoot-night-full-moon-forest-area-rug-home-decor,personalized-bigfoot-night-full-moon-forest-area-rug-home-decor,16000593887601,https://chillgen.com/products/personalized-bigfoot-night-full-moon-forest-area-rug-home-decor,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B002/personalized-bigfoot-night-full-moon-forest-area-rug-home-decor,9e8f69b7beb17bb5a8dd5217780ca8129f1674b67180c5119fe96e82264dc95f,"Bigfoot silhouette, night forest, moonlit path, blue highlights",Shopify CSV Body HTML and gallery specification panels,B002-019-IMG01;B002-019-IMG02;B002-019-IMG03;B002-019-IMG04;B002-019-IMG05;B002-019-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B002-20,chillgen_20260911_01,B002,chillgen.com::personalized-bigfoot-sunset-forest-silhouette-area-rug,personalized-bigfoot-sunset-forest-silhouette-area-rug,16000593920369,https://chillgen.com/products/personalized-bigfoot-sunset-forest-silhouette-area-rug,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B002/personalized-bigfoot-sunset-forest-silhouette-area-rug,9c5df34bb2c656a071a573668d6bbd572d22395230b5f7041241d6d397a8d733,"orange sunset forest, tall tree silhouettes, small Bigfoot figure",Shopify CSV Body HTML and gallery specification panels,B002-020-IMG01;B002-020-IMG02;B002-020-IMG03;B002-020-IMG04;B002-020-IMG05;B002-020-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
