batch_id,product_key,Handle,product_id,product_gid,image_audit_id,image_position,image_location,image_url_source,local_evidence_path,image_sha256,identity_status,identity_method,observed_visual_details,alt_current,alt_proposed,alt_action,alt_chars,review_status,revision,issues
B002,chillgen.com::personalized-stained-glass-bigfoot-forest-area-rug-non-slip-backing,personalized-stained-glass-bigfoot-forest-area-rug-non-slip-backing,16000591954289,gid://shopify/Product/16000591954289,B002-011-IMG01,1,GALLERY,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/bb9c8fe6e770d4e32d760a1c4402abf549203805d599748703504e362e919708.jpg?v=1789056694,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/images/B002/personalized-stained-glass-bigfoot-forest-area-rug-non-slip-backing/01_personalized-stained-glass-bigfoot-forest-area-rug-non-slip-backing.jpg,c1378368955ba04a1f334ef7b96204048311441638ffebe05459322d745feff3,VERIFIED,PUBLIC_PRODUCTS_JSON_HANDLE_MATCH_AFTER_ACTIVATION,stained glass Bigfoot rug shown as a full room rug,,stained glass Bigfoot rug shown as a full room rug,SET,50,NEEDS_REVIEW,R001,alt_current_unknown_from_public_json; verify media alt in Shopify Admin before deploy
B002,chillgen.com::personalized-stained-glass-bigfoot-forest-area-rug-non-slip-backing,personalized-stained-glass-bigfoot-forest-area-rug-non-slip-backing,16000591954289,gid://shopify/Product/16000591954289,B002-011-IMG02,2,GALLERY,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7957430fb0c836cb6e53c3c6940dbe7e1ac486a7d66dc4e6e6491135783fd355.jpg?v=1789056694,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/images/B002/personalized-stained-glass-bigfoot-forest-area-rug-non-slip-backing/02_personalized-stained-glass-bigfoot-forest-area-rug-non-slip-backing.jpg,226a2bcb2ca3890e503e297c280cb5656048b76c17d64789ff769d5eaaffd563,VERIFIED,PUBLIC_PRODUCTS_JSON_HANDLE_MATCH_AFTER_ACTIVATION,Material or size panel for stained glass Bigfoot rug,,Material or size panel for stained glass Bigfoot rug,SET,52,NEEDS_REVIEW,R001,alt_current_unknown_from_public_json; verify media alt in Shopify Admin before deploy
B002,chillgen.com::personalized-stained-glass-bigfoot-forest-area-rug-non-slip-backing,personalized-stained-glass-bigfoot-forest-area-rug-non-slip-backing,16000591954289,gid://shopify/Product/16000591954289,B002-011-IMG03,3,GALLERY,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/aef7ced23a8bb98e3e0df5c561370e3e7005689e327b84a6c898316c325ccc74.jpg?v=1789056694,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/images/B002/personalized-stained-glass-bigfoot-forest-area-rug-non-slip-backing/03_personalized-stained-glass-bigfoot-forest-area-rug-non-slip-backing.jpg,eacea0c25a116a06eef730927a1bcc50105ac81c8f9befdf3007aeb74db7e900,VERIFIED,PUBLIC_PRODUCTS_JSON_HANDLE_MATCH_AFTER_ACTIVATION,Backing comparison panel for stained glass Bigfoot rug,,Backing comparison panel for stained glass Bigfoot rug,SET,54,NEEDS_REVIEW,R001,alt_current_unknown_from_public_json; verify media alt in Shopify Admin before deploy
B002,chillgen.com::personalized-stained-glass-bigfoot-forest-area-rug-non-slip-backing,personalized-stained-glass-bigfoot-forest-area-rug-non-slip-backing,16000591954289,gid://shopify/Product/16000591954289,B002-011-IMG04,4,GALLERY,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e7c8bef067e2716bdcaa3b2e25507274b4e0f8076e86c732f511a1971f76d096.jpg?v=1789056694,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/images/B002/personalized-stained-glass-bigfoot-forest-area-rug-non-slip-backing/04_personalized-stained-glass-bigfoot-forest-area-rug-non-slip-backing.jpg,b26157a6cfd38808defb812d42e3e3344251e88787b82e2c18a9399225fa4b27,VERIFIED,PUBLIC_PRODUCTS_JSON_HANDLE_MATCH_AFTER_ACTIVATION,Size guide for stained glass Bigfoot rug,,Size guide for stained glass Bigfoot rug,SET,40,NEEDS_REVIEW,R001,alt_current_unknown_from_public_json; verify media alt in Shopify Admin before deploy
B002,chillgen.com::personalized-stained-glass-bigfoot-forest-area-rug-non-slip-backing,personalized-stained-glass-bigfoot-forest-area-rug-non-slip-backing,16000591954289,gid://shopify/Product/16000591954289,B002-011-IMG05,5,GALLERY,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e0acef5602288008626b7adefde947121e66b7d7e515e490dd741f3b325b7059_5674d1ee-3f9c-4352-8873-a58a54c528fb.jpg?v=1789056694,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/images/B002/personalized-stained-glass-bigfoot-forest-area-rug-non-slip-backing/05_personalized-stained-glass-bigfoot-forest-area-rug-non-slip-backing.jpg,53dfd393f680293cb26432ae8500c1c6673666543c101a02074bfca579e1ff6e,VERIFIED,PUBLIC_PRODUCTS_JSON_HANDLE_MATCH_AFTER_ACTIVATION,stained glass Bigfoot rug styled near a sofa and fireplace,,stained glass Bigfoot rug styled near a sofa and fireplace,SET,58,NEEDS_REVIEW,R001,alt_current_unknown_from_public_json; verify media alt in Shopify Admin before deploy
B002,chillgen.com::personalized-stained-glass-bigfoot-forest-area-rug-non-slip-backing,personalized-stained-glass-bigfoot-forest-area-rug-non-slip-backing,16000591954289,gid://shopify/Product/16000591954289,B002-011-IMG06,6,GALLERY,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/0c321e08123fb680517145a27f439f836e5fdcf7da710f633e8fe10d67c608a0.jpg?v=1789056694,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/images/B002/personalized-stained-glass-bigfoot-forest-area-rug-non-slip-backing/06_personalized-stained-glass-bigfoot-forest-area-rug-non-slip-backing.jpg,b4fc513371d9e07dfe8956ea43d1183b123d17608aa0ff1ea9c68e4a97b1bfec,VERIFIED,PUBLIC_PRODUCTS_JSON_HANDLE_MATCH_AFTER_ACTIVATION,stained glass Bigfoot rug shown beside a bed or seating area,,stained glass Bigfoot rug shown beside a bed or seating area,SET,60,NEEDS_REVIEW,R001,alt_current_unknown_from_public_json; verify media alt in Shopify Admin before deploy
B002,chillgen.com::personalized-bigfoot-peace-sign-forest-area-rug-home-decor-bigfoot,personalized-bigfoot-peace-sign-forest-area-rug-home-decor-bigfoot,16000591987057,gid://shopify/Product/16000591987057,B002-012-IMG01,1,GALLERY,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f53ccfd22e08ba38a7160e080ba37ec28dc78478ac49af1020c9a1666f7e47fc.jpg?v=1789056697,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/images/B002/personalized-bigfoot-peace-sign-forest-area-rug-home-decor-bigfoot/01_personalized-bigfoot-peace-sign-forest-area-rug-home-decor-bigfoot.jpg,03c4fb6c1b233f293581c0adfd6b9df66ccd231472c2eeeff301f65bde4bd6ad,VERIFIED,PUBLIC_PRODUCTS_JSON_HANDLE_MATCH_AFTER_ACTIVATION,Bigfoot peace sign rug shown as a full room rug,,Bigfoot peace sign rug shown as a full room rug,SET,47,NEEDS_REVIEW,R001,alt_current_unknown_from_public_json; verify media alt in Shopify Admin before deploy
B002,chillgen.com::personalized-bigfoot-peace-sign-forest-area-rug-home-decor-bigfoot,personalized-bigfoot-peace-sign-forest-area-rug-home-decor-bigfoot,16000591987057,gid://shopify/Product/16000591987057,B002-012-IMG02,2,GALLERY,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e0acef5602288008626b7adefde947121e66b7d7e515e490dd741f3b325b7059_df9ce007-b8ff-4672-b9a5-de66acadfdbf.jpg?v=1789056697,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/images/B002/personalized-bigfoot-peace-sign-forest-area-rug-home-decor-bigfoot/02_personalized-bigfoot-peace-sign-forest-area-rug-home-decor-bigfoot.jpg,53dfd393f680293cb26432ae8500c1c6673666543c101a02074bfca579e1ff6e,VERIFIED,PUBLIC_PRODUCTS_JSON_HANDLE_MATCH_AFTER_ACTIVATION,Material or size panel for Bigfoot peace sign rug,,Material or size panel for Bigfoot peace sign rug,SET,49,NEEDS_REVIEW,R001,alt_current_unknown_from_public_json; verify media alt in Shopify Admin before deploy
B002,chillgen.com::personalized-bigfoot-peace-sign-forest-area-rug-home-decor-bigfoot,personalized-bigfoot-peace-sign-forest-area-rug-home-decor-bigfoot,16000591987057,gid://shopify/Product/16000591987057,B002-012-IMG03,3,GALLERY,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/6dcd0b603e33e412db42d7fdd2f71f3a72449de5b5f1c50dd8e6b2fc22079a67.jpg?v=1789056697,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/images/B002/personalized-bigfoot-peace-sign-forest-area-rug-home-decor-bigfoot/03_personalized-bigfoot-peace-sign-forest-area-rug-home-decor-bigfoot.jpg,88511ad4ae930819467a1015122518486f42fa2d2f4211997b9754f40842524b,VERIFIED,PUBLIC_PRODUCTS_JSON_HANDLE_MATCH_AFTER_ACTIVATION,Backing comparison panel for Bigfoot peace sign rug,,Backing comparison panel for Bigfoot peace sign rug,SET,51,NEEDS_REVIEW,R001,alt_current_unknown_from_public_json; verify media alt in Shopify Admin before deploy
B002,chillgen.com::personalized-bigfoot-peace-sign-forest-area-rug-home-decor-bigfoot,personalized-bigfoot-peace-sign-forest-area-rug-home-decor-bigfoot,16000591987057,gid://shopify/Product/16000591987057,B002-012-IMG04,4,GALLERY,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4da1a0dfca39f2c8e50d3a5a8d9f0f35eca8408a3012bf554cca411568614b2a.jpg?v=1789056697,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/images/B002/personalized-bigfoot-peace-sign-forest-area-rug-home-decor-bigfoot/04_personalized-bigfoot-peace-sign-forest-area-rug-home-decor-bigfoot.jpg,cf43e311fa4a4500ade3e6cc8b52100640d383e9e778e2525febc83c0434396f,VERIFIED,PUBLIC_PRODUCTS_JSON_HANDLE_MATCH_AFTER_ACTIVATION,Size guide for Bigfoot peace sign rug,,Size guide for Bigfoot peace sign rug,SET,37,NEEDS_REVIEW,R001,alt_current_unknown_from_public_json; verify media alt in Shopify Admin before deploy
