evidence_id,run_id,batch_id,product_key,Handle,product_id,source_url,snapshot_dir,source_hash,facts_verified,spec_source,image_audit_references,limitations
PE-B006-51,chillgen_20260911_01,B006,chillgen.com::personalized-cheerful-school-themed-welcome-doormat-non-slip-backing,personalized-cheerful-school-themed-welcome-doormat-non-slip-backing,16001043759473,https://chillgen.com/products/personalized-cheerful-school-themed-welcome-doormat-non-slip-backing,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B006/personalized-cheerful-school-themed-welcome-doormat-non-slip-backing,1238441806d739ac398776c7d72751ba0505c6db735bde0f5def6d021e7463f7,"Yay You're Here text, Mrs. Brown sample, school doodles, books, smiley face, colorful border",Shopify CSV Body HTML and gallery specification panels,B006-051-IMG01;B006-051-IMG02;B006-051-IMG03;B006-051-IMG04;B006-051-IMG05;B006-051-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B006-52,chillgen_20260911_01,B006,chillgen.com::personalized-pink-school-supplies-doormat-machine-made,personalized-pink-school-supplies-doormat-machine-made,16001043792241,https://chillgen.com/products/personalized-pink-school-supplies-doormat-machine-made,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B006/personalized-pink-school-supplies-doormat-machine-made,b975e4fdbdc85eed369530c7f24eceaae5e639e47fa2b789a27958d5da52de1d,"pink checker background, school supplies, Mrs. Laura sample, class text",Shopify CSV Body HTML and gallery specification panels,B006-052-IMG01;B006-052-IMG02;B006-052-IMG03;B006-052-IMG04;B006-052-IMG05;B006-052-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B006-53,chillgen_20260911_01,B006,chillgen.com::personalized-teacher-classroom-welcome-with-school-supplies-doormat,personalized-teacher-classroom-welcome-with-school-supplies-doormat,16001043923313,https://chillgen.com/products/personalized-teacher-classroom-welcome-with-school-supplies-doormat,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B006/personalized-teacher-classroom-welcome-with-school-supplies-doormat,a78bf413ca7aac7da5247cb6979709bce3b6ca15d640cac3a46b66fdfdba5beb,"Welcome to Mrs. Johnson's Classroom, school bus, rainbow, books, pencil, apple",Shopify CSV Body HTML and gallery specification panels,B006-053-IMG01;B006-053-IMG02;B006-053-IMG03;B006-053-IMG04;B006-053-IMG05;B006-053-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B006-54,chillgen_20260911_01,B006,chillgen.com::personalized-speckled-classroom-decor-door-mat-non-slip-backing,personalized-speckled-classroom-decor-door-mat-non-slip-backing,16001043988849,https://chillgen.com/products/personalized-speckled-classroom-decor-door-mat-non-slip-backing,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B006/personalized-speckled-classroom-decor-door-mat-non-slip-backing,696072a8be2cebff89378b491a03f1ea06dd2bbba5b809ff932c6c246e1f4467,"Mrs. Sarah's Classroom, black speckled background, apples, pencils, smiley, colorful school icons",Shopify CSV Body HTML and gallery specification panels,B006-054-IMG01;B006-054-IMG02;B006-054-IMG03;B006-054-IMG04;B006-054-IMG05;B006-054-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B006-55,chillgen_20260911_01,B006,chillgen.com::personalized-flower-star-school-teacher-appreciation-playful-doormat,personalized-flower-star-school-teacher-appreciation-playful-doormat,16001044021617,https://chillgen.com/products/personalized-flower-star-school-teacher-appreciation-playful-doormat,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B006/personalized-flower-star-school-teacher-appreciation-playful-doormat,c6ae53c9cb5a45ca4310e7d9f6e44582c3a0a6d75a191e0990962783dda66cf3,"Mrs. Swift sample, apple, bow, books, flowers, pink checker pattern",Shopify CSV Body HTML and gallery specification panels,B006-055-IMG01;B006-055-IMG02;B006-055-IMG03;B006-055-IMG04;B006-055-IMG05;B006-055-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B006-56,chillgen_20260911_01,B006,chillgen.com::personalized-diverse-hands-welcome-door-mat-non-slip-backing,personalized-diverse-hands-welcome-door-mat-non-slip-backing,16001044250993,https://chillgen.com/products/personalized-diverse-hands-welcome-door-mat-non-slip-backing,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B006/personalized-diverse-hands-welcome-door-mat-non-slip-backing,32145979530b029edf4b82886f3b419a5ecc70a769b1371b15cea118b459c447,"Everyone is welcome here, Mrs. Benedict sample, diverse raised hands on black background",Shopify CSV Body HTML and gallery specification panels,B006-056-IMG01;B006-056-IMG02;B006-056-IMG03;B006-056-IMG04;B006-056-IMG05;B006-056-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B006-57,chillgen_20260911_01,B006,chillgen.com::personalized-in-this-classroom-doormat-non-slip-backing-design-03,personalized-in-this-classroom-doormat-non-slip-backing-design-03,16001044283761,https://chillgen.com/products/personalized-in-this-classroom-doormat-non-slip-backing-design-03,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B006/personalized-in-this-classroom-doormat-non-slip-backing-design-03,7ff31010edbdaaa2c60f58d61747be776e77c64cb9cfb48c9da8db049a7a29d3,"In This Classroom You Are text, crayon affirmation list, Mrs. Caspar sample",Shopify CSV Body HTML and gallery specification panels,B006-057-IMG01;B006-057-IMG02;B006-057-IMG03;B006-057-IMG04;B006-057-IMG05;B006-057-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B006-58,chillgen_20260911_01,B006,chillgen.com::personalized-rainbow-hearts-classroom-doormat-non-slip-backing,personalized-rainbow-hearts-classroom-doormat-non-slip-backing,16001044316529,https://chillgen.com/products/personalized-rainbow-hearts-classroom-doormat-non-slip-backing,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B006/personalized-rainbow-hearts-classroom-doormat-non-slip-backing,40a72a3950936dfdf16159147a2a5beb4bdde492614baf7c20cd6d03ce1fbfbd,"rainbow with heart, Welcome to Mrs. Armstrong's Classroom, lined paper background",Shopify CSV Body HTML and gallery specification panels,B006-058-IMG01;B006-058-IMG02;B006-058-IMG03;B006-058-IMG04;B006-058-IMG05;B006-058-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B006-59,chillgen_20260911_01,B006,chillgen.com::personalized-classroom-inspirational-crayons-doormat-non-slip-backing,personalized-classroom-inspirational-crayons-doormat-non-slip-backing,16001045463409,https://chillgen.com/products/personalized-classroom-inspirational-crayons-doormat-non-slip-backing,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B006/personalized-classroom-inspirational-crayons-doormat-non-slip-backing,af93ad130330585f831319e54fa5790f063c7d43377a135d20d5808f7a0969b1,"You Are text, colorful crayon affirmation list, Mrs. Caspar sample, white classroom mat",Shopify CSV Body HTML and gallery specification panels,B006-059-IMG01;B006-059-IMG02;B006-059-IMG03;B006-059-IMG04;B006-059-IMG05;B006-059-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B006-60,chillgen_20260911_01,B006,chillgen.com::personalized-composition-book-style-door-mat-non-slip,personalized-composition-book-style-door-mat-non-slip,16001045496177,https://chillgen.com/products/personalized-composition-book-style-door-mat-non-slip,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B006/personalized-composition-book-style-door-mat-non-slip,644510a0ff85a171b228ddf41381447c2b5614b4a9aaa366df020a807db73b67,"composition notebook pattern, Mrs. Karens classroom text, pencils, apples, school icons",Shopify CSV Body HTML and gallery specification panels,B006-060-IMG01;B006-060-IMG02;B006-060-IMG03;B006-060-IMG04;B006-060-IMG05;B006-060-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
