evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B025-241,chillgen.com,custom-reading-tree-classroom-library-rug-983a65fb2e-983a65fb2e,15913278538097,80877936476529,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/667ec944f6654ff20ca917ed51c8d59ff83f4cf98d1b4732481b3178b31afac5_dc9432d2-8ae1-4188-97e5-2b16cdf0f10d.jpg?v=1784365028,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:40:19+07:00,reading tree rug in classroom nook,,reading tree rug in classroom nook,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B025/custom-reading-tree-classroom-library-rug-983a65fb2e-983a65fb2e__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B025-241,chillgen.com,custom-reading-tree-classroom-library-rug-983a65fb2e-983a65fb2e,15913278538097,80877936509297,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/baabb9739dc3b161dfc62e9979f9f3a280cb1bd00f6e1463c3b84d7641835eaf_11f67e9e-73fc-4dd1-bf8b-a845d7e43450.jpg?v=1784365030,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:40:19+07:00,tree classroom reading rug flat view,,tree classroom reading rug flat view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B025/custom-reading-tree-classroom-library-rug-983a65fb2e-983a65fb2e__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B025-241,chillgen.com,custom-reading-tree-classroom-library-rug-983a65fb2e-983a65fb2e,15913278538097,80877936542065,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d340edce5418a415535f57b1d642fb9cef5c8aaf243cc254d2746ad53d548707_7ff019dc-a6d4-4044-84b6-c3f54912c32d.jpg?v=1784365033,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:40:19+07:00,reading tree rug in playroom,,reading tree rug in playroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B025/custom-reading-tree-classroom-library-rug-983a65fb2e-983a65fb2e__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B025-241,chillgen.com,custom-reading-tree-classroom-library-rug-983a65fb2e-983a65fb2e,15913278538097,80877936574833,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b239ae580e7b02948881a0a7d8f308d1a31c0a7b3397092dd58a7dd4975c939d_aa50ead7-1ad7-4aed-850d-5d99fecb6fe8.jpg?v=1784365035,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:40:19+07:00,tree of books rug classroom mockup,,tree of books rug classroom mockup,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B025/custom-reading-tree-classroom-library-rug-983a65fb2e-983a65fb2e__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B025-241,chillgen.com,custom-reading-tree-classroom-library-rug-983a65fb2e-983a65fb2e,15913278538097,80877936607601,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/29faa8e45bab7364ca46ef7db84e14b38cb9680b9d51b3a9d3f0bbcef38f9e47_19a14c84-4f2b-4ef0-8971-1705991ff901.jpg?v=1784365038,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:40:19+07:00,children gathered on reading tree rug,,children gathered on reading tree rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B025/custom-reading-tree-classroom-library-rug-983a65fb2e-983a65fb2e__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B025-241,chillgen.com,custom-reading-tree-classroom-library-rug-983a65fb2e-983a65fb2e,15913278538097,80877936640369,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b080d977037a136994d492f94a4c6d212ee9e21c8e5d7891a1f1662ddb255e5c_de2115e4-4a75-40f8-911d-5dfaffcb0e9a.jpg?v=1784365040,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:40:19+07:00,teacher reading on tree classroom rug,,teacher reading on tree classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B025/custom-reading-tree-classroom-library-rug-983a65fb2e-983a65fb2e__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B025-241,chillgen.com,custom-reading-tree-classroom-library-rug-983a65fb2e-983a65fb2e,15913278538097,80877936673137,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/aca978466c694132ad2b8db78723d9421751b625f80a6f4c997f79e9d3a87f10_47452513-8cb3-4744-aa5d-b567ceb22269.jpg?v=1784365046,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:40:19+07:00,reading tree rug detail panel,,reading tree rug detail panel,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B025/custom-reading-tree-classroom-library-rug-983a65fb2e-983a65fb2e__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B025-241,chillgen.com,custom-reading-tree-classroom-library-rug-983a65fb2e-983a65fb2e,15913278538097,80877936705905,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/85c1b0577a3172514e63eb713ef460632551515f52a2bc31f86fafade8409940_696cb23b-a9bf-4adc-bfa6-f15e36de14f2.jpg?v=1784365046,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:40:19+07:00,microfiber cushion closeup for tree rug,,microfiber cushion closeup for tree rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B025/custom-reading-tree-classroom-library-rug-983a65fb2e-983a65fb2e__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B025-241,chillgen.com,custom-reading-tree-classroom-library-rug-983a65fb2e-983a65fb2e,15913278538097,80877936738673,GALLERY_PUBLIC_CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/5d7a1bc1b01487f31f09e113cd2823d4dc4e063ac8653a7a6f0ad66f09e98ef8_ee01fe43-8094-4d5f-a218-4b68071616fe.jpg?v=1784365050,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:40:19+07:00,anti-slip backing detail for reading rug,,anti-slip backing detail for reading rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B025/custom-reading-tree-classroom-library-rug-983a65fb2e-983a65fb2e__img_09.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B025-242,chillgen.com,custom-tree-of-knowledge-classroom-library-rug-5ea95ac966-5ea95ac966,15913279684977,80877943751025,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8a7d173f3edd3e2ea7fad3aec994e906176ed92a91802810900a59e2f52f6c09_1c8b0d27-04e9-4032-9ea4-e5e57914241b.jpg?v=1784364983,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:40:19+07:00,tree of knowledge rug in living room,,tree of knowledge rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B025/custom-tree-of-knowledge-classroom-library-rug-5ea95ac966-5ea95ac966__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B025-242,chillgen.com,custom-tree-of-knowledge-classroom-library-rug-5ea95ac966-5ea95ac966,15913279684977,80877943783793,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2d959675c283140d1f8007eb7adf69a2b123f9b5f112da197fd54287bd5c59f4_96eb7f2d-273f-4b6e-bf00-05e03eeaa7d1.jpg?v=1784364986,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:40:19+07:00,tree classroom rug in library room,,tree classroom rug in library room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B025/custom-tree-of-knowledge-classroom-library-rug-5ea95ac966-5ea95ac966__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B025-242,chillgen.com,custom-tree-of-knowledge-classroom-library-rug-5ea95ac966-5ea95ac966,15913279684977,80877943816561,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b6d15bd06810c7f71a96d6a7738d25b73e581835a425892592d704e52f11f3f9_f410d3fa-4b55-4fdc-9877-c78417856650.jpg?v=1784364989,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:40:19+07:00,tree of knowledge rug detail panel,,tree of knowledge rug detail panel,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B025/custom-tree-of-knowledge-classroom-library-rug-5ea95ac966-5ea95ac966__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B025-242,chillgen.com,custom-tree-of-knowledge-classroom-library-rug-5ea95ac966-5ea95ac966,15913279684977,80877943849329,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c2c70827e0dc6ad80550951752981b081dd69d83163915b6cdf90180c509ec80_35191872-e4c2-4a95-833f-100a802310e2.jpg?v=1784364991,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:40:19+07:00,microfiber cushion closeup for tree rug,,microfiber cushion closeup for tree rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B025/custom-tree-of-knowledge-classroom-library-rug-5ea95ac966-5ea95ac966__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B025-242,chillgen.com,custom-tree-of-knowledge-classroom-library-rug-5ea95ac966-5ea95ac966,15913279684977,80877943882097,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b8d78b7ec9427d9b843b53f1100f074480e4fff949ee5ac9e83e27031163b743_e2663b97-6edf-4526-a7f7-f9055275f93f.jpg?v=1784364994,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:40:19+07:00,anti-slip backing panel for tree rug,,anti-slip backing panel for tree rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B025/custom-tree-of-knowledge-classroom-library-rug-5ea95ac966-5ea95ac966__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B025-242,chillgen.com,custom-tree-of-knowledge-classroom-library-rug-5ea95ac966-5ea95ac966,15913279684977,80877943914865,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e94c75bb031b44b693fbc1ae28e4980293cac8895c8e8da7468bc01a2acd03ad_f3415d77-b7a9-4290-83c7-720d3a9ca6f5.jpg?v=1784364997,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:40:19+07:00,tree of knowledge rug in playroom,,tree of knowledge rug in playroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B025/custom-tree-of-knowledge-classroom-library-rug-5ea95ac966-5ea95ac966__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B025-242,chillgen.com,custom-tree-of-knowledge-classroom-library-rug-5ea95ac966-5ea95ac966,15913279684977,80877943947633,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4a70a9d988457392d7183fe330a533f8d9640eda9af70892e8158ae7e6f1901b_38884bda-06ab-465b-96cd-770894d89f6a.jpg?v=1784364999,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:40:19+07:00,tree rug size chart,,tree rug size chart,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B025/custom-tree-of-knowledge-classroom-library-rug-5ea95ac966-5ea95ac966__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B025-242,chillgen.com,custom-tree-of-knowledge-classroom-library-rug-5ea95ac966-5ea95ac966,15913279684977,80877943980401,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c5ebc82ce7ab2945443cdf5d0fd1995a2349fbac3517e4214b5eaebc06e2012f_1709db0e-6748-4d28-8151-f81c35730b89.jpg?v=1784365002,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:40:19+07:00,teacher reading with kids on tree rug,,teacher reading with kids on tree rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B025/custom-tree-of-knowledge-classroom-library-rug-5ea95ac966-5ea95ac966__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B025-243,chillgen.com,personalized-cool-kids-read-book-rug-classroom-library-b1f15827f5,15913280405873,80877951517041,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c1bed78905e9432ac1e7c8387c39e06e8f28084977728c3829a6365224668252_7812a71b-b74f-4b61-9fe6-cef5bb5eba29.jpg?v=1784364953,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:40:19+07:00,Cool Kids Read Books rug overhead,,Cool Kids Read Books rug overhead,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B025/personalized-cool-kids-read-book-rug-classroom-library-b1f15827f5__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B025-243,chillgen.com,personalized-cool-kids-read-book-rug-classroom-library-b1f15827f5,15913280405873,80877951549809,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b6423fa9cfb94c367eadc1c361a41476b4eff1d5afc56f2815753fb913ad3b06_a34803ab-ee28-4cd0-9062-613ed8a7ee39.jpg?v=1784364958,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:40:19+07:00,book character reading rug flat view,,book character reading rug flat view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B025/personalized-cool-kids-read-book-rug-classroom-library-b1f15827f5__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
