evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B004-031,chillgen.com,personalized-witch-area-rug-with-name-custom-halloween-r-design-05,15976543125873,a578cafbd1496aa0584bc6cc066d17cee32d5a799b219fc0e5ea6345e4dec8c7.jpg,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a578cafbd1496aa0584bc6cc066d17cee32d5a799b219fc0e5ea6345e4dec8c7.jpg?v=1787257397,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T01:50:34+07:00,lifestyle view of personalized skull and red roses Halloween rug,,lifestyle view of personalized skull and red roses Halloween rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B004/personalized-witch-area-rug-with-name-custom-halloween-r-design-05__img_01.jpg,alt_current_empty_in_public_json
B004-031,chillgen.com,personalized-witch-area-rug-with-name-custom-halloween-r-design-05,15976543125873,7dac82226748bdab451d2c72db05259d1ca6e103c3024519a8f71a8d9faa3ea5.jpg,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7dac82226748bdab451d2c72db05259d1ca6e103c3024519a8f71a8d9faa3ea5.jpg?v=1787257397,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T01:50:34+07:00,alternate room view of personalized skull and red roses Halloween rug,,alternate room view of personalized skull and red roses Halloween rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B004/personalized-witch-area-rug-with-name-custom-halloween-r-design-05__img_02.jpg,alt_current_empty_in_public_json
B004-031,chillgen.com,personalized-witch-area-rug-with-name-custom-halloween-r-design-05,15976543125873,f7655b1fa653c70c98693270c24b8dca5f7634619fdf4e0c1b82b3719f789b9e.jpg,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f7655b1fa653c70c98693270c24b8dca5f7634619fdf4e0c1b82b3719f789b9e.jpg?v=1787257397,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T01:50:34+07:00,personalized skull and red roses Halloween rug staged by fireplace,,personalized skull and red roses Halloween rug staged by fireplace,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B004/personalized-witch-area-rug-with-name-custom-halloween-r-design-05__img_03.jpg,alt_current_empty_in_public_json
B004-031,chillgen.com,personalized-witch-area-rug-with-name-custom-halloween-r-design-05,15976543125873,e976944b88b498164b983b18986cf9555566e81c04563673bf664a5f2cb2c6ed.jpg,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e976944b88b498164b983b18986cf9555566e81c04563673bf664a5f2cb2c6ed.jpg?v=1787257396,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T01:50:34+07:00,size information for personalized skull and red roses rug,,size information for personalized skull and red roses rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B004/personalized-witch-area-rug-with-name-custom-halloween-r-design-05__img_04.jpg,alt_current_empty_in_public_json
B004-031,chillgen.com,personalized-witch-area-rug-with-name-custom-halloween-r-design-05,15976543125873,b82f30412b377608d657560c578878a151ce478c1df5a45f294c4d40623e1485.jpg,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b82f30412b377608d657560c578878a151ce478c1df5a45f294c4d40623e1485.jpg?v=1787257397,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T01:50:34+07:00,kid and pet friendly graphic for personalized skull and red roses rug,,kid and pet friendly graphic for personalized skull and red roses rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B004/personalized-witch-area-rug-with-name-custom-halloween-r-design-05__img_05.jpg,alt_current_empty_in_public_json
B004-031,chillgen.com,personalized-witch-area-rug-with-name-custom-halloween-r-design-05,15976543125873,6d9ac759fd4b062833c2b608625db3c45cc62be99884299dc014cd46307ac126.jpg,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/6d9ac759fd4b062833c2b608625db3c45cc62be99884299dc014cd46307ac126.jpg?v=1787257397,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T01:50:34+07:00,easy-clean care graphic for personalized skull and red roses rug,,easy-clean care graphic for personalized skull and red roses rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B004/personalized-witch-area-rug-with-name-custom-halloween-r-design-05__img_06.jpg,alt_current_empty_in_public_json
B004-031,chillgen.com,personalized-witch-area-rug-with-name-custom-halloween-r-design-05,15976543125873,c4807b76ecccd5ef8f099514288c17af2f533f74e3e41a3e151d2dd79e1a3dc1.jpg,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c4807b76ecccd5ef8f099514288c17af2f533f74e3e41a3e151d2dd79e1a3dc1.jpg?v=1787257397,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T01:50:34+07:00,lighting color note for personalized skull and red roses rug,,lighting color note for personalized skull and red roses rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B004/personalized-witch-area-rug-with-name-custom-halloween-r-design-05__img_07.jpg,alt_current_empty_in_public_json
B004-031,chillgen.com,personalized-witch-area-rug-with-name-custom-halloween-r-design-05,15976543125873,e79656850075f1fd71196dfcb40e269f6019564aa98d6b5c30cb0798b05bfc0b.jpg,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e79656850075f1fd71196dfcb40e269f6019564aa98d6b5c30cb0798b05bfc0b.jpg?v=1787257397,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T01:50:34+07:00,personalized skull and red roses rug under dining table,,personalized skull and red roses rug under dining table,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B004/personalized-witch-area-rug-with-name-custom-halloween-r-design-05__img_08.jpg,alt_current_empty_in_public_json
B004-032,chillgen.com,personalized-witch-area-rug-with-name-custom-halloween-r-design-09,15976542732657,037db121de11e4e923c5951184e6a503b479d00bd5db96b8027ce60c42f1f951.jpg,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/037db121de11e4e923c5951184e6a503b479d00bd5db96b8027ce60c42f1f951.jpg?v=1787257381,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T01:50:34+07:00,lifestyle view of personalized skeleton grave Halloween rug,,lifestyle view of personalized skeleton grave Halloween rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B004/personalized-witch-area-rug-with-name-custom-halloween-r-design-09__img_01.jpg,alt_current_empty_in_public_json
B004-032,chillgen.com,personalized-witch-area-rug-with-name-custom-halloween-r-design-09,15976542732657,464a2768ce45c55592daf4d449777d78acceff35d4a31b12304c603cf13bcb66.jpg,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/464a2768ce45c55592daf4d449777d78acceff35d4a31b12304c603cf13bcb66.jpg?v=1787257381,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T01:50:34+07:00,personalized skeleton grave rug staged near sofa,,personalized skeleton grave rug staged near sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B004/personalized-witch-area-rug-with-name-custom-halloween-r-design-09__img_02.jpg,alt_current_empty_in_public_json
