evidence_id,product_url,reviewed_at,sources_accessed,current_H1,current_meta_title,short_source_excerpt,verified_product_facts,gallery_image_count,images_viewed_count,image_audit_references,SERP_evidence_references,buyer_research_references,factual_conflicts,processing_status,confidence_and_reason,fact_to_source_map,proposed_field_to_fact_map
B002-011,https://chillgen.com/products/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-04,2026-09-07T01:19:02+07:00,https://chillgen.com/products/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-04; seo_runs/chillgen.com/chillgen_20260907_01/evidence/products/products_page_1.json; https://www.walmart.com/c/kp/vortex-illusion-rug; https://www.etsy.com/market/illusion_stairs_rug; https://www.walmart.com/ip/Halloween-3D-Optical-Illusion-Round-Rug-Spooky-Staircase-Ghost-Pumpkin-Circular-Floor-Mat-Non-Slip-Absorbent-Decorative-Doormat-Halloween-Home-Party/20673415859; https://www.walmart.com/ip/3D-Haunted-Staircase-Round-Rug-Optical-Illusion-Halloween-Area-Mat/20840972139; https://chillgen.com/collections/halloween,Custom Halloween 3D Effect Optical Illusion Spooky Round R - Design 04,UNKNOWN_WITHOUT_RENDERED_PAGE_META_CAPTURE,"This round rug features a captivating 3D optical illusion design, perfect for adding a spooky and eye-catching Halloween vibe to any room. Its unique artwork, including pumpkins, ghosts, skeletons, and spiders, creates a dramatic visual effect. Ideal for seasonal decorating, this rug can also be personalized to make it a distinct holiday statement piece for your home. Product Highlights Spooky 3D Halloween design with pumpkins, ghosts, skeletons, and spiders. Personalization available with family name, initials, or year. Fun optical illusion creates depth and visual interest. Low pile for easy","round rug with purple tentacles rising from a black-and-white optical illusion pit, orange and green border, lifestyle views and backing details; product type=Rug; variants=5; images=8.",8,8,B002-011-IMG01; B002-011-IMG02; B002-011-IMG03; B002-011-IMG04; B002-011-IMG05; B002-011-IMG06; B002-011-IMG07; B002-011-IMG08,https://www.walmart.com/c/kp/vortex-illusion-rug; https://www.etsy.com/market/illusion_stairs_rug; https://www.walmart.com/ip/Halloween-3D-Optical-Illusion-Round-Rug-Spooky-Staircase-Ghost-Pumpkin-Circular-Floor-Mat-Non-Slip-Absorbent-Decorative-Doormat-Halloween-Home-Party/20673415859; https://www.walmart.com/ip/3D-Haunted-Staircase-Round-Rug-Optical-Illusion-Halloween-Area-Mat/20840972139; https://chillgen.com/collections/halloween,B002-011-BR01,None observed in public data; admin values unknown.,DRAFTED,MEDIUM: product facts and images verified from public data; keyword demand has SERP observation but no volume data.,product facts=products_page_1.json; visuals=B002 local images/contact sheets; keyword context=SERP references.,motif to title/meta/alt; material/backing only used where product image graphics show it.
B002-012,https://chillgen.com/products/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-14,2026-09-07T01:19:02+07:00,https://chillgen.com/products/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-14; seo_runs/chillgen.com/chillgen_20260907_01/evidence/products/products_page_1.json; https://www.walmart.com/c/kp/vortex-illusion-rug; https://www.etsy.com/market/illusion_stairs_rug; https://www.walmart.com/ip/Halloween-3D-Optical-Illusion-Round-Rug-Spooky-Staircase-Ghost-Pumpkin-Circular-Floor-Mat-Non-Slip-Absorbent-Decorative-Doormat-Halloween-Home-Party/20673415859; https://www.walmart.com/ip/3D-Haunted-Staircase-Round-Rug-Optical-Illusion-Halloween-Area-Mat/20840972139; https://chillgen.com/collections/halloween,Custom Halloween 3D Effect Optical Illusion Spooky Round R - Design 14,UNKNOWN_WITHOUT_RENDERED_PAGE_META_CAPTURE,"This round rug features a spooky 3D Halloween design, incorporating elements like pumpkins, ghosts, skeletons, and spiders, along with an optical illusion effect. It is designed to add a bold and eye-catching vibe to your home and can be personalized to reflect your unique holiday style. This rug serves as a statement piece for seasonal decorating and Halloween parties. Product Highlights Spooky 3D Halloween design with pumpkin, ghost, skeleton, and spider artwork. Personalizable with family name, initials, or year for a unique touch. Creates a dramatic 3D illusion effect, adding depth and vis","round rug with blue moonlit haunted village, pumpkins, ghosts, graveyard path, purple-orange border, size and backing graphics; product type=Rug; variants=5; images=7.",7,7,B002-012-IMG01; B002-012-IMG02; B002-012-IMG03; B002-012-IMG04; B002-012-IMG05; B002-012-IMG06; B002-012-IMG07,https://www.walmart.com/c/kp/vortex-illusion-rug; https://www.etsy.com/market/illusion_stairs_rug; https://www.walmart.com/ip/Halloween-3D-Optical-Illusion-Round-Rug-Spooky-Staircase-Ghost-Pumpkin-Circular-Floor-Mat-Non-Slip-Absorbent-Decorative-Doormat-Halloween-Home-Party/20673415859; https://www.walmart.com/ip/3D-Haunted-Staircase-Round-Rug-Optical-Illusion-Halloween-Area-Mat/20840972139; https://chillgen.com/collections/halloween,B002-012-BR01,None observed in public data; admin values unknown.,DRAFTED,MEDIUM: product facts and images verified from public data; keyword demand has SERP observation but no volume data.,product facts=products_page_1.json; visuals=B002 local images/contact sheets; keyword context=SERP references.,motif to title/meta/alt; material/backing only used where product image graphics show it.
B002-013,https://chillgen.com/products/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-05,2026-09-07T01:19:02+07:00,https://chillgen.com/products/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-05; seo_runs/chillgen.com/chillgen_20260907_01/evidence/products/products_page_1.json; https://www.walmart.com/c/kp/vortex-illusion-rug; https://www.etsy.com/market/illusion_stairs_rug; https://www.walmart.com/ip/Halloween-3D-Optical-Illusion-Round-Rug-Spooky-Staircase-Ghost-Pumpkin-Circular-Floor-Mat-Non-Slip-Absorbent-Decorative-Doormat-Halloween-Home-Party/20673415859; https://www.walmart.com/ip/3D-Haunted-Staircase-Round-Rug-Optical-Illusion-Halloween-Area-Mat/20840972139; https://chillgen.com/collections/halloween,Custom Halloween 3D Effect Optical Illusion Spooky Round R - Design 05,UNKNOWN_WITHOUT_RENDERED_PAGE_META_CAPTURE,"This round rug features a spooky 3D Halloween design, incorporating scary pumpkin, ghost, skeleton, spider, and optical illusion artwork. It is designed to bring a bold and eye-catching vibe to any home, serving as a distinctive holiday signature. The rug offers a fun optical illusion look that adds depth and visual interest, making it a statement piece for seasonal decorating. Product Highlights Spooky 3D Halloween design with pumpkin, ghost, skeleton, and spider artwork. Personalization option to add family name, initials, or year. Creates a dramatic 3D illusion effect for visual interest. M","blue round rug showing a haunted forest, moon, glowing houses, pumpkins, seasonal border, lifestyle mockups and backing view; product type=Rug; variants=5; images=8.",8,8,B002-013-IMG01; B002-013-IMG02; B002-013-IMG03; B002-013-IMG04; B002-013-IMG05; B002-013-IMG06; B002-013-IMG07; B002-013-IMG08,https://www.walmart.com/c/kp/vortex-illusion-rug; https://www.etsy.com/market/illusion_stairs_rug; https://www.walmart.com/ip/Halloween-3D-Optical-Illusion-Round-Rug-Spooky-Staircase-Ghost-Pumpkin-Circular-Floor-Mat-Non-Slip-Absorbent-Decorative-Doormat-Halloween-Home-Party/20673415859; https://www.walmart.com/ip/3D-Haunted-Staircase-Round-Rug-Optical-Illusion-Halloween-Area-Mat/20840972139; https://chillgen.com/collections/halloween,B002-013-BR01,None observed in public data; admin values unknown.,DRAFTED,MEDIUM: product facts and images verified from public data; keyword demand has SERP observation but no volume data.,product facts=products_page_1.json; visuals=B002 local images/contact sheets; keyword context=SERP references.,motif to title/meta/alt; material/backing only used where product image graphics show it.
B002-014,https://chillgen.com/products/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-01,2026-09-07T01:19:02+07:00,https://chillgen.com/products/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-01; seo_runs/chillgen.com/chillgen_20260907_01/evidence/products/products_page_1.json; https://www.walmart.com/c/kp/vortex-illusion-rug; https://www.etsy.com/market/illusion_stairs_rug; https://www.walmart.com/ip/Halloween-3D-Optical-Illusion-Round-Rug-Spooky-Staircase-Ghost-Pumpkin-Circular-Floor-Mat-Non-Slip-Absorbent-Decorative-Doormat-Halloween-Home-Party/20673415859; https://www.walmart.com/ip/3D-Haunted-Staircase-Round-Rug-Optical-Illusion-Halloween-Area-Mat/20840972139; https://chillgen.com/collections/halloween,Custom Halloween 3D Effect Optical Illusion Spooky Round R - Design 01,UNKNOWN_WITHOUT_RENDERED_PAGE_META_CAPTURE,"This round rug features a unique 3D optical illusion design, perfect for adding a bold and spooky aesthetic to any Halloween celebration. Its eye-catching artwork, including scary pumpkins, ghosts, skeletons, and spiders, creates a dramatic visual effect. This rug is designed to be a focal point, enhancing the festive atmosphere of your space. Product Highlights Features a spooky 3D Halloween design with pumpkins, ghosts, skeletons, and spiders. Offers personalization options with family names, initials, or years. Creates a fun optical illusion with its round style and 3D effect. Made from exc","round rug with aggressive jack-o-lantern monster face, glowing eyes, open teeth-filled mouth, brown leaf border, lifestyle and quality images; product type=Rug; variants=5; images=8.",8,8,B002-014-IMG01; B002-014-IMG02; B002-014-IMG03; B002-014-IMG04; B002-014-IMG05; B002-014-IMG06; B002-014-IMG07; B002-014-IMG08,https://www.walmart.com/c/kp/vortex-illusion-rug; https://www.etsy.com/market/illusion_stairs_rug; https://www.walmart.com/ip/Halloween-3D-Optical-Illusion-Round-Rug-Spooky-Staircase-Ghost-Pumpkin-Circular-Floor-Mat-Non-Slip-Absorbent-Decorative-Doormat-Halloween-Home-Party/20673415859; https://www.walmart.com/ip/3D-Haunted-Staircase-Round-Rug-Optical-Illusion-Halloween-Area-Mat/20840972139; https://chillgen.com/collections/halloween,B002-014-BR01,None observed in public data; admin values unknown.,DRAFTED,MEDIUM: product facts and images verified from public data; keyword demand has SERP observation but no volume data.,product facts=products_page_1.json; visuals=B002 local images/contact sheets; keyword context=SERP references.,motif to title/meta/alt; material/backing only used where product image graphics show it.
B002-015,https://chillgen.com/products/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-08,2026-09-07T01:19:02+07:00,https://chillgen.com/products/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-08; seo_runs/chillgen.com/chillgen_20260907_01/evidence/products/products_page_1.json; https://www.walmart.com/c/kp/vortex-illusion-rug; https://www.etsy.com/market/illusion_stairs_rug; https://www.walmart.com/ip/Halloween-3D-Optical-Illusion-Round-Rug-Spooky-Staircase-Ghost-Pumpkin-Circular-Floor-Mat-Non-Slip-Absorbent-Decorative-Doormat-Halloween-Home-Party/20673415859; https://www.walmart.com/ip/3D-Haunted-Staircase-Round-Rug-Optical-Illusion-Halloween-Area-Mat/20840972139; https://chillgen.com/collections/halloween,Custom Halloween 3D Effect Optical Illusion Spooky Round R - Design 08,UNKNOWN_WITHOUT_RENDERED_PAGE_META_CAPTURE,"This round rug features a unique 3D Halloween design, incorporating spooky elements like pumpkins, ghosts, skeletons, and spiders, along with an optical illusion effect. It is designed to add a bold and eye-catching vibe to your home, making it a distinctive statement piece for seasonal decorating and Halloween parties. Product Highlights Features a spooky 3D Halloween design with pumpkin, ghost, skeleton, and spider artwork. Offers personalization with family name, initials, or year. Creates a dramatic 3D optical illusion effect for visual interest. Made with a low pile for easy cleaning. Rei","round rug with fiery lava vortex, cracked black ground, glowing orange path, pumpkins at sides, lifestyle and backing images; product type=Rug; variants=5; images=8.",8,8,B002-015-IMG01; B002-015-IMG02; B002-015-IMG03; B002-015-IMG04; B002-015-IMG05; B002-015-IMG06; B002-015-IMG07; B002-015-IMG08,https://www.walmart.com/c/kp/vortex-illusion-rug; https://www.etsy.com/market/illusion_stairs_rug; https://www.walmart.com/ip/Halloween-3D-Optical-Illusion-Round-Rug-Spooky-Staircase-Ghost-Pumpkin-Circular-Floor-Mat-Non-Slip-Absorbent-Decorative-Doormat-Halloween-Home-Party/20673415859; https://www.walmart.com/ip/3D-Haunted-Staircase-Round-Rug-Optical-Illusion-Halloween-Area-Mat/20840972139; https://chillgen.com/collections/halloween,B002-015-BR01,None observed in public data; admin values unknown.,DRAFTED,MEDIUM: product facts and images verified from public data; keyword demand has SERP observation but no volume data.,product facts=products_page_1.json; visuals=B002 local images/contact sheets; keyword context=SERP references.,motif to title/meta/alt; material/backing only used where product image graphics show it.
B002-016,https://chillgen.com/products/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-03,2026-09-07T01:19:02+07:00,https://chillgen.com/products/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-03; seo_runs/chillgen.com/chillgen_20260907_01/evidence/products/products_page_1.json; https://www.walmart.com/c/kp/vortex-illusion-rug; https://www.etsy.com/market/illusion_stairs_rug; https://www.walmart.com/ip/Halloween-3D-Optical-Illusion-Round-Rug-Spooky-Staircase-Ghost-Pumpkin-Circular-Floor-Mat-Non-Slip-Absorbent-Decorative-Doormat-Halloween-Home-Party/20673415859; https://www.walmart.com/ip/3D-Haunted-Staircase-Round-Rug-Optical-Illusion-Halloween-Area-Mat/20840972139; https://chillgen.com/collections/halloween,Custom Halloween 3D Effect Optical Illusion Spooky Round R - Design 03,UNKNOWN_WITHOUT_RENDERED_PAGE_META_CAPTURE,"This round rug features a captivating 3D optical illusion design, perfect for Halloween enthusiasts looking to add a bold and eye-catching element to their home. With spooky motifs like pumpkins, ghosts, skeletons, and spiders, it creates a dramatic visual effect that enhances any seasonal decorating or party setting. The rug can also be personalized, offering a unique touch to your holiday decor. Product Highlights Features spooky pumpkin, ghost, skeleton, spider, and optical illusion artwork. Personalize with a family name, initials, or year for a custom holiday signature. Creates a dramatic","round rug with white ghosts, stone well illusion, pumpkin pit center, colorful Halloween icon border, lifestyle and backing details; product type=Rug; variants=5; images=8.",8,8,B002-016-IMG01; B002-016-IMG02; B002-016-IMG03; B002-016-IMG04; B002-016-IMG05; B002-016-IMG06; B002-016-IMG07; B002-016-IMG08,https://www.walmart.com/c/kp/vortex-illusion-rug; https://www.etsy.com/market/illusion_stairs_rug; https://www.walmart.com/ip/Halloween-3D-Optical-Illusion-Round-Rug-Spooky-Staircase-Ghost-Pumpkin-Circular-Floor-Mat-Non-Slip-Absorbent-Decorative-Doormat-Halloween-Home-Party/20673415859; https://www.walmart.com/ip/3D-Haunted-Staircase-Round-Rug-Optical-Illusion-Halloween-Area-Mat/20840972139; https://chillgen.com/collections/halloween,B002-016-BR01,None observed in public data; admin values unknown.,DRAFTED,MEDIUM: product facts and images verified from public data; keyword demand has SERP observation but no volume data.,product facts=products_page_1.json; visuals=B002 local images/contact sheets; keyword context=SERP references.,motif to title/meta/alt; material/backing only used where product image graphics show it.
B002-017,https://chillgen.com/products/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-10,2026-09-07T01:19:02+07:00,https://chillgen.com/products/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-10; seo_runs/chillgen.com/chillgen_20260907_01/evidence/products/products_page_1.json; https://www.walmart.com/c/kp/vortex-illusion-rug; https://www.etsy.com/market/illusion_stairs_rug; https://www.walmart.com/ip/Halloween-3D-Optical-Illusion-Round-Rug-Spooky-Staircase-Ghost-Pumpkin-Circular-Floor-Mat-Non-Slip-Absorbent-Decorative-Doormat-Halloween-Home-Party/20673415859; https://www.walmart.com/ip/3D-Haunted-Staircase-Round-Rug-Optical-Illusion-Halloween-Area-Mat/20840972139; https://chillgen.com/collections/halloween,Custom Halloween 3D Effect Optical Illusion Spooky Round R - Design 10,UNKNOWN_WITHOUT_RENDERED_PAGE_META_CAPTURE,"This round rug features a captivating 3D optical illusion design, perfect for adding a bold and spooky touch to any space. Designed with Halloween themes in mind, it showcases elements like pumpkins, ghosts, and spiders. It offers a unique way to personalize your home decor, making it ideal for seasonal decorating and themed parties. Product Highlights Bold spooky 3D Halloween design with pumpkin, ghost, skeleton, and spider artwork. Personalizable with family name, initials, or year for a unique touch. Creates a dramatic 3D illusion effect that adds depth and visual interest. Made from polypr","round rug with pumpkin-headed creature, claw hands, black-and-white checker illusion, orange-purple border and feature images; product type=Rug; variants=5; images=8.",8,8,B002-017-IMG01; B002-017-IMG02; B002-017-IMG03; B002-017-IMG04; B002-017-IMG05; B002-017-IMG06; B002-017-IMG07; B002-017-IMG08,https://www.walmart.com/c/kp/vortex-illusion-rug; https://www.etsy.com/market/illusion_stairs_rug; https://www.walmart.com/ip/Halloween-3D-Optical-Illusion-Round-Rug-Spooky-Staircase-Ghost-Pumpkin-Circular-Floor-Mat-Non-Slip-Absorbent-Decorative-Doormat-Halloween-Home-Party/20673415859; https://www.walmart.com/ip/3D-Haunted-Staircase-Round-Rug-Optical-Illusion-Halloween-Area-Mat/20840972139; https://chillgen.com/collections/halloween,B002-017-BR01,None observed in public data; admin values unknown.,DRAFTED,MEDIUM: product facts and images verified from public data; keyword demand has SERP observation but no volume data.,product facts=products_page_1.json; visuals=B002 local images/contact sheets; keyword context=SERP references.,motif to title/meta/alt; material/backing only used where product image graphics show it.
B002-018,https://chillgen.com/products/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-07,2026-09-07T01:19:02+07:00,https://chillgen.com/products/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-07; seo_runs/chillgen.com/chillgen_20260907_01/evidence/products/products_page_1.json; https://www.walmart.com/c/kp/vortex-illusion-rug; https://www.etsy.com/market/illusion_stairs_rug; https://www.walmart.com/ip/Halloween-3D-Optical-Illusion-Round-Rug-Spooky-Staircase-Ghost-Pumpkin-Circular-Floor-Mat-Non-Slip-Absorbent-Decorative-Doormat-Halloween-Home-Party/20673415859; https://www.walmart.com/ip/3D-Haunted-Staircase-Round-Rug-Optical-Illusion-Halloween-Area-Mat/20840972139; https://chillgen.com/collections/halloween,Custom Halloween 3D Effect Optical Illusion Spooky Round R - Design 07,UNKNOWN_WITHOUT_RENDERED_PAGE_META_CAPTURE,"This round rug features a captivating 3D optical illusion design, perfect for adding a bold and spooky atmosphere to your home. With Halloween-inspired artwork including pumpkins, ghosts, skeletons, and spiders, it brings a unique visual interest to any room. This rug can be personalized, allowing you to add a special touch to your holiday decorations. Product Highlights Spooky 3D Halloween design with pumpkin, ghost, skeleton, and spider artwork Personalize with family name, initials, or year for a unique touch Fun optical illusion creates depth and visual interest Low pile for easy cleaning ",round rug showing a large gray spider over a black-and-white cave illusion with red gothic border and backing graphics; product type=Rug; variants=5; images=8.,8,8,B002-018-IMG01; B002-018-IMG02; B002-018-IMG03; B002-018-IMG04; B002-018-IMG05; B002-018-IMG06; B002-018-IMG07; B002-018-IMG08,https://www.walmart.com/c/kp/vortex-illusion-rug; https://www.etsy.com/market/illusion_stairs_rug; https://www.walmart.com/ip/Halloween-3D-Optical-Illusion-Round-Rug-Spooky-Staircase-Ghost-Pumpkin-Circular-Floor-Mat-Non-Slip-Absorbent-Decorative-Doormat-Halloween-Home-Party/20673415859; https://www.walmart.com/ip/3D-Haunted-Staircase-Round-Rug-Optical-Illusion-Halloween-Area-Mat/20840972139; https://chillgen.com/collections/halloween,B002-018-BR01,None observed in public data; admin values unknown.,DRAFTED,MEDIUM: product facts and images verified from public data; keyword demand has SERP observation but no volume data.,product facts=products_page_1.json; visuals=B002 local images/contact sheets; keyword context=SERP references.,motif to title/meta/alt; material/backing only used where product image graphics show it.
B002-019,https://chillgen.com/products/personalized-halloween-3d-optical-illusion-ghost-round-rug-a07,2026-09-07T01:19:02+07:00,https://chillgen.com/products/personalized-halloween-3d-optical-illusion-ghost-round-rug-a07; seo_runs/chillgen.com/chillgen_20260907_01/evidence/products/products_page_1.json; https://www.walmart.com/c/kp/vortex-illusion-rug; https://www.etsy.com/market/illusion_stairs_rug; https://www.walmart.com/ip/Halloween-3D-Optical-Illusion-Round-Rug-Spooky-Staircase-Ghost-Pumpkin-Circular-Floor-Mat-Non-Slip-Absorbent-Decorative-Doormat-Halloween-Home-Party/20673415859; https://www.walmart.com/ip/3D-Haunted-Staircase-Round-Rug-Optical-Illusion-Halloween-Area-Mat/20840972139; https://chillgen.com/collections/halloween,Personalized Halloween 3D Optical Illusion Ghost Round Rug - A07,UNKNOWN_WITHOUT_RENDERED_PAGE_META_CAPTURE,"This round rug features a captivating 3D optical illusion design, perfect for creating a bold accent in any room. With its unique ghost, pumpkin, and skeleton artwork, this rug adds a festive and memorable touch to your home, making it an ideal piece for seasonal decorating and personal expression. Product Highlights Features a striking 3D optical illusion design Can be personalized with a name or custom text Showcases ghost, pumpkin, and skeleton details Offers a soft and comfortable underfoot experience Suitable for various indoor settings and occasions Designed for easy care and daily maint","round rug with a small ghost on stairs, pumpkins, bookshelves, warm lantern light, stairwell illusion and lifestyle views; product type=Rug; variants=5; images=8.",8,8,B002-019-IMG01; B002-019-IMG02; B002-019-IMG03; B002-019-IMG04; B002-019-IMG05; B002-019-IMG06; B002-019-IMG07; B002-019-IMG08,https://www.walmart.com/c/kp/vortex-illusion-rug; https://www.etsy.com/market/illusion_stairs_rug; https://www.walmart.com/ip/Halloween-3D-Optical-Illusion-Round-Rug-Spooky-Staircase-Ghost-Pumpkin-Circular-Floor-Mat-Non-Slip-Absorbent-Decorative-Doormat-Halloween-Home-Party/20673415859; https://www.walmart.com/ip/3D-Haunted-Staircase-Round-Rug-Optical-Illusion-Halloween-Area-Mat/20840972139; https://chillgen.com/collections/halloween,B002-019-BR01,None observed in public data; admin values unknown.,DRAFTED,MEDIUM: product facts and images verified from public data; keyword demand has SERP observation but no volume data.,product facts=products_page_1.json; visuals=B002 local images/contact sheets; keyword context=SERP references.,motif to title/meta/alt; material/backing only used where product image graphics show it.
B002-020,https://chillgen.com/products/personalized-halloween-3d-optical-illusion-ghost-round-rug-design-12,2026-09-07T01:19:02+07:00,https://chillgen.com/products/personalized-halloween-3d-optical-illusion-ghost-round-rug-design-12; seo_runs/chillgen.com/chillgen_20260907_01/evidence/products/products_page_1.json; https://www.walmart.com/c/kp/vortex-illusion-rug; https://www.etsy.com/market/illusion_stairs_rug; https://www.walmart.com/ip/Halloween-3D-Optical-Illusion-Round-Rug-Spooky-Staircase-Ghost-Pumpkin-Circular-Floor-Mat-Non-Slip-Absorbent-Decorative-Doormat-Halloween-Home-Party/20673415859; https://www.walmart.com/ip/3D-Haunted-Staircase-Round-Rug-Optical-Illusion-Halloween-Area-Mat/20840972139; https://chillgen.com/collections/halloween,Personalized Halloween 3D Optical Illusion Ghost Round Rug - Design 12,UNKNOWN_WITHOUT_RENDERED_PAGE_META_CAPTURE,"This round rug features a unique 3D optical illusion design, making it a distinctive accent piece for any room. The personalized design allows for custom text, creating a unique Halloween-themed decor item. It is designed to add both comfort and a strong visual statement to your indoor spaces. Product Highlights Features ghost, pumpkin, and skeleton artwork with deep-pit visual effects and dramatic Halloween colors. Personalize with a name or custom text for a unique touch. Soft and comfortable for use in various indoor settings. Creates a dimensional look while maintaining a flat and easy-to-","round rug with skeleton crawling from a glowing lava pit, cracked black rock, fiery orange depth and backing closeups; product type=Rug; variants=5; images=8.",8,8,B002-020-IMG01; B002-020-IMG02; B002-020-IMG03; B002-020-IMG04; B002-020-IMG05; B002-020-IMG06; B002-020-IMG07; B002-020-IMG08,https://www.walmart.com/c/kp/vortex-illusion-rug; https://www.etsy.com/market/illusion_stairs_rug; https://www.walmart.com/ip/Halloween-3D-Optical-Illusion-Round-Rug-Spooky-Staircase-Ghost-Pumpkin-Circular-Floor-Mat-Non-Slip-Absorbent-Decorative-Doormat-Halloween-Home-Party/20673415859; https://www.walmart.com/ip/3D-Haunted-Staircase-Round-Rug-Optical-Illusion-Halloween-Area-Mat/20840972139; https://chillgen.com/collections/halloween,B002-020-BR01,None observed in public data; admin values unknown.,DRAFTED,MEDIUM: product facts and images verified from public data; keyword demand has SERP observation but no volume data.,product facts=products_page_1.json; visuals=B002 local images/contact sheets; keyword context=SERP references.,motif to title/meta/alt; material/backing only used where product image graphics show it.
