evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B050-491,chillgen.com,custom-3d-dragon-round-rug-77aa65f879,15912043676017,80869698666865,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/6e6dc37df261a9b3c6e2bc691554e58aab2cfdd755b86336f9a190bebd56ffeb.jpg?v=1784375838,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:37:03+07:00,Red dragon curls through a spiral library staircase on the main round rug image.,,Red dragon curls through a spiral library staircase on the main round rug image.,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B050/custom-3d-dragon-round-rug-77aa65f879__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B050-491,chillgen.com,custom-3d-dragon-round-rug-77aa65f879,15912043676017,80869698732401,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3ff0d979a7c1f7ab971ac0b229d77c5bef1445f3b84fd7701bb6c55debd0d004.jpg?v=1784375838,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:37:03+07:00,Round rug size chart showing multiple diameter options.,,Round rug size chart showing multiple diameter options.,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B050/custom-3d-dragon-round-rug-77aa65f879__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B050-491,chillgen.com,custom-3d-dragon-round-rug-77aa65f879,15912043676017,80869698765169,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9050bdf03121e28668a4e66f004c304e91f476400d4efd2eecee3dc8cd025177.jpg?v=1784375844,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:37:03+07:00,Dragon library rug staged in a living room near fireplace and pumpkins.,,Dragon library rug staged in a living room near fireplace and pumpkins.,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B050/custom-3d-dragon-round-rug-77aa65f879__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B050-491,chillgen.com,custom-3d-dragon-round-rug-77aa65f879,15912043676017,80869698797937,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9043ac5a087e6cdfb838d24db237671ce2f91347ed1b86ae6cd965c697dca962.jpg?v=1784375844,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:37:03+07:00,Round fantasy rug shown beside a sofa for scale.,,Round fantasy rug shown beside a sofa for scale.,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B050/custom-3d-dragon-round-rug-77aa65f879__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B050-491,chillgen.com,custom-3d-dragon-round-rug-77aa65f879,15912043676017,80869698830705,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7744e8489571dc69808d1aa4a5ded8ed6dfbaf42b9ad7ca8814a2c3c3aafee6d.jpg?v=1784375848,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:37:03+07:00,Dragon rug used as a cozy holiday reading-area accent.,,Dragon rug used as a cozy holiday reading-area accent.,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B050/custom-3d-dragon-round-rug-77aa65f879__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B050-491,chillgen.com,custom-3d-dragon-round-rug-77aa65f879,15912043676017,80869698863473,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8a4b87b0792b6173b6a9837af61ce8476a0c4f8832ddef92b9bda6a14c755527.jpg?v=1784375849,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:37:03+07:00,Round dragon rug under a kitchen dining table.,,Round dragon rug under a kitchen dining table.,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B050/custom-3d-dragon-round-rug-77aa65f879__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B050-491,chillgen.com,custom-3d-dragon-round-rug-77aa65f879,15912043676017,80869698896241,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a4c8d2cb4d6157d3c52cfecee502903873dab6355bf417b858961bfdc4a1719d.jpg?v=1784375854,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:37:03+07:00,Close-up design callout highlighting non slip use.,,Close-up design callout highlighting non slip use.,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B050/custom-3d-dragon-round-rug-77aa65f879__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B050-491,chillgen.com,custom-3d-dragon-round-rug-77aa65f879,15912043676017,80869698929009,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e0537753e404433efae42fb59db99f0b661528b125c9d918000030a891454d15.jpg?v=1784375854,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:37:03+07:00,Backing and material callout with non slip TPR bottom.,,Backing and material callout with non slip TPR bottom.,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B050/custom-3d-dragon-round-rug-77aa65f879__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B050-492,chillgen.com,custom-dragon-optical-illusion-round-rug-3de0273603,15912041283953,80869690442097,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7b8bdc703ef449254e5c10c2bc0a48fb9f7674d7612b7a9b8d7d7839e08f5dc1.jpg?v=1784375859,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:37:03+07:00,Main design shows red dragon over a spiral bookshelf illusion.,,Main design shows red dragon over a spiral bookshelf illusion.,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B050/custom-dragon-optical-illusion-round-rug-3de0273603__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B050-492,chillgen.com,custom-dragon-optical-illusion-round-rug-3de0273603,15912041283953,80869690507633,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3d6f3580f742cd7175876b2474f7c6a0c13bfb0ad61e0d32ab9aaf762070e42c.jpg?v=1784375860,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:37:03+07:00,Size chart presents five round rug sizes.,,Size chart presents five round rug sizes.,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B050/custom-dragon-optical-illusion-round-rug-3de0273603__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
