evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B056-551,chillgen.com,custom-classroom-notebook-rug-5152bc0672,15912076575089,80869826003313,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/938fcf2c93e9fe6488bd5846c317b0f4534317985fbf4a710f943fbf6bf96fd5.jpg?v=1784365493,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T11:08:41+07:00,Main image shows Mrs. Olivia Adventures in Learning rug with signposts.,,Main image shows Mrs. Olivia Adventures in Learning rug with signposts.,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B056/custom-classroom-notebook-rug-5152bc0672__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B056-551,chillgen.com,custom-classroom-notebook-rug-5152bc0672,15912076575089,80869826068849,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/15aa36eac2675c5caff6088e93de7716f6ef8645660bdb25ef1a6251f500d2d2.jpg?v=1784365495,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T11:08:41+07:00,Classroom mockup shows adventure rug in learning room.,,Classroom mockup shows adventure rug in learning room.,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B056/custom-classroom-notebook-rug-5152bc0672__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B056-551,chillgen.com,custom-classroom-notebook-rug-5152bc0672,15912076575089,80869826101617,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e3b53710ace03a6c32638521e1dae5d87f152d021dd68f9c6bf2ec91f90c6610.jpg?v=1784365498,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T11:08:41+07:00,Wide playroom scene shows full rug placement.,,Wide playroom scene shows full rug placement.,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B056/custom-classroom-notebook-rug-5152bc0672__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B056-551,chillgen.com,custom-classroom-notebook-rug-5152bc0672,15912076575089,80869826134385,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/db644a53cfe7de3636df9cf4534e6607ed4035bc90f0d40f6037e3d04d756412.jpg?v=1784365500,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T11:08:41+07:00,"Feature callout highlights learning pattern, thickness and bound edges.",,"Feature callout highlights learning pattern, thickness and bound edges.",SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B056/custom-classroom-notebook-rug-5152bc0672__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B056-551,chillgen.com,custom-classroom-notebook-rug-5152bc0672,15912076575089,80869826167153,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/dbae02d98bcf9dcb8a7887745d097142fab1eac947a1dc14c32da2ad1aad157c.jpg?v=1784365505,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T11:08:41+07:00,Teacher and children sit on the rug for activity.,,Teacher and children sit on the rug for activity.,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B056/custom-classroom-notebook-rug-5152bc0672__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B056-551,chillgen.com,custom-classroom-notebook-rug-5152bc0672,15912076575089,80869826199921,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9c8e56607cdcfc4db128d1867f71654262bd9570a4ad674f3d098a90453b6bf3.jpg?v=1784365506,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T11:08:41+07:00,Backing panel shows anti slip and soft kid-friendly material.,,Backing panel shows anti slip and soft kid-friendly material.,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B056/custom-classroom-notebook-rug-5152bc0672__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B056-551,chillgen.com,custom-classroom-notebook-rug-5152bc0672,15912076575089,80869826232689,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/fc769cf5dc97c8c2f23a06e9625bb1fd7c631415298e4f8d47990cbe450309c8.jpg?v=1784365510,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T11:08:41+07:00,Clean product image shows suitcase and explore signs.,,Clean product image shows suitcase and explore signs.,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B056/custom-classroom-notebook-rug-5152bc0672__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B056-551,chillgen.com,custom-classroom-notebook-rug-5152bc0672,15912076575089,80869826265457,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/5faa26a0a861b3bceaeb10e42b7ffb43ca9d2d58134f9522e29cc7df42cdb261.jpg?v=1784365512,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T11:08:41+07:00,Group reading scene on adventure rug.,,Group reading scene on adventure rug.,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B056/custom-classroom-notebook-rug-5152bc0672__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B056-551,chillgen.com,custom-classroom-notebook-rug-5152bc0672,15912076575089,80869826298225,GALLERY_PUBLIC_CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3384e0d3f2a61ac091b864158df89401940e0f88ffbf96b9e4219d5c82180c13.jpg?v=1784365516,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T11:08:41+07:00,Close-up shows quick dry microfiber and memory foam cushion.,,Close-up shows quick dry microfiber and memory foam cushion.,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B056/custom-classroom-notebook-rug-5152bc0672__img_09.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B056-552,chillgen.com,customized-composition-notebook-classroom-rug-for-kids-94f3ffcafa,15912076673393,80869826953585,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ae1814815e3610cba72d897ad4aaf7b0f0e0974aaab80aef7de12b59080a0676.jpg?v=1784365467,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T11:08:41+07:00,Main image shows Mrs. Hannah composition book welcome rug.,,Main image shows Mrs. Hannah composition book welcome rug.,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B056/customized-composition-notebook-classroom-rug-for-kids-94f3ffcafa__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B056-552,chillgen.com,customized-composition-notebook-classroom-rug-for-kids-94f3ffcafa,15912076673393,80869827019121,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8708d7e7d5fd167dce9c4a36b6add24fe2561ae772da6c9a2bba7b375f859d25.jpg?v=1784365469,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T11:08:41+07:00,Classroom mockup shows rug in a learning area.,,Classroom mockup shows rug in a learning area.,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B056/customized-composition-notebook-classroom-rug-for-kids-94f3ffcafa__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B056-552,chillgen.com,customized-composition-notebook-classroom-rug-for-kids-94f3ffcafa,15912076673393,80869827051889,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a4af1f4c442993164ec49252c64bb82077a95296e5f0dd9f307d3c76d75e48ff.jpg?v=1784365472,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T11:08:41+07:00,Playroom scene shows full notebook rug layout.,,Playroom scene shows full notebook rug layout.,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B056/customized-composition-notebook-classroom-rug-for-kids-94f3ffcafa__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B056-552,chillgen.com,customized-composition-notebook-classroom-rug-for-kids-94f3ffcafa,15912076673393,80869827084657,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f938da8e95eb4bf1bf55bf811836046e8b903a2913815060e934f057c8854867.jpg?v=1784365475,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T11:08:41+07:00,Teacher and kids group activity image on rug.,,Teacher and kids group activity image on rug.,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B056/customized-composition-notebook-classroom-rug-for-kids-94f3ffcafa__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B056-552,chillgen.com,customized-composition-notebook-classroom-rug-for-kids-94f3ffcafa,15912076673393,80869827117425,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c344f0278fe9fe3ac1ae7ad15468571127bf87c94cdbf79a440aa4f9c84f4f3e.jpg?v=1784365478,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T11:08:41+07:00,Close-up shows quick dry microfiber and memory foam cushion.,,Close-up shows quick dry microfiber and memory foam cushion.,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B056/customized-composition-notebook-classroom-rug-for-kids-94f3ffcafa__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B056-552,chillgen.com,customized-composition-notebook-classroom-rug-for-kids-94f3ffcafa,15912076673393,80869827150193,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/33a35ac7fb1a8b399d0c94c82d3aee7fe41c1356038b8321c3e4d341021d768f.jpg?v=1784365482,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T11:08:41+07:00,Group reading scene with classroom rug.,,Group reading scene with classroom rug.,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B056/customized-composition-notebook-classroom-rug-for-kids-94f3ffcafa__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
