evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B015-141,chillgen.com,custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-102,15969440792945,81245653565809,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c3fd39c469400f60619602bfd79643db137a93d9311deaeed3391eaa92469f02.jpg?v=1786653652,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:54:29+07:00,ghost vortex Halloween rug overhead view,,ghost vortex Halloween rug overhead view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B015/custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-102__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B015-141,chillgen.com,custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-102,15969440792945,81245653598577,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8de361fbf0cb0f403a14168e12c9e62ada5507a03bcc9167a42e3c5c87099225.jpg?v=1786653652,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:54:29+07:00,size guide for ghost vortex round rug,,size guide for ghost vortex round rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B015/custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-102__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B015-141,chillgen.com,custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-102,15969440792945,81245653631345,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4c66790a31d5941af9262b3c0b16d57debd13420fb28fc86a81bd9ea339103bc.jpg?v=1786653652,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:54:29+07:00,ghost optical illusion rug near fireplace and pumpkins,,ghost optical illusion rug near fireplace and pumpkins,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B015/custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-102__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B015-141,chillgen.com,custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-102,15969440792945,81245653664113,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/56b44d1d52958a55a201bd524b21fd04fb1946214289383823c3be631815f1cf.jpg?v=1786653652,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:54:29+07:00,non-slip backing graphic for ghost vortex rug,,non-slip backing graphic for ghost vortex rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B015/custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-102__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B015-141,chillgen.com,custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-102,15969440792945,81245653696881,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/fa6c013a6acd4fdfd3d302584830c8d75124c2299675797dcb814760c46752f0.jpg?v=1786653652,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:54:29+07:00,ghost vortex rug in seasonal living room,,ghost vortex rug in seasonal living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B015/custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-102__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B015-141,chillgen.com,custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-102,15969440792945,81245653729649,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f4c85bb142825f9b3ea3100492adaf915c6f27fbd553ab6b730901775e0f6652.jpg?v=1786653652,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:54:29+07:00,nonslip detail graphic for ghost Halloween rug,,nonslip detail graphic for ghost Halloween rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B015/custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-102__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B015-141,chillgen.com,custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-102,15969440792945,81245653762417,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c6e57c39a9b5d3248fd078ac5051aad3caab84fed2ffb914ca4f1c51a001c4a2.jpg?v=1786653652,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:54:29+07:00,ghost vortex rug under dining table,,ghost vortex rug under dining table,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B015/custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-102__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B015-141,chillgen.com,custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-102,15969440792945,81245653795185,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c19a077ab5ec01502da6b0596a164e3b69f65ecab951175ae9feacd578cb1230.jpg?v=1786653652,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:54:29+07:00,child sitting near ghost optical illusion rug,,child sitting near ghost optical illusion rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B015/custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-102__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B015-142,chillgen.com,custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-103,15969440924017,81245657563505,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3e66c1b29a413ef93a90baebbf7da3ab1388e8e9cd9b85638abac4fe5b4e91cb.jpg?v=1786653664,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:54:29+07:00,raven autumn Halloween rug overhead view,,raven autumn Halloween rug overhead view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B015/custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-103__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B015-142,chillgen.com,custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-103,15969440924017,81245657596273,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/db2192f6f497bf4a409cd3f5bc683ac0df27a7b9ac4edac361d008323085d764.jpg?v=1786653664,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:54:29+07:00,size guide for raven fall round rug,,size guide for raven fall round rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B015/custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-103__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B015-142,chillgen.com,custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-103,15969440924017,81245657629041,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/003573865fbdff97e02bbc9ed65c8fb7f4c4d09c96f57cc996041e932763fb63.jpg?v=1786653664,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:54:29+07:00,raven rug near fireplace and pumpkins,,raven rug near fireplace and pumpkins,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B015/custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-103__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
