evidence_id,product_url,reviewed_at,sources_accessed,current_H1,current_meta_title,short_source_excerpt,verified_product_facts,gallery_image_count,images_viewed_count,image_audit_references,SERP_evidence_references,buyer_research_references,factual_conflicts,processing_status,confidence_and_reason,fact_to_source_map,proposed_field_to_fact_map
B040-391,https://chillgen.com/products/celtic-tree-of-life-welcome-mat-5798e850b0,2026-09-07T04:46:29+07:00,https://chillgen.com/products/celtic-tree-of-life-welcome-mat-5798e850b0; evidence/products/B040_products.json; seo_runs/chillgen.com/chillgen_20260907_01/evidence/products/B040_pages/celtic-tree-of-life-welcome-mat-5798e850b0.html; https://www.etsy.com/market/celtic_tree_of_life_rug; https://www.etsy.com/market/tree_of_life_rug; https://www.amazon.com/s?k=celtic+tree+of+life+rug; https://www.amazon.com/s?k=tree+of+life+welcome+mat; https://www.walmart.com/c/kp/tree-of-life-rug; https://www.zazzle.com/tree+of+life+doormats; https://chillgen.com/,Custom Celtic Tree of Life Rug with Text and Memory Foam for Living Room,Custom Celtic Tree of Life Rug with Memory Foam Comfort,"This premium indoor floor mat features a beautifully crafted Celtic Tree of Life design, bringing a touch of Viking style to your living space. Designed to offer both warmth and comfort, it helps soothe tired feet and shields your toes from cold floors. The low-profile pile allows it to fit easily under furniture, making it a functional and stylish addition to your home decor. Product Highlights Features a striking Yggdrasil Celtic Tree of Life pattern for a unique, modern look. Constructed with a soft surface layer and a high-density memory foam cushion to relieve foot pressure. Equipped with","rectangular rug with green Celtic border, circular orange sunset center, spreading tree roots and branches, Celtic knot and symbol panels, living room and patio mockups, size chart, microfiber memory foam surface and anti-slip backing panels; HTTP 200; canonical=https://chillgen.com/products/celtic-tree-of-life-welcome-mat-5798e850b0; product type=Rug; variants=4; images=8.",8,8,B040-391-IMG01; B040-391-IMG02; B040-391-IMG03; B040-391-IMG04; B040-391-IMG05; B040-391-IMG06; B040-391-IMG07; B040-391-IMG08,https://www.etsy.com/market/celtic_tree_of_life_rug; https://www.etsy.com/market/tree_of_life_rug; https://www.amazon.com/s?k=celtic+tree+of+life+rug; https://www.amazon.com/s?k=tree+of+life+welcome+mat; https://www.walmart.com/c/kp/tree-of-life-rug; https://www.zazzle.com/tree+of+life+doormats; https://chillgen.com/,B040-391-BR01,None observed in public data; admin values unknown.,DRAFTED,"MEDIUM: rendered page, product JSON, and images verified; keyword demand has SERP-only evidence and no volume data.",product facts=B040_products.json and B040_pages HTML; visuals=B040 local images/contact sheets; keyword context=SERP references.,motif and visible product context to title/meta/alt; care/backing/material only where page/image evidence supports.
B040-392,https://chillgen.com/products/tree-of-life-celtic-indoor-rug-89f894eb42,2026-09-07T04:46:29+07:00,https://chillgen.com/products/tree-of-life-celtic-indoor-rug-89f894eb42; evidence/products/B040_products.json; seo_runs/chillgen.com/chillgen_20260907_01/evidence/products/B040_pages/tree-of-life-celtic-indoor-rug-89f894eb42.html; https://www.etsy.com/market/celtic_tree_of_life_rug; https://www.etsy.com/market/tree_of_life_rug; https://www.amazon.com/s?k=celtic+tree+of+life+rug; https://www.amazon.com/s?k=tree+of+life+welcome+mat; https://www.walmart.com/c/kp/tree-of-life-rug; https://www.zazzle.com/tree+of+life+doormats; https://chillgen.com/,Personalized Tree of Life Floor Mat with Text and Non Slip Backing for Home,Personalized Tree of Life Floor Mat with Custom Text,"Bring timeless symbolic art into your home with this beautiful Celtic tree of life area rug. Featuring a striking Yggdrasil pattern, this indoor mat adds a touch of classic mythology while providing a warm and inviting layer to your floors. It is designed to offer a comfortable, cushioned feel underfoot, making it a perfect functional accent piece for various rooms in your household. Product Highlights Features a premium heat dye sublimation print of the Celtic Tree of Life for long-lasting color vibrancy. Offers a customizable design available in multiple sizes to perfectly fit your unique li","vivid abstract rug with flowing Tree of Life trunk, red orange yellow and blue leaves, deep navy and turquoise background, room mockups, size chart, microfiber memory foam detail, stain/fade resistance and anti-slip backing panel; HTTP 200; canonical=https://chillgen.com/products/tree-of-life-celtic-indoor-rug-89f894eb42; product type=Rug; variants=4; images=8.",8,8,B040-392-IMG01; B040-392-IMG02; B040-392-IMG03; B040-392-IMG04; B040-392-IMG05; B040-392-IMG06; B040-392-IMG07; B040-392-IMG08,https://www.etsy.com/market/celtic_tree_of_life_rug; https://www.etsy.com/market/tree_of_life_rug; https://www.amazon.com/s?k=celtic+tree+of+life+rug; https://www.amazon.com/s?k=tree+of+life+welcome+mat; https://www.walmart.com/c/kp/tree-of-life-rug; https://www.zazzle.com/tree+of+life+doormats; https://chillgen.com/,B040-392-BR01,None observed in public data; admin values unknown.,DRAFTED,"MEDIUM: rendered page, product JSON, and images verified; keyword demand has SERP-only evidence and no volume data.",product facts=B040_products.json and B040_pages HTML; visuals=B040 local images/contact sheets; keyword context=SERP references.,motif and visible product context to title/meta/alt; care/backing/material only where page/image evidence supports.
B040-393,https://chillgen.com/products/custom-tree-of-life-welcome-mat-1cdb86df37-1cdb86df37,2026-09-07T04:46:29+07:00,https://chillgen.com/products/custom-tree-of-life-welcome-mat-1cdb86df37-1cdb86df37; evidence/products/B040_products.json; seo_runs/chillgen.com/chillgen_20260907_01/evidence/products/B040_pages/custom-tree-of-life-welcome-mat-1cdb86df37-1cdb86df37.html; https://www.etsy.com/market/celtic_tree_of_life_rug; https://www.etsy.com/market/tree_of_life_rug; https://www.amazon.com/s?k=celtic+tree+of+life+rug; https://www.amazon.com/s?k=tree+of+life+welcome+mat; https://www.walmart.com/c/kp/tree-of-life-rug; https://www.zazzle.com/tree+of+life+doormats; https://chillgen.com/,Custom Yggdrasil Welcome Mat with Optional Text for Entryway and Living Room,Custom Yggdrasil Welcome Mat with Text for Entryway,"This soft area rug features a beautifully detailed Tree of Life design, inspired by Celtic and Viking Yggdrasil heritage. It offers a warm, plush surface that brings a comfortable feeling to the touch, shielding toes from cold floors while enhancing your indoor space. Ideal for daily home use, it blends artistic tradition with functional comfort to elevate any interior setting. Product Highlights Features a detailed Celtic Yggdrasil Tree of Life design for a modern indoor look Supports custom options to select preferred sizes easily Thick, soft microfiber surface offers a comfortable, cloud-li","stained-glass style Tree of Life rug with mountain and sunset landscape, exposed roots, colorful green blue yellow and purple panels, circular border, room mockups, size chart, microfiber memory foam detail and anti-slip backing; HTTP 200; canonical=https://chillgen.com/products/custom-tree-of-life-welcome-mat-1cdb86df37-1cdb86df37; product type=Rug; variants=4; images=8.",8,8,B040-393-IMG01; B040-393-IMG02; B040-393-IMG03; B040-393-IMG04; B040-393-IMG05; B040-393-IMG06; B040-393-IMG07; B040-393-IMG08,https://www.etsy.com/market/celtic_tree_of_life_rug; https://www.etsy.com/market/tree_of_life_rug; https://www.amazon.com/s?k=celtic+tree+of+life+rug; https://www.amazon.com/s?k=tree+of+life+welcome+mat; https://www.walmart.com/c/kp/tree-of-life-rug; https://www.zazzle.com/tree+of+life+doormats; https://chillgen.com/,B040-393-BR01,None observed in public data; admin values unknown.,DRAFTED,"MEDIUM: rendered page, product JSON, and images verified; keyword demand has SERP-only evidence and no volume data.",product facts=B040_products.json and B040_pages HTML; visuals=B040 local images/contact sheets; keyword context=SERP references.,motif and visible product context to title/meta/alt; care/backing/material only where page/image evidence supports.
B040-394,https://chillgen.com/products/tree-of-life-celtic-area-rug-d16ac94729,2026-09-07T04:46:29+07:00,https://chillgen.com/products/tree-of-life-celtic-area-rug-d16ac94729; evidence/products/B040_products.json; seo_runs/chillgen.com/chillgen_20260907_01/evidence/products/B040_pages/tree-of-life-celtic-area-rug-d16ac94729.html; https://www.etsy.com/market/celtic_tree_of_life_rug; https://www.etsy.com/market/tree_of_life_rug; https://www.amazon.com/s?k=celtic+tree+of+life+rug; https://www.amazon.com/s?k=tree+of+life+welcome+mat; https://www.walmart.com/c/kp/tree-of-life-rug; https://www.zazzle.com/tree+of+life+doormats; https://chillgen.com/,Personalized Family Name Tree of Life Doormat with Monogram for Front Door,Personalized Family Name Tree of Life Doormat Design,"This soft area rug features a beautifully detailed Tree of Life and Celtic design, bringing a touch of nature and heritage to your home. Crafted with a premium thick and absorbent material, it provides a plush, comfortable feel underfoot. Perfect for adding warmth and style to modern indoor environments, this floor mat serves as both a functional accent and an artistic statement piece. Product Highlights Stunning Tree of Life and Celtic-inspired design with vibrant, long-lasting colors Constructed from a premium soft and thick microfiber material for a cloud-like touch Features a comfortable h","earthy Tree of Life area rug with golden Celtic knot roots forming a circle, large tree canopy, rocky landscape, dark green and brown palette, room mockups, size chart, microfiber surface and anti-slip backing panels; HTTP 200; canonical=https://chillgen.com/products/tree-of-life-celtic-area-rug-d16ac94729; product type=Rug; variants=4; images=8.",8,8,B040-394-IMG01; B040-394-IMG02; B040-394-IMG03; B040-394-IMG04; B040-394-IMG05; B040-394-IMG06; B040-394-IMG07; B040-394-IMG08,https://www.etsy.com/market/celtic_tree_of_life_rug; https://www.etsy.com/market/tree_of_life_rug; https://www.amazon.com/s?k=celtic+tree+of+life+rug; https://www.amazon.com/s?k=tree+of+life+welcome+mat; https://www.walmart.com/c/kp/tree-of-life-rug; https://www.zazzle.com/tree+of+life+doormats; https://chillgen.com/,B040-394-BR01,None observed in public data; admin values unknown.,DRAFTED,"MEDIUM: rendered page, product JSON, and images verified; keyword demand has SERP-only evidence and no volume data.",product facts=B040_products.json and B040_pages HTML; visuals=B040 local images/contact sheets; keyword context=SERP references.,motif and visible product context to title/meta/alt; care/backing/material only where page/image evidence supports.
B040-395,https://chillgen.com/products/custom-tree-of-life-celtic-doormat-e8451c7e99-e8451c7e99,2026-09-07T04:46:29+07:00,https://chillgen.com/products/custom-tree-of-life-celtic-doormat-e8451c7e99-e8451c7e99; evidence/products/B040_products.json; seo_runs/chillgen.com/chillgen_20260907_01/evidence/products/B040_pages/custom-tree-of-life-celtic-doormat-e8451c7e99-e8451c7e99.html; https://www.etsy.com/market/celtic_tree_of_life_rug; https://www.etsy.com/market/tree_of_life_rug; https://www.amazon.com/s?k=celtic+tree+of+life+rug; https://www.amazon.com/s?k=tree+of+life+welcome+mat; https://www.walmart.com/c/kp/tree-of-life-rug; https://www.zazzle.com/tree+of+life+doormats; https://chillgen.com/,Custom Celtic Tree Rug with Optional Text and Memory Foam for Bedroom Decor,Custom Celtic Tree Rug with Optional Text for Bedroom,"This premium indoor floor mat features a beautifully printed Celtic Tree of Life design, also known as Yggdrasil, adding a classic yet modern touch to your home decor. Crafted with a soft top layer and a supportive cushioned core, it provides a comfortable, plush surface that helps soothe tired feet and ease pressure. Designed for daily indoor use, this durable carpet blends spiritual symbolism with practical home comfort. Product Highlights Vibrant Celtic Tree of Life and Yggdrasil theme designed to complement modern indoor spaces. Supports custom personalized sizing options to fit your speci","green glowing Celtic tree rug with bright emerald knot border, central Tree of Life, mountain landscape, yellow sun glow, room mockups, size chart, microfiber memory foam detail, stain/fade resistance and anti-slip backing; HTTP 200; canonical=https://chillgen.com/products/custom-tree-of-life-celtic-doormat-e8451c7e99-e8451c7e99; product type=Rug; variants=4; images=8.",8,8,B040-395-IMG01; B040-395-IMG02; B040-395-IMG03; B040-395-IMG04; B040-395-IMG05; B040-395-IMG06; B040-395-IMG07; B040-395-IMG08,https://www.etsy.com/market/celtic_tree_of_life_rug; https://www.etsy.com/market/tree_of_life_rug; https://www.amazon.com/s?k=celtic+tree+of+life+rug; https://www.amazon.com/s?k=tree+of+life+welcome+mat; https://www.walmart.com/c/kp/tree-of-life-rug; https://www.zazzle.com/tree+of+life+doormats; https://chillgen.com/,B040-395-BR01,None observed in public data; admin values unknown.,DRAFTED,"MEDIUM: rendered page, product JSON, and images verified; keyword demand has SERP-only evidence and no volume data.",product facts=B040_products.json and B040_pages HTML; visuals=B040 local images/contact sheets; keyword context=SERP references.,motif and visible product context to title/meta/alt; care/backing/material only where page/image evidence supports.
B040-396,https://chillgen.com/products/custom-tree-of-life-welcome-mat-22c37718e3-22c37718e3,2026-09-07T04:46:29+07:00,https://chillgen.com/products/custom-tree-of-life-welcome-mat-22c37718e3-22c37718e3; evidence/products/B040_products.json; seo_runs/chillgen.com/chillgen_20260907_01/evidence/products/B040_pages/custom-tree-of-life-welcome-mat-22c37718e3-22c37718e3.html; https://www.etsy.com/market/celtic_tree_of_life_rug; https://www.etsy.com/market/tree_of_life_rug; https://www.amazon.com/s?k=celtic+tree+of+life+rug; https://www.amazon.com/s?k=tree+of+life+welcome+mat; https://www.walmart.com/c/kp/tree-of-life-rug; https://www.zazzle.com/tree+of+life+doormats; https://chillgen.com/,Personalized Tree of Life Area Rug with Text and Non Slip Backing for Home,Personalized Tree of Life Area Rug with Custom Text,"This soft indoor area rug features a beautifully detailed Tree of Life design, bringing a touch of nature and symbolic meaning to your home. Designed to soothe tired feet, it provides a warm and comfortable barrier against cold floors. The low-profile structure ensures it fits neatly under household furniture while enhancing your interior space. Product Highlights Viking and Celtic inspired Yggdrasil Tree of Life pattern. Supports custom sizing options for a personalized fit. Constructed with a soft, cushioning memory foam interlayer to relieve foot pressure. Equipped with a non-slip backing f","black and white Tree of Life rug with intricate line-art tree canopy, exposed roots, mountain hills and decorative swirl border, room mockups, size chart, microfiber memory foam detail and anti-slip backing panel; HTTP 200; canonical=https://chillgen.com/products/custom-tree-of-life-welcome-mat-22c37718e3-22c37718e3; product type=Rug; variants=4; images=8.",8,8,B040-396-IMG01; B040-396-IMG02; B040-396-IMG03; B040-396-IMG04; B040-396-IMG05; B040-396-IMG06; B040-396-IMG07; B040-396-IMG08,https://www.etsy.com/market/celtic_tree_of_life_rug; https://www.etsy.com/market/tree_of_life_rug; https://www.amazon.com/s?k=celtic+tree+of+life+rug; https://www.amazon.com/s?k=tree+of+life+welcome+mat; https://www.walmart.com/c/kp/tree-of-life-rug; https://www.zazzle.com/tree+of+life+doormats; https://chillgen.com/,B040-396-BR01,None observed in public data; admin values unknown.,DRAFTED,"MEDIUM: rendered page, product JSON, and images verified; keyword demand has SERP-only evidence and no volume data.",product facts=B040_products.json and B040_pages HTML; visuals=B040 local images/contact sheets; keyword context=SERP references.,motif and visible product context to title/meta/alt; care/backing/material only where page/image evidence supports.
B040-397,https://chillgen.com/products/tree-of-life-celtic-indoor-rug-e74720f30a,2026-09-07T04:46:29+07:00,https://chillgen.com/products/tree-of-life-celtic-indoor-rug-e74720f30a; evidence/products/B040_products.json; seo_runs/chillgen.com/chillgen_20260907_01/evidence/products/B040_pages/tree-of-life-celtic-indoor-rug-e74720f30a.html; https://www.etsy.com/market/celtic_tree_of_life_rug; https://www.etsy.com/market/tree_of_life_rug; https://www.amazon.com/s?k=celtic+tree+of+life+rug; https://www.amazon.com/s?k=tree+of+life+welcome+mat; https://www.walmart.com/c/kp/tree-of-life-rug; https://www.zazzle.com/tree+of+life+doormats; https://chillgen.com/,Custom Yggdrasil Tree of Life Mat with Text and Low Pile for Living Room,Custom Yggdrasil Tree of Life Mat with Text Design,"This soft indoor area rug features a beautifully detailed Tree of Life and Celtic Yggdrasil design, bringing a touch of modern style and mythic heritage to your living spaces. Crafted with a premium memory foam cushion, it helps soothe tired feet and shields toes from cold floors. The low-profile construction allows it to fit easily under furniture, making it both a practical and decorative addition to your home. Product Highlights Features a striking Celtic Tree of Life and Yggdrasil pattern for home decor. Provides customized size options to fit various rooms and spaces. Constructed with a s","teal and gold Tree of Life rug with rolling green mountains, golden trunk and roots, Celtic knot border and decorative corner pattern, room mockups, size chart, microfiber memory foam detail and anti-slip backing panel; HTTP 200; canonical=https://chillgen.com/products/tree-of-life-celtic-indoor-rug-e74720f30a; product type=Rug; variants=4; images=8.",8,8,B040-397-IMG01; B040-397-IMG02; B040-397-IMG03; B040-397-IMG04; B040-397-IMG05; B040-397-IMG06; B040-397-IMG07; B040-397-IMG08,https://www.etsy.com/market/celtic_tree_of_life_rug; https://www.etsy.com/market/tree_of_life_rug; https://www.amazon.com/s?k=celtic+tree+of+life+rug; https://www.amazon.com/s?k=tree+of+life+welcome+mat; https://www.walmart.com/c/kp/tree-of-life-rug; https://www.zazzle.com/tree+of+life+doormats; https://chillgen.com/,B040-397-BR01,None observed in public data; admin values unknown.,DRAFTED,"MEDIUM: rendered page, product JSON, and images verified; keyword demand has SERP-only evidence and no volume data.",product facts=B040_products.json and B040_pages HTML; visuals=B040 local images/contact sheets; keyword context=SERP references.,motif and visible product context to title/meta/alt; care/backing/material only where page/image evidence supports.
B040-398,https://chillgen.com/products/custom-celtic-tree-of-life-welcome-mat-1e4bffd67c,2026-09-07T04:46:29+07:00,https://chillgen.com/products/custom-celtic-tree-of-life-welcome-mat-1e4bffd67c; evidence/products/B040_products.json; seo_runs/chillgen.com/chillgen_20260907_01/evidence/products/B040_pages/custom-celtic-tree-of-life-welcome-mat-1e4bffd67c.html; https://www.etsy.com/market/celtic_tree_of_life_rug; https://www.etsy.com/market/tree_of_life_rug; https://www.amazon.com/s?k=celtic+tree+of+life+rug; https://www.amazon.com/s?k=tree+of+life+welcome+mat; https://www.walmart.com/c/kp/tree-of-life-rug; https://www.zazzle.com/tree+of+life+doormats; https://chillgen.com/,Personalized Celtic Tree of Life Welcome Mat with Text for Home Entryway,Personalized Celtic Tree of Life Welcome Mat Design,"This premium indoor accent carpet features a beautifully printed Yggdrasil Celtic Tree of Life pattern, blending modern style with timeless mythology. Crafted with a soft top layer and an integrated sponge interlayer, it provides a plush, comfortable surface that helps soothe tired feet and shields toes from cold floors. It is designed to enhance your interior decor while offering reliable daily functionality. Product Highlights Vibrant Yggdrasil Celtic Tree of Life printed pattern with heat dye sublimation for long-lasting color. Supports custom sizing to easily match your specific home decor","sepia beige Tree of Life rug with large circular Celtic knot border, exposed roots, neutral background scroll patterns, room mockups, size chart, microfiber memory foam detail, stain/fade resistance and anti-slip backing panel; HTTP 200; canonical=https://chillgen.com/products/custom-celtic-tree-of-life-welcome-mat-1e4bffd67c; product type=Rug; variants=4; images=8.",8,8,B040-398-IMG01; B040-398-IMG02; B040-398-IMG03; B040-398-IMG04; B040-398-IMG05; B040-398-IMG06; B040-398-IMG07; B040-398-IMG08,https://www.etsy.com/market/celtic_tree_of_life_rug; https://www.etsy.com/market/tree_of_life_rug; https://www.amazon.com/s?k=celtic+tree+of+life+rug; https://www.amazon.com/s?k=tree+of+life+welcome+mat; https://www.walmart.com/c/kp/tree-of-life-rug; https://www.zazzle.com/tree+of+life+doormats; https://chillgen.com/,B040-398-BR01,None observed in public data; admin values unknown.,DRAFTED,"MEDIUM: rendered page, product JSON, and images verified; keyword demand has SERP-only evidence and no volume data.",product facts=B040_products.json and B040_pages HTML; visuals=B040 local images/contact sheets; keyword context=SERP references.,motif and visible product context to title/meta/alt; care/backing/material only where page/image evidence supports.
B040-399,https://chillgen.com/products/custom-tree-of-life-welcome-mat-celtic-design-7a9bd2508d-7a9bd2508d,2026-09-07T04:46:29+07:00,https://chillgen.com/products/custom-tree-of-life-welcome-mat-celtic-design-7a9bd2508d-7a9bd2508d; evidence/products/B040_products.json; seo_runs/chillgen.com/chillgen_20260907_01/evidence/products/B040_pages/custom-tree-of-life-welcome-mat-celtic-design-7a9bd2508d-7a9bd2508d.html; https://www.etsy.com/market/celtic_tree_of_life_rug; https://www.etsy.com/market/tree_of_life_rug; https://www.amazon.com/s?k=celtic+tree+of+life+rug; https://www.amazon.com/s?k=tree+of+life+welcome+mat; https://www.walmart.com/c/kp/tree-of-life-rug; https://www.zazzle.com/tree+of+life+doormats; https://chillgen.com/,Custom Yggdrasil Celtic Area Rug with Text and Non Slip Backing for Bedroom,Custom Yggdrasil Celtic Area Rug with Text for Bedroom,"Enhance your living space with this beautiful floor accent featuring a symbolic Celtic Tree of Life design. Designed to bring warmth and comfort to your home, this soft indoor rug showcases vibrant, long-lasting colors through advanced print technology. It serves as both a practical floor protector and a striking decorative piece for any modern interior. Product Highlights Features an elegant Yggdrasil Celtic Tree of Life pattern for a unique, symbolic look. Supports personalized size customization to perfectly fit your specific indoor space. Constructed with a soft, high-density memory foam c","ornate Celtic Tree of Life rug with green gemstone-like accents, circular knot frame, corner Celtic symbols, mountain and forest scene, room mockups, size chart, microfiber detail and anti-slip backing panel; HTTP 200; canonical=https://chillgen.com/products/custom-tree-of-life-welcome-mat-celtic-design-7a9bd2508d-7a9bd2508d; product type=Rug; variants=4; images=8.",8,8,B040-399-IMG01; B040-399-IMG02; B040-399-IMG03; B040-399-IMG04; B040-399-IMG05; B040-399-IMG06; B040-399-IMG07; B040-399-IMG08,https://www.etsy.com/market/celtic_tree_of_life_rug; https://www.etsy.com/market/tree_of_life_rug; https://www.amazon.com/s?k=celtic+tree+of+life+rug; https://www.amazon.com/s?k=tree+of+life+welcome+mat; https://www.walmart.com/c/kp/tree-of-life-rug; https://www.zazzle.com/tree+of+life+doormats; https://chillgen.com/,B040-399-BR01,None observed in public data; admin values unknown.,DRAFTED,"MEDIUM: rendered page, product JSON, and images verified; keyword demand has SERP-only evidence and no volume data.",product facts=B040_products.json and B040_pages HTML; visuals=B040 local images/contact sheets; keyword context=SERP references.,motif and visible product context to title/meta/alt; care/backing/material only where page/image evidence supports.
B040-400,https://chillgen.com/products/custom-tree-of-life-celtic-doormat-eaeb60bb6c-eaeb60bb6c,2026-09-07T04:46:29+07:00,https://chillgen.com/products/custom-tree-of-life-celtic-doormat-eaeb60bb6c-eaeb60bb6c; evidence/products/B040_products.json; seo_runs/chillgen.com/chillgen_20260907_01/evidence/products/B040_pages/custom-tree-of-life-celtic-doormat-eaeb60bb6c-eaeb60bb6c.html; https://www.etsy.com/market/celtic_tree_of_life_rug; https://www.etsy.com/market/tree_of_life_rug; https://www.amazon.com/s?k=celtic+tree+of+life+rug; https://www.amazon.com/s?k=tree+of+life+welcome+mat; https://www.walmart.com/c/kp/tree-of-life-rug; https://www.zazzle.com/tree+of+life+doormats; https://chillgen.com/,Personalized Tree of Life Area Rug with Text and Memory Foam for Living Room,Personalized Tree of Life Area Rug with Memory Foam,"This premium indoor area rug features a beautifully detailed Tree of Life design, inspired by Celtic and Viking Yggdrasil traditions. Crafted to bring both style and comfort into your home, this soft floor mat provides a plush, welcoming surface underfoot. It is designed to seamlessly blend with modern decor while offering a warm and inviting feel to any indoor living space. Product Highlights Features a highly detailed Yggdrasil Celtic Tree of Life pattern with vibrant colors. Constructed with a soft, cushioning memory foam sponge interlayer to relieve foot pressure. Designed with a low-profi","bright mosaic Tree of Life rug with curved trunk, red orange pink leaves, yellow sky and blue rainbow hill bands, stained-glass tile look, room mockups, size chart, microfiber memory foam detail and anti-slip backing panel; HTTP 200; canonical=https://chillgen.com/products/custom-tree-of-life-celtic-doormat-eaeb60bb6c-eaeb60bb6c; product type=Rug; variants=4; images=8.",8,8,B040-400-IMG01; B040-400-IMG02; B040-400-IMG03; B040-400-IMG04; B040-400-IMG05; B040-400-IMG06; B040-400-IMG07; B040-400-IMG08,https://www.etsy.com/market/celtic_tree_of_life_rug; https://www.etsy.com/market/tree_of_life_rug; https://www.amazon.com/s?k=celtic+tree+of+life+rug; https://www.amazon.com/s?k=tree+of+life+welcome+mat; https://www.walmart.com/c/kp/tree-of-life-rug; https://www.zazzle.com/tree+of+life+doormats; https://chillgen.com/,B040-400-BR01,None observed in public data; admin values unknown.,DRAFTED,"MEDIUM: rendered page, product JSON, and images verified; keyword demand has SERP-only evidence and no volume data.",product facts=B040_products.json and B040_pages HTML; visuals=B040 local images/contact sheets; keyword context=SERP references.,motif and visible product context to title/meta/alt; care/backing/material only where page/image evidence supports.
