evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B013-121,chillgen.com,wheel-of-feelings-and-emotions-round-rug-educational-men-design-100,15969348911473,81244766372209,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e7b56b41d6300f008bb780a675eb7110e5bee629cc1dedee5a7eb90ccb774d83.jpg?v=1786648298,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:45:15+07:00,round learn shapes rug in classroom play area,,round learn shapes rug in classroom play area,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B013/wheel-of-feelings-and-emotions-round-rug-educational-men-design-100__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B013-121,chillgen.com,wheel-of-feelings-and-emotions-round-rug-educational-men-design-100,15969348911473,81244766404977,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/42a22cc3d7a1a4932f8afdfc43bbbfa3200e70f5edd9e8ee0c378d0777db710d.jpg?v=1786648298,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:45:15+07:00,size guide for learn shapes round rug,,size guide for learn shapes round rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B013/wheel-of-feelings-and-emotions-round-rug-educational-men-design-100__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B013-121,chillgen.com,wheel-of-feelings-and-emotions-round-rug-educational-men-design-100,15969348911473,81244766437745,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/850f7aa470a3bf183739e6ee083c392d8c98b962ca9fa42724a46e5154d4bb07.jpg?v=1786648298,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:45:15+07:00,child reading on bright shape learning rug,,child reading on bright shape learning rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B013/wheel-of-feelings-and-emotions-round-rug-educational-men-design-100__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B013-121,chillgen.com,wheel-of-feelings-and-emotions-round-rug-educational-men-design-100,15969348911473,81244766470513,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/fc998819f9b4ead17b58dd293fa814fe30897454a009324169d6a187b1813b80.jpg?v=1786648298,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:45:15+07:00,teacher group activity on shapes classroom rug,,teacher group activity on shapes classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B013/wheel-of-feelings-and-emotions-round-rug-educational-men-design-100__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B013-121,chillgen.com,wheel-of-feelings-and-emotions-round-rug-educational-men-design-100,15969348911473,81244766503281,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/791e0f92054dde897312e77ca2744f8e62ad97665394eb96bc523423711cb4cf.jpg?v=1786648298,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:45:15+07:00,baby on round learn shapes rug with backing callout,,baby on round learn shapes rug with backing callout,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B013/wheel-of-feelings-and-emotions-round-rug-educational-men-design-100__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B013-121,chillgen.com,wheel-of-feelings-and-emotions-round-rug-educational-men-design-100,15969348911473,81244766536049,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/beebdd419784df600f5b4010539d7eb005c9339ae159bbae43fe78ea4bca0cb4.jpg?v=1786648298,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:45:15+07:00,attractive design and reinforced edging graphic for shape rug,,attractive design and reinforced edging graphic for shape rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B013/wheel-of-feelings-and-emotions-round-rug-educational-men-design-100__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B013-121,chillgen.com,wheel-of-feelings-and-emotions-round-rug-educational-men-design-100,15969348911473,81244766568817,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/76c4f328d5f6012142911198b63f3ce771798de2396dfa5e4f1ee146ad7073f0.jpg?v=1786648298,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:45:15+07:00,superior quality non-slip TPR bottom graphic for shapes rug,,superior quality non-slip TPR bottom graphic for shapes rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B013/wheel-of-feelings-and-emotions-round-rug-educational-men-design-100__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B013-122,chillgen.com,wheel-of-feelings-and-emotions-round-rug-educational-men-design-101,15969349435761,81244772663665,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/209dd6c720597f49ee633fb09863a7efd8009da72c87953c2230d45ee0b6bcb6.jpg?v=1786648311,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:45:15+07:00,emoji feelings wheel rug in classroom play area,,emoji feelings wheel rug in classroom play area,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B013/wheel-of-feelings-and-emotions-round-rug-educational-men-design-101__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B013-122,chillgen.com,wheel-of-feelings-and-emotions-round-rug-educational-men-design-101,15969349435761,81244772696433,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/535016274c1ee175303bc227f36d65e9b62cda8fd22565b1e07d37ceae7c8c89.jpg?v=1786648311,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:45:15+07:00,size guide for emoji feelings wheel rug,,size guide for emoji feelings wheel rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B013/wheel-of-feelings-and-emotions-round-rug-educational-men-design-101__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B013-122,chillgen.com,wheel-of-feelings-and-emotions-round-rug-educational-men-design-101,15969349435761,81244772729201,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c75457181a976d6037d9dbce872bbf6e8832926cfb018e5ccd403048ba23a4b3.jpg?v=1786648311,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:45:15+07:00,child reading on emotion face classroom rug,,child reading on emotion face classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B013/wheel-of-feelings-and-emotions-round-rug-educational-men-design-101__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B013-122,chillgen.com,wheel-of-feelings-and-emotions-round-rug-educational-men-design-101,15969349435761,81244772761969,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d27714a4e0c796464b097b3ab211b8bc0c6c4ec23553670bd599abb1820c29af.jpg?v=1786648311,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:45:15+07:00,teacher group activity on feelings wheel rug,,teacher group activity on feelings wheel rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B013/wheel-of-feelings-and-emotions-round-rug-educational-men-design-101__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
