evidence_id,product_url,reviewed_at,sources_accessed,current_H1,current_meta_title,short_source_excerpt,verified_product_facts,gallery_image_count,images_viewed_count,image_audit_references,SERP_evidence_references,buyer_research_references,factual_conflicts,processing_status,confidence_and_reason,fact_to_source_map,proposed_field_to_fact_map
B052-511,https://chillgen.com/products/custom-japanese-koi-fish-shaped-area-rug-940fcac253,2026-09-07T10:49:26+07:00,"https://chillgen.com/products/custom-japanese-koi-fish-shaped-area-rug-940fcac253; evidence/products/B052_products.json; seo_runs/chillgen.com/chillgen_20260907_01/evidence/products/B052_pages/custom-japanese-koi-fish-shaped-area-rug-940fcac253.html; Marketplace scan: koi rugs are commonly positioned with koi pond, Japanese garden, lotus, lily pad, irregular shape and meditation room language.; Marketplace scan: classroom mats are searched with personalized teacher name, classroom door, composition notebook, back to school and grade-level welcome wording.; Marketplace scan: chibi and subject-specific teacher mats use cute school icons, music, speech therapy and colorful classroom decor modifiers.",Personalized Japanese Koi Pond Rug with Non Slip Backing for Bedroom,Personalized Japanese Koi Pond Rug with Non Slip Backing,"Bring the peaceful essence of a Japanese koi pond into your home with this unique shaped area rug. Featuring realistic 3D optical illusion artwork of koi fish, lotus leaves, stones, and water details, this decorative floor mat creates a serene atmosphere. Perfect for creating a calm zen style in your favorite indoor spaces, it offers both comfort and striking nature-inspired visual appeal. Product Highlights Vivid 3D koi pond design with realistic water, lotus leaves, and stones Personalized and custom shape options to suit your home decor needs Comfortable touch with a soft suede-like upper l","round pond design with dark teal water, several orange koi fish and dense green lily pad border; HTTP 200; canonical=https://chillgen.com/products/custom-japanese-koi-fish-shaped-area-rug-940fcac253; product type=Rug; variants=6; images=7.",7,7,B052-511-IMG01; B052-511-IMG02; B052-511-IMG03; B052-511-IMG04; B052-511-IMG05; B052-511-IMG06; B052-511-IMG07,"Marketplace scan: koi rugs are commonly positioned with koi pond, Japanese garden, lotus, lily pad, irregular shape and meditation room language.; Marketplace scan: classroom mats are searched with personalized teacher name, classroom door, composition notebook, back to school and grade-level welcome wording.; Marketplace scan: chibi and subject-specific teacher mats use cute school icons, music, speech therapy and colorful classroom decor modifiers.",B052-511-BR01,None observed in public data; admin values unknown.,DRAFTED,"MEDIUM: rendered page, product JSON, and images verified; keyword demand has SERP-only evidence and no volume data.",product facts=B052_products.json and B052_pages HTML; visuals=B052 local images/contact sheets; keyword context=SERP references.,motif and visible product context to title/meta/alt; care/backing/material only where page/image evidence supports.
B052-512,https://chillgen.com/products/custom-japanese-koi-fish-shaped-area-rug-925e5d0767,2026-09-07T10:49:26+07:00,"https://chillgen.com/products/custom-japanese-koi-fish-shaped-area-rug-925e5d0767; evidence/products/B052_products.json; seo_runs/chillgen.com/chillgen_20260907_01/evidence/products/B052_pages/custom-japanese-koi-fish-shaped-area-rug-925e5d0767.html; Marketplace scan: koi rugs are commonly positioned with koi pond, Japanese garden, lotus, lily pad, irregular shape and meditation room language.; Marketplace scan: classroom mats are searched with personalized teacher name, classroom door, composition notebook, back to school and grade-level welcome wording.; Marketplace scan: chibi and subject-specific teacher mats use cute school icons, music, speech therapy and colorful classroom decor modifiers.",Custom Koi Pond Area Rug with Lotus Design and Washable Low Pile for Entryway,Custom Koi Pond Area Rug with Lotus and Washable Low Pile,"Bring a peaceful koi pond look into your space with this irregular shaped area rug. Featuring koi fish, lotus leaves, stones, water details, and nature-inspired artwork, it creates a realistic 3D optical illusion. Designed to add a calm, Zen style, this floor mat serves as a beautiful accent piece for various indoor settings. Product Highlights Realistic 3D koi pond design with lotus leaves, stones, and nature-inspired artwork. Supports customization with personalized options. Soft suede-like upper layer for a comfortable touch. Equipped with a non-slip backing to keep the rug stable on indoor",oval irregular rug shows orange koi swimming between moss green stepping stones over dark water; HTTP 200; canonical=https://chillgen.com/products/custom-japanese-koi-fish-shaped-area-rug-925e5d0767; product type=Rug; variants=6; images=7.,7,7,B052-512-IMG01; B052-512-IMG02; B052-512-IMG03; B052-512-IMG04; B052-512-IMG05; B052-512-IMG06; B052-512-IMG07,"Marketplace scan: koi rugs are commonly positioned with koi pond, Japanese garden, lotus, lily pad, irregular shape and meditation room language.; Marketplace scan: classroom mats are searched with personalized teacher name, classroom door, composition notebook, back to school and grade-level welcome wording.; Marketplace scan: chibi and subject-specific teacher mats use cute school icons, music, speech therapy and colorful classroom decor modifiers.",B052-512-BR01,None observed in public data; admin values unknown.,DRAFTED,"MEDIUM: rendered page, product JSON, and images verified; keyword demand has SERP-only evidence and no volume data.",product facts=B052_products.json and B052_pages HTML; visuals=B052 local images/contact sheets; keyword context=SERP references.,motif and visible product context to title/meta/alt; care/backing/material only where page/image evidence supports.
B052-513,https://chillgen.com/products/custom-koi-fish-shaped-area-rug-027c867fc1,2026-09-07T10:49:26+07:00,"https://chillgen.com/products/custom-koi-fish-shaped-area-rug-027c867fc1; evidence/products/B052_products.json; seo_runs/chillgen.com/chillgen_20260907_01/evidence/products/B052_pages/custom-koi-fish-shaped-area-rug-027c867fc1.html; Marketplace scan: koi rugs are commonly positioned with koi pond, Japanese garden, lotus, lily pad, irregular shape and meditation room language.; Marketplace scan: classroom mats are searched with personalized teacher name, classroom door, composition notebook, back to school and grade-level welcome wording.; Marketplace scan: chibi and subject-specific teacher mats use cute school icons, music, speech therapy and colorful classroom decor modifiers.",Custom Koi Fish Shaped Rug with Text and Memory Foam for Bedroom and Office,Custom Koi Fish Shaped Rug with Text and Memory Foam,"Bring a peaceful koi pond look into your home with this unique irregular shaped area rug. Featuring a realistic 3D optical illusion design with koi fish, lotus leaves, stones, and water details, it adds a calming nature-inspired artwork element to any room. This versatile floor mat combines artistic zen style with everyday functionality, making it a beautiful statement piece for modern spaces. Product Highlights Realistic 3D koi pond design featuring koi fish, lotus leaves, and water elements Supports custom and personalized text inputs for a unique touch Soft suede-like upper layer provides a","irregular rug uses pink pond background, pale koi fish, lotus flowers, lily pads and green border; HTTP 200; canonical=https://chillgen.com/products/custom-koi-fish-shaped-area-rug-027c867fc1; product type=Rug; variants=6; images=7.",7,7,B052-513-IMG01; B052-513-IMG02; B052-513-IMG03; B052-513-IMG04; B052-513-IMG05; B052-513-IMG06; B052-513-IMG07,"Marketplace scan: koi rugs are commonly positioned with koi pond, Japanese garden, lotus, lily pad, irregular shape and meditation room language.; Marketplace scan: classroom mats are searched with personalized teacher name, classroom door, composition notebook, back to school and grade-level welcome wording.; Marketplace scan: chibi and subject-specific teacher mats use cute school icons, music, speech therapy and colorful classroom decor modifiers.",B052-513-BR01,None observed in public data; admin values unknown.,DRAFTED,"MEDIUM: rendered page, product JSON, and images verified; keyword demand has SERP-only evidence and no volume data.",product facts=B052_products.json and B052_pages HTML; visuals=B052 local images/contact sheets; keyword context=SERP references.,motif and visible product context to title/meta/alt; care/backing/material only where page/image evidence supports.
B052-514,https://chillgen.com/products/custom-japanese-koi-fish-shaped-area-rug-aa33e1b43a,2026-09-07T10:49:26+07:00,"https://chillgen.com/products/custom-japanese-koi-fish-shaped-area-rug-aa33e1b43a; evidence/products/B052_products.json; seo_runs/chillgen.com/chillgen_20260907_01/evidence/products/B052_pages/custom-japanese-koi-fish-shaped-area-rug-aa33e1b43a.html; Marketplace scan: koi rugs are commonly positioned with koi pond, Japanese garden, lotus, lily pad, irregular shape and meditation room language.; Marketplace scan: classroom mats are searched with personalized teacher name, classroom door, composition notebook, back to school and grade-level welcome wording.; Marketplace scan: chibi and subject-specific teacher mats use cute school icons, music, speech therapy and colorful classroom decor modifiers.",Personalized Koi Pond Area Rug with Fade Resistant Low Pile for Living Room,Personalized Koi Pond Rug with Fade Resistant Low Pile,"This irregular shaped area rug brings the tranquil beauty of a peaceful koi pond directly into your home. Featuring a realistic 3D optical illusion of koi fish, lotus leaves, stones, and water details, this nature-inspired piece serves as a calming focal point. Perfect for creating a serene atmosphere, it seamlessly blends artistic design with functional everyday comfort. Product Highlights Realistic 3D koi pond design featuring lotus leaves, stones, and nature-inspired artwork. Customizable options supported to personalize your floor decor. Soft suede-like upper layer offering a comfortable t","rounded green rug has swirling white pond paths, lily pads, stones and orange koi fish in the center; HTTP 200; canonical=https://chillgen.com/products/custom-japanese-koi-fish-shaped-area-rug-aa33e1b43a; product type=Rug; variants=6; images=7.",7,7,B052-514-IMG01; B052-514-IMG02; B052-514-IMG03; B052-514-IMG04; B052-514-IMG05; B052-514-IMG06; B052-514-IMG07,"Marketplace scan: koi rugs are commonly positioned with koi pond, Japanese garden, lotus, lily pad, irregular shape and meditation room language.; Marketplace scan: classroom mats are searched with personalized teacher name, classroom door, composition notebook, back to school and grade-level welcome wording.; Marketplace scan: chibi and subject-specific teacher mats use cute school icons, music, speech therapy and colorful classroom decor modifiers.",B052-514-BR01,None observed in public data; admin values unknown.,DRAFTED,"MEDIUM: rendered page, product JSON, and images verified; keyword demand has SERP-only evidence and no volume data.",product facts=B052_products.json and B052_pages HTML; visuals=B052 local images/contact sheets; keyword context=SERP references.,motif and visible product context to title/meta/alt; care/backing/material only where page/image evidence supports.
B052-515,https://chillgen.com/products/custom-japanese-koi-fish-shaped-area-rug-3e3d07aa66,2026-09-07T10:49:26+07:00,"https://chillgen.com/products/custom-japanese-koi-fish-shaped-area-rug-3e3d07aa66; evidence/products/B052_products.json; seo_runs/chillgen.com/chillgen_20260907_01/evidence/products/B052_pages/custom-japanese-koi-fish-shaped-area-rug-3e3d07aa66.html; Marketplace scan: koi rugs are commonly positioned with koi pond, Japanese garden, lotus, lily pad, irregular shape and meditation room language.; Marketplace scan: classroom mats are searched with personalized teacher name, classroom door, composition notebook, back to school and grade-level welcome wording.; Marketplace scan: chibi and subject-specific teacher mats use cute school icons, music, speech therapy and colorful classroom decor modifiers.",Custom Japanese Koi Fish Rug with Reinforced Edges for Meditation Room,Custom Japanese Koi Fish Rug with Reinforced Edges,"Bring the peaceful and serene atmosphere of a traditional Japanese koi pond directly into your home with this unique shaped area rug. Featuring detailed artwork of koi fish, lotus leaves, stones, and realistic water, it adds a calm, zen-style aesthetic to any indoor space. This beautifully designed floor mat combines an artistic 3D optical illusion with practical everyday functionality, making it a perfect statement piece. Product Highlights Realistic 3D koi pond design featuring vibrant fish, lotus leaves, and water details. Personalized custom shape option for a unique and modern visual look","irregular rug combines beige raked-sand pattern, blue pond water, koi fish, rocks and green plant details; HTTP 200; canonical=https://chillgen.com/products/custom-japanese-koi-fish-shaped-area-rug-3e3d07aa66; product type=Rug; variants=6; images=7.",7,7,B052-515-IMG01; B052-515-IMG02; B052-515-IMG03; B052-515-IMG04; B052-515-IMG05; B052-515-IMG06; B052-515-IMG07,"Marketplace scan: koi rugs are commonly positioned with koi pond, Japanese garden, lotus, lily pad, irregular shape and meditation room language.; Marketplace scan: classroom mats are searched with personalized teacher name, classroom door, composition notebook, back to school and grade-level welcome wording.; Marketplace scan: chibi and subject-specific teacher mats use cute school icons, music, speech therapy and colorful classroom decor modifiers.",B052-515-BR01,None observed in public data; admin values unknown.,DRAFTED,"MEDIUM: rendered page, product JSON, and images verified; keyword demand has SERP-only evidence and no volume data.",product facts=B052_products.json and B052_pages HTML; visuals=B052 local images/contact sheets; keyword context=SERP references.,motif and visible product context to title/meta/alt; care/backing/material only where page/image evidence supports.
B052-516,https://chillgen.com/products/custom-notebook-welcome-mat-for-classroom-and-back-to-school-083d60a52a,2026-09-07T10:49:26+07:00,"https://chillgen.com/products/custom-notebook-welcome-mat-for-classroom-and-back-to-school-083d60a52a; evidence/products/B052_products.json; seo_runs/chillgen.com/chillgen_20260907_01/evidence/products/B052_pages/custom-notebook-welcome-mat-for-classroom-and-back-to-school-083d60a52a.html; Marketplace scan: koi rugs are commonly positioned with koi pond, Japanese garden, lotus, lily pad, irregular shape and meditation room language.; Marketplace scan: classroom mats are searched with personalized teacher name, classroom door, composition notebook, back to school and grade-level welcome wording.; Marketplace scan: chibi and subject-specific teacher mats use cute school icons, music, speech therapy and colorful classroom decor modifiers.",Custom Notebook Classroom Welcome Mat with Name for School Entryway,Custom Notebook Classroom Welcome Mat with Teacher Name,"Welcome students to your learning space with this vibrant and personalized classroom doormat. Featuring an engaging and colorful design, this mat is perfect for setting a positive and welcoming tone on the first day of school. Designed with durability in mind, it serves as a wonderful addition to classrooms, preschools, kindergartens, and other educational settings to add a touch of personality. Product Highlights Vibrant notebook-themed classroom design featuring personalized text options for teacher names. Soft and comfortable texture that feels light and gentle on bare feet. Features a func",black speckled composition notebook-style mat reads Welcome To Mrs. Smith's classroom with colorful teacher name; HTTP 200; canonical=https://chillgen.com/products/custom-notebook-welcome-mat-for-classroom-and-back-to-school-083d60a52a; product type=Rug; variants=3; images=8.,8,8,B052-516-IMG01; B052-516-IMG02; B052-516-IMG03; B052-516-IMG04; B052-516-IMG05; B052-516-IMG06; B052-516-IMG07; B052-516-IMG08,"Marketplace scan: koi rugs are commonly positioned with koi pond, Japanese garden, lotus, lily pad, irregular shape and meditation room language.; Marketplace scan: classroom mats are searched with personalized teacher name, classroom door, composition notebook, back to school and grade-level welcome wording.; Marketplace scan: chibi and subject-specific teacher mats use cute school icons, music, speech therapy and colorful classroom decor modifiers.",B052-516-BR01,None observed in public data; admin values unknown.,DRAFTED,"MEDIUM: rendered page, product JSON, and images verified; keyword demand has SERP-only evidence and no volume data.",product facts=B052_products.json and B052_pages HTML; visuals=B052 local images/contact sheets; keyword context=SERP references.,motif and visible product context to title/meta/alt; care/backing/material only where page/image evidence supports.
B052-517,https://chillgen.com/products/personalized-welcome-mat-custom-teacher-name-chibi-design-40e329a6be,2026-09-07T10:49:26+07:00,"https://chillgen.com/products/personalized-welcome-mat-custom-teacher-name-chibi-design-40e329a6be; evidence/products/B052_products.json; seo_runs/chillgen.com/chillgen_20260907_01/evidence/products/B052_pages/personalized-welcome-mat-custom-teacher-name-chibi-design-40e329a6be.html; Marketplace scan: koi rugs are commonly positioned with koi pond, Japanese garden, lotus, lily pad, irregular shape and meditation room language.; Marketplace scan: classroom mats are searched with personalized teacher name, classroom door, composition notebook, back to school and grade-level welcome wording.; Marketplace scan: chibi and subject-specific teacher mats use cute school icons, music, speech therapy and colorful classroom decor modifiers.",Custom Chibi Classroom Welcome Mat with Teacher Name and Grade Level,Custom Chibi Classroom Welcome Mat with Teacher Name,"Add a warm and personalized touch to your learning environment with this custom welcome mat designed specifically for teachers and students. Featuring vibrant, colorful graphics, this durable mat helps create an engaging, positive tone for classroom entryways. It serves not only as a traditional dirt-grabbing mat but also as a comfortable, decorative accent for group activity areas. Product Highlights Features a colorful, welcoming design that grabs the attention of students. Supports personalization with custom teacher names and grade levels. Provides a soft feel on bare feet with a comfortab","bright turquoise and pink mat reads Welcome to 2nd Grade with cute crayon, pencil and paper characters; HTTP 200; canonical=https://chillgen.com/products/personalized-welcome-mat-custom-teacher-name-chibi-design-40e329a6be; product type=Rug; variants=3; images=7.",7,7,B052-517-IMG01; B052-517-IMG02; B052-517-IMG03; B052-517-IMG04; B052-517-IMG05; B052-517-IMG06; B052-517-IMG07,"Marketplace scan: koi rugs are commonly positioned with koi pond, Japanese garden, lotus, lily pad, irregular shape and meditation room language.; Marketplace scan: classroom mats are searched with personalized teacher name, classroom door, composition notebook, back to school and grade-level welcome wording.; Marketplace scan: chibi and subject-specific teacher mats use cute school icons, music, speech therapy and colorful classroom decor modifiers.",B052-517-BR01,None observed in public data; admin values unknown.,DRAFTED,"MEDIUM: rendered page, product JSON, and images verified; keyword demand has SERP-only evidence and no volume data.",product facts=B052_products.json and B052_pages HTML; visuals=B052 local images/contact sheets; keyword context=SERP references.,motif and visible product context to title/meta/alt; care/backing/material only where page/image evidence supports.
B052-518,https://chillgen.com/products/personalized-teacher-welcome-mat-for-classroom-and-school-decor-524e2c0f63,2026-09-07T10:49:26+07:00,"https://chillgen.com/products/personalized-teacher-welcome-mat-for-classroom-and-school-decor-524e2c0f63; evidence/products/B052_products.json; seo_runs/chillgen.com/chillgen_20260907_01/evidence/products/B052_pages/personalized-teacher-welcome-mat-for-classroom-and-school-decor-524e2c0f63.html; Marketplace scan: koi rugs are commonly positioned with koi pond, Japanese garden, lotus, lily pad, irregular shape and meditation room language.; Marketplace scan: classroom mats are searched with personalized teacher name, classroom door, composition notebook, back to school and grade-level welcome wording.; Marketplace scan: chibi and subject-specific teacher mats use cute school icons, music, speech therapy and colorful classroom decor modifiers.",Personalized Teacher Welcome Mat with Name for Classroom Entrance,Personalized Teacher Welcome Mat for Classroom Entrance,"Create a warm and inviting classroom environment with this personalized teacher welcome mat. Designed to bring personality and color to educational spaces, this mat serves as a delightful addition to any classroom entrance or interior room. It offers a practical yet engaging way to greet students and visitors, setting a positive and structured tone for the school year. Product Highlights Customizable design lets you personalize the mat with a teacher's name or specific grade level. Vibrant and colorful themed visual elements designed to instantly capture student interest. Functional non-slip b","white graph-paper style mat reads Mrs. Brown's Classroom with ruler, apple, pencil, paper airplane and colorful letters; HTTP 200; canonical=https://chillgen.com/products/personalized-teacher-welcome-mat-for-classroom-and-school-decor-524e2c0f63; product type=Rug; variants=3; images=6.",6,6,B052-518-IMG01; B052-518-IMG02; B052-518-IMG03; B052-518-IMG04; B052-518-IMG05; B052-518-IMG06,"Marketplace scan: koi rugs are commonly positioned with koi pond, Japanese garden, lotus, lily pad, irregular shape and meditation room language.; Marketplace scan: classroom mats are searched with personalized teacher name, classroom door, composition notebook, back to school and grade-level welcome wording.; Marketplace scan: chibi and subject-specific teacher mats use cute school icons, music, speech therapy and colorful classroom decor modifiers.",B052-518-BR01,None observed in public data; admin values unknown.,DRAFTED,"MEDIUM: rendered page, product JSON, and images verified; keyword demand has SERP-only evidence and no volume data.",product facts=B052_products.json and B052_pages HTML; visuals=B052 local images/contact sheets; keyword context=SERP references.,motif and visible product context to title/meta/alt; care/backing/material only where page/image evidence supports.
B052-519,https://chillgen.com/products/personalized-teacher-classroom-doormat-20d4a8ff55,2026-09-07T10:49:26+07:00,"https://chillgen.com/products/personalized-teacher-classroom-doormat-20d4a8ff55; evidence/products/B052_products.json; seo_runs/chillgen.com/chillgen_20260907_01/evidence/products/B052_pages/personalized-teacher-classroom-doormat-20d4a8ff55.html; Marketplace scan: koi rugs are commonly positioned with koi pond, Japanese garden, lotus, lily pad, irregular shape and meditation room language.; Marketplace scan: classroom mats are searched with personalized teacher name, classroom door, composition notebook, back to school and grade-level welcome wording.; Marketplace scan: chibi and subject-specific teacher mats use cute school icons, music, speech therapy and colorful classroom decor modifiers.",Custom Colorful Classroom Doormat with Name and Soft Low Pile for School Door,Custom Colorful Classroom Doormat with Teacher Name,"Brighten up any learning space with this custom welcome mat, designed specifically for educators. Featuring a vibrant and colorful theme, this personalized doormat is the perfect way to welcome students and add a touch of personality to school environments. It serves as both an eye-catching decorative element and a functional barrier to keep dirt and debris at bay. Product Highlights Customizable design allows you to add a teacher's name for a personalized touch. Vibrant and engaging theme creates a welcoming and positive classroom environment. Features a soft-touch surface that is comfortable","orange grid mat reads Mrs. Smith with apple, pencils, flowers, paper airplane and lightning school doodles; HTTP 200; canonical=https://chillgen.com/products/personalized-teacher-classroom-doormat-20d4a8ff55; product type=Rug; variants=3; images=8.",8,8,B052-519-IMG01; B052-519-IMG02; B052-519-IMG03; B052-519-IMG04; B052-519-IMG05; B052-519-IMG06; B052-519-IMG07; B052-519-IMG08,"Marketplace scan: koi rugs are commonly positioned with koi pond, Japanese garden, lotus, lily pad, irregular shape and meditation room language.; Marketplace scan: classroom mats are searched with personalized teacher name, classroom door, composition notebook, back to school and grade-level welcome wording.; Marketplace scan: chibi and subject-specific teacher mats use cute school icons, music, speech therapy and colorful classroom decor modifiers.",B052-519-BR01,None observed in public data; admin values unknown.,DRAFTED,"MEDIUM: rendered page, product JSON, and images verified; keyword demand has SERP-only evidence and no volume data.",product facts=B052_products.json and B052_pages HTML; visuals=B052 local images/contact sheets; keyword context=SERP references.,motif and visible product context to title/meta/alt; care/backing/material only where page/image evidence supports.
B052-520,https://chillgen.com/products/personalized-teacher-classroom-doormat-98fd058bd0,2026-09-07T10:49:26+07:00,"https://chillgen.com/products/personalized-teacher-classroom-doormat-98fd058bd0; evidence/products/B052_products.json; seo_runs/chillgen.com/chillgen_20260907_01/evidence/products/B052_pages/personalized-teacher-classroom-doormat-98fd058bd0.html; Marketplace scan: koi rugs are commonly positioned with koi pond, Japanese garden, lotus, lily pad, irregular shape and meditation room language.; Marketplace scan: classroom mats are searched with personalized teacher name, classroom door, composition notebook, back to school and grade-level welcome wording.; Marketplace scan: chibi and subject-specific teacher mats use cute school icons, music, speech therapy and colorful classroom decor modifiers.",Personalized Back to School Doormat with Teacher Name for Classroom,Personalized Back to School Doormat with Teacher Name,"Add a warm and personalized touch to any educational space with this custom welcome mat designed specifically for educators. Featuring a vibrant, eye-catching theme, it helps set a positive and engaging tone for students the moment they step through the door. Perfect as a teacher appreciation gift or a decorative addition to school environments, this durable mat blends functional cleanliness with personalized charm. Product Highlights Customizable design allowing personalization with a teacher's name. Soft fabric surface that feels pleasant even on bare feet. Non-slip backing crafted from dura","black mat shows rainbow piano keys, music notes and large custom teacher name Mrs. Aisha; HTTP 200; canonical=https://chillgen.com/products/personalized-teacher-classroom-doormat-98fd058bd0; product type=Rug; variants=3; images=8.",8,8,B052-520-IMG01; B052-520-IMG02; B052-520-IMG03; B052-520-IMG04; B052-520-IMG05; B052-520-IMG06; B052-520-IMG07; B052-520-IMG08,"Marketplace scan: koi rugs are commonly positioned with koi pond, Japanese garden, lotus, lily pad, irregular shape and meditation room language.; Marketplace scan: classroom mats are searched with personalized teacher name, classroom door, composition notebook, back to school and grade-level welcome wording.; Marketplace scan: chibi and subject-specific teacher mats use cute school icons, music, speech therapy and colorful classroom decor modifiers.",B052-520-BR01,None observed in public data; admin values unknown.,DRAFTED,"MEDIUM: rendered page, product JSON, and images verified; keyword demand has SERP-only evidence and no volume data.",product facts=B052_products.json and B052_pages HTML; visuals=B052 local images/contact sheets; keyword context=SERP references.,motif and visible product context to title/meta/alt; care/backing/material only where page/image evidence supports.
