evidence_id,product_url,reviewed_at,sources_accessed,current_H1,current_meta_title,short_source_excerpt,verified_product_facts,gallery_image_count,images_viewed_count,image_audit_references,SERP_evidence_references,buyer_research_references,factual_conflicts,processing_status,confidence_and_reason,fact_to_source_map,proposed_field_to_fact_map
B051-501,https://chillgen.com/products/personalized-welcome-doormat-class-teacher-f81a80f527,2026-09-07T10:45:33+07:00,"https://chillgen.com/products/personalized-welcome-doormat-class-teacher-f81a80f527; evidence/products/B051_products.json; seo_runs/chillgen.com/chillgen_20260907_01/evidence/products/B051_pages/personalized-welcome-doormat-class-teacher-f81a80f527.html; Marketplace scan: personalized classroom welcome mats commonly use teacher name, back to school, classroom door and easy clean/non slip wording.; Marketplace scan: flamingo rugs are positioned around tropical decor, pink bird artwork, patio, living room, bedroom, memory foam and non slip backing.; Marketplace scan: koi fish rugs use koi pond, Japanese garden, shaped area rug, pond design and living room floor decor language.",Personalized Composition Notebook Welcome Mat for Classroom Door Hallway,Personalized Composition Notebook Mat for Classroom Door,"Create a warm and inviting entrance to your learning space with this custom classroom welcome mat. Featuring a charming composition notebook design, it serves as a personalized greeting that makes students feel right at home. It is an exceptional way to decorate classroom doors, school entryways, or hallways for the back-to-school season. Product Highlights Customizable design allowing you to add a personalized teacher name. Composition notebook theme perfect for educational environments. Durable construction featuring a soft, comfortable fabric surface. Non-slip neoprene rubber backing helps ","white classroom mat reads Welcome to Mrs. Sophia's Classroom with apple, pencil, flowers, backpack, rainbow and book icons; HTTP 200; canonical=https://chillgen.com/products/personalized-welcome-doormat-class-teacher-f81a80f527; product type=Rug; variants=3; images=7.",7,7,B051-501-IMG01; B051-501-IMG02; B051-501-IMG03; B051-501-IMG04; B051-501-IMG05; B051-501-IMG06; B051-501-IMG07,"Marketplace scan: personalized classroom welcome mats commonly use teacher name, back to school, classroom door and easy clean/non slip wording.; Marketplace scan: flamingo rugs are positioned around tropical decor, pink bird artwork, patio, living room, bedroom, memory foam and non slip backing.; Marketplace scan: koi fish rugs use koi pond, Japanese garden, shaped area rug, pond design and living room floor decor language.",B051-501-BR01,None observed in public data; admin values unknown.,DRAFTED,"MEDIUM: rendered page, product JSON, and images verified; keyword demand has SERP-only evidence and no volume data.",product facts=B051_products.json and B051_pages HTML; visuals=B051 local images/contact sheets; keyword context=SERP references.,motif and visible product context to title/meta/alt; care/backing/material only where page/image evidence supports.
B051-502,https://chillgen.com/products/custom-flamingo-welcome-mat-for-front-door-2096a15fdb,2026-09-07T10:45:33+07:00,"https://chillgen.com/products/custom-flamingo-welcome-mat-for-front-door-2096a15fdb; evidence/products/B051_products.json; seo_runs/chillgen.com/chillgen_20260907_01/evidence/products/B051_pages/custom-flamingo-welcome-mat-for-front-door-2096a15fdb.html; Marketplace scan: personalized classroom welcome mats commonly use teacher name, back to school, classroom door and easy clean/non slip wording.; Marketplace scan: flamingo rugs are positioned around tropical decor, pink bird artwork, patio, living room, bedroom, memory foam and non slip backing.; Marketplace scan: koi fish rugs use koi pond, Japanese garden, shaped area rug, pond design and living room floor decor language.",Watercolor Flamingo Area Rug with Soft Flannel Surface for Bedroom and Dorm,Flamingo Area Rug with Soft Flannel Surface for Bedroom,"This exquisite custom area rug features a unique 3D pink flamingo bird design with vibrant colors and clear, interesting patterns. Crafted to elevate your interior aesthetics, it serves as an ideal choice for home decoration, bringing a touch of tropical elegance to your living space. The soft, durable construction ensures both comfort and longevity underfoot. Product Highlights Vibrant 3D pink flamingo design using advanced printing technology Soft flannel fabric with high-density space stretch cotton interlayer Non-slip dispensing bottom with durable non-woven fabric backing Reinforced serge","rectangular rug shows two flamingos forming a heart with beach sunset, hibiscus flowers and teal water; HTTP 200; canonical=https://chillgen.com/products/custom-flamingo-welcome-mat-for-front-door-2096a15fdb; product type=Rug; variants=4; images=8.",8,8,B051-502-IMG01; B051-502-IMG02; B051-502-IMG03; B051-502-IMG04; B051-502-IMG05; B051-502-IMG06; B051-502-IMG07; B051-502-IMG08,"Marketplace scan: personalized classroom welcome mats commonly use teacher name, back to school, classroom door and easy clean/non slip wording.; Marketplace scan: flamingo rugs are positioned around tropical decor, pink bird artwork, patio, living room, bedroom, memory foam and non slip backing.; Marketplace scan: koi fish rugs use koi pond, Japanese garden, shaped area rug, pond design and living room floor decor language.",B051-502-BR01,None observed in public data; admin values unknown.,DRAFTED,"MEDIUM: rendered page, product JSON, and images verified; keyword demand has SERP-only evidence and no volume data.",product facts=B051_products.json and B051_pages HTML; visuals=B051 local images/contact sheets; keyword context=SERP references.,motif and visible product context to title/meta/alt; care/backing/material only where page/image evidence supports.
B051-503,https://chillgen.com/products/personalized-classroom-doormat-custom-teacher-name-23d2140383,2026-09-07T10:45:33+07:00,"https://chillgen.com/products/personalized-classroom-doormat-custom-teacher-name-23d2140383; evidence/products/B051_products.json; seo_runs/chillgen.com/chillgen_20260907_01/evidence/products/B051_pages/personalized-classroom-doormat-custom-teacher-name-23d2140383.html; Marketplace scan: personalized classroom welcome mats commonly use teacher name, back to school, classroom door and easy clean/non slip wording.; Marketplace scan: flamingo rugs are positioned around tropical decor, pink bird artwork, patio, living room, bedroom, memory foam and non slip backing.; Marketplace scan: koi fish rugs use koi pond, Japanese garden, shaped area rug, pond design and living room floor decor language.",Custom Back to School Notebook Mat with Teacher Name for Entryway,Custom Back to School Notebook Mat with Teacher Name,"Welcome students back to school with this personalized classroom welcome mat designed to create a unique and inviting entrance. Featuring a creative composition notebook design, it allows you to customize the teacher's name for a truly personal touch. Built to withstand daily school life, it effectively traps dirt and moisture to keep your entryway clean. Product Highlights Customizable teacher name creates a personalized classroom entrance Durable fabric surface traps dirt, dust, mud, and moisture Non-slip neoprene rubber backing helps keep the mat securely in place Low pile memory foam const","dark navy mat reads Everyone Is Welcome Here Mrs. Sophia with bright hands, books, apples and school icons; HTTP 200; canonical=https://chillgen.com/products/personalized-classroom-doormat-custom-teacher-name-23d2140383; product type=Rug; variants=3; images=7.",7,7,B051-503-IMG01; B051-503-IMG02; B051-503-IMG03; B051-503-IMG04; B051-503-IMG05; B051-503-IMG06; B051-503-IMG07,"Marketplace scan: personalized classroom welcome mats commonly use teacher name, back to school, classroom door and easy clean/non slip wording.; Marketplace scan: flamingo rugs are positioned around tropical decor, pink bird artwork, patio, living room, bedroom, memory foam and non slip backing.; Marketplace scan: koi fish rugs use koi pond, Japanese garden, shaped area rug, pond design and living room floor decor language.",B051-503-BR01,None observed in public data; admin values unknown.,DRAFTED,"MEDIUM: rendered page, product JSON, and images verified; keyword demand has SERP-only evidence and no volume data.",product facts=B051_products.json and B051_pages HTML; visuals=B051 local images/contact sheets; keyword context=SERP references.,motif and visible product context to title/meta/alt; care/backing/material only where page/image evidence supports.
B051-504,https://chillgen.com/products/custom-pink-flamingo-welcome-mat-98ad4e675e,2026-09-07T10:45:33+07:00,"https://chillgen.com/products/custom-pink-flamingo-welcome-mat-98ad4e675e; evidence/products/B051_products.json; seo_runs/chillgen.com/chillgen_20260907_01/evidence/products/B051_pages/custom-pink-flamingo-welcome-mat-98ad4e675e.html; Marketplace scan: personalized classroom welcome mats commonly use teacher name, back to school, classroom door and easy clean/non slip wording.; Marketplace scan: flamingo rugs are positioned around tropical decor, pink bird artwork, patio, living room, bedroom, memory foam and non slip backing.; Marketplace scan: koi fish rugs use koi pond, Japanese garden, shaped area rug, pond design and living room floor decor language.",Custom Flamingo Area Rug with Message and Washable Low Pile Surface for Entryway,Custom Flamingo Area Rug with Washable Low Pile Surface,"This beautiful custom area rug features a unique 3D pink flamingo design that brings a vibrant tropical touch to your home decor. Crafted with high-quality materials, it offers both comfort and long-lasting durability, making it an ideal choice for various indoor spaces. The watercolor tropical flamingo couple design adds an artistic and fun animal pattern to your floors while serving as a functional protective layer. Product Highlights Exquisite 3D pink flamingo bird printing with vibrant colors and clear patterns. Supports custom options to match your personal home decoration needs. Soft to ",bright pink flamingos stand in reflective water under a large moon with dark blue and purple tropical colors; HTTP 200; canonical=https://chillgen.com/products/custom-pink-flamingo-welcome-mat-98ad4e675e; product type=Rug; variants=4; images=8.,8,8,B051-504-IMG01; B051-504-IMG02; B051-504-IMG03; B051-504-IMG04; B051-504-IMG05; B051-504-IMG06; B051-504-IMG07; B051-504-IMG08,"Marketplace scan: personalized classroom welcome mats commonly use teacher name, back to school, classroom door and easy clean/non slip wording.; Marketplace scan: flamingo rugs are positioned around tropical decor, pink bird artwork, patio, living room, bedroom, memory foam and non slip backing.; Marketplace scan: koi fish rugs use koi pond, Japanese garden, shaped area rug, pond design and living room floor decor language.",B051-504-BR01,None observed in public data; admin values unknown.,DRAFTED,"MEDIUM: rendered page, product JSON, and images verified; keyword demand has SERP-only evidence and no volume data.",product facts=B051_products.json and B051_pages HTML; visuals=B051 local images/contact sheets; keyword context=SERP references.,motif and visible product context to title/meta/alt; care/backing/material only where page/image evidence supports.
B051-505,https://chillgen.com/products/personalized-classroom-doormat-welcome-to-class-door-mat-d4e1808fcb,2026-09-07T10:45:33+07:00,"https://chillgen.com/products/personalized-classroom-doormat-welcome-to-class-door-mat-d4e1808fcb; evidence/products/B051_products.json; seo_runs/chillgen.com/chillgen_20260907_01/evidence/products/B051_pages/personalized-classroom-doormat-welcome-to-class-door-mat-d4e1808fcb.html; Marketplace scan: personalized classroom welcome mats commonly use teacher name, back to school, classroom door and easy clean/non slip wording.; Marketplace scan: flamingo rugs are positioned around tropical decor, pink bird artwork, patio, living room, bedroom, memory foam and non slip backing.; Marketplace scan: koi fish rugs use koi pond, Japanese garden, shaped area rug, pond design and living room floor decor language.",Personalized Composition Notebook Classroom Mat for School Entrance,Personalized Notebook Classroom Mat for School Entrance,"Welcome students back to school with this custom entrance decoration designed specifically for classrooms. Featuring a unique composition notebook design, this mat adds a personalized touch to any learning environment. It is the perfect way to greet visitors while helping to keep your school space clean and tidy. Product Highlights Customizable design allows you to add a teacher name for a personalized classroom welcome. Made with soft, comfortable fabric that feels great underfoot. Non-slip neoprene rubber backing helps keep the mat securely in place. Effective barrier designed to trap dirt, ",white mat reads In This Classroom You Are Mrs. Sophia with colorful crayons carrying positive words; HTTP 200; canonical=https://chillgen.com/products/personalized-classroom-doormat-welcome-to-class-door-mat-d4e1808fcb; product type=Rug; variants=3; images=7.,7,7,B051-505-IMG01; B051-505-IMG02; B051-505-IMG03; B051-505-IMG04; B051-505-IMG05; B051-505-IMG06; B051-505-IMG07,"Marketplace scan: personalized classroom welcome mats commonly use teacher name, back to school, classroom door and easy clean/non slip wording.; Marketplace scan: flamingo rugs are positioned around tropical decor, pink bird artwork, patio, living room, bedroom, memory foam and non slip backing.; Marketplace scan: koi fish rugs use koi pond, Japanese garden, shaped area rug, pond design and living room floor decor language.",B051-505-BR01,None observed in public data; admin values unknown.,DRAFTED,"MEDIUM: rendered page, product JSON, and images verified; keyword demand has SERP-only evidence and no volume data.",product facts=B051_products.json and B051_pages HTML; visuals=B051 local images/contact sheets; keyword context=SERP references.,motif and visible product context to title/meta/alt; care/backing/material only where page/image evidence supports.
B051-506,https://chillgen.com/products/custom-classroom-welcome-mat-for-front-door-ca10b2ead1,2026-09-07T10:45:33+07:00,"https://chillgen.com/products/custom-classroom-welcome-mat-for-front-door-ca10b2ead1; evidence/products/B051_products.json; seo_runs/chillgen.com/chillgen_20260907_01/evidence/products/B051_pages/custom-classroom-welcome-mat-for-front-door-ca10b2ead1.html; Marketplace scan: personalized classroom welcome mats commonly use teacher name, back to school, classroom door and easy clean/non slip wording.; Marketplace scan: flamingo rugs are positioned around tropical decor, pink bird artwork, patio, living room, bedroom, memory foam and non slip backing.; Marketplace scan: koi fish rugs use koi pond, Japanese garden, shaped area rug, pond design and living room floor decor language.",Custom Composition Notebook Welcome Mat with Teacher Name for Classroom,Custom Composition Notebook Welcome Mat for Classroom,"Create a warm and inviting atmosphere for your students with this custom classroom welcome mat. Featuring a charming composition notebook design, this personalized entryway decoration is the perfect way to welcome everyone back to school. Designed for daily use in busy school environments, it combines functional performance with a touch of personalized style. Product Highlights Customizable design lets you add any teacher name to create a personalized classroom entrance decoration. Soft and comfortable memory foam fabric surface provides a welcoming feel underfoot. Non-slip neoprene rubber bac","red and black mat reads Welcome To Mrs. Sophia's Classroom with books, flowers, pencil, rainbow and backpack details; HTTP 200; canonical=https://chillgen.com/products/custom-classroom-welcome-mat-for-front-door-ca10b2ead1; product type=Rug; variants=3; images=7.",7,7,B051-506-IMG01; B051-506-IMG02; B051-506-IMG03; B051-506-IMG04; B051-506-IMG05; B051-506-IMG06; B051-506-IMG07,"Marketplace scan: personalized classroom welcome mats commonly use teacher name, back to school, classroom door and easy clean/non slip wording.; Marketplace scan: flamingo rugs are positioned around tropical decor, pink bird artwork, patio, living room, bedroom, memory foam and non slip backing.; Marketplace scan: koi fish rugs use koi pond, Japanese garden, shaped area rug, pond design and living room floor decor language.",B051-506-BR01,None observed in public data; admin values unknown.,DRAFTED,"MEDIUM: rendered page, product JSON, and images verified; keyword demand has SERP-only evidence and no volume data.",product facts=B051_products.json and B051_pages HTML; visuals=B051 local images/contact sheets; keyword context=SERP references.,motif and visible product context to title/meta/alt; care/backing/material only where page/image evidence supports.
B051-507,https://chillgen.com/products/personalized-classroom-doormat-custom-teacher-name-45bc0142b3,2026-09-07T10:45:33+07:00,"https://chillgen.com/products/personalized-classroom-doormat-custom-teacher-name-45bc0142b3; evidence/products/B051_products.json; seo_runs/chillgen.com/chillgen_20260907_01/evidence/products/B051_pages/personalized-classroom-doormat-custom-teacher-name-45bc0142b3.html; Marketplace scan: personalized classroom welcome mats commonly use teacher name, back to school, classroom door and easy clean/non slip wording.; Marketplace scan: flamingo rugs are positioned around tropical decor, pink bird artwork, patio, living room, bedroom, memory foam and non slip backing.; Marketplace scan: koi fish rugs use koi pond, Japanese garden, shaped area rug, pond design and living room floor decor language.",Custom Composition Notebook Doormat with Teacher Name for Classroom,Composition Notebook Classroom Doormat with Teacher Name,"Welcome students back to school with this personalized classroom doormat designed specifically for educators. Featuring a charming composition notebook theme, this custom welcome mat provides a warm and inviting entrance for any classroom. It serves as both a delightful decorative piece and a highly functional addition to help keep school floors clean and tidy. Product Highlights Customizable welcome mat allowing teachers to add their name for a unique classroom touch. Designed to effectively trap dirt, dust, mud, and moisture from shoes at the door. Features a reliable non-slip backing to ens","mat reads Speech Mrs. Sophia Pathologist with language, voice, hearing and therapy-related classroom icons; HTTP 200; canonical=https://chillgen.com/products/personalized-classroom-doormat-custom-teacher-name-45bc0142b3; product type=Rug; variants=3; images=7.",7,7,B051-507-IMG01; B051-507-IMG02; B051-507-IMG03; B051-507-IMG04; B051-507-IMG05; B051-507-IMG06; B051-507-IMG07,"Marketplace scan: personalized classroom welcome mats commonly use teacher name, back to school, classroom door and easy clean/non slip wording.; Marketplace scan: flamingo rugs are positioned around tropical decor, pink bird artwork, patio, living room, bedroom, memory foam and non slip backing.; Marketplace scan: koi fish rugs use koi pond, Japanese garden, shaped area rug, pond design and living room floor decor language.",B051-507-BR01,None observed in public data; admin values unknown.,DRAFTED,"MEDIUM: rendered page, product JSON, and images verified; keyword demand has SERP-only evidence and no volume data.",product facts=B051_products.json and B051_pages HTML; visuals=B051 local images/contact sheets; keyword context=SERP references.,motif and visible product context to title/meta/alt; care/backing/material only where page/image evidence supports.
B051-508,https://chillgen.com/products/custom-pink-flamingo-welcome-mat-for-entrance-and-living-room-c2beb658ca,2026-09-07T10:45:33+07:00,"https://chillgen.com/products/custom-pink-flamingo-welcome-mat-for-entrance-and-living-room-c2beb658ca; evidence/products/B051_products.json; seo_runs/chillgen.com/chillgen_20260907_01/evidence/products/B051_pages/custom-pink-flamingo-welcome-mat-for-entrance-and-living-room-c2beb658ca.html; Marketplace scan: personalized classroom welcome mats commonly use teacher name, back to school, classroom door and easy clean/non slip wording.; Marketplace scan: flamingo rugs are positioned around tropical decor, pink bird artwork, patio, living room, bedroom, memory foam and non slip backing.; Marketplace scan: koi fish rugs use koi pond, Japanese garden, shaped area rug, pond design and living room floor decor language.",Flamingo Couple Area Rug with Memory Foam Comfort for Living Room Decor,Flamingo Couple Area Rug with Soft Memory Foam Comfort,"Add a vibrant touch of the tropics to your home with this unique pink flamingo area rug. Featuring high-quality 3D printing technology, this eye-catching piece showcases bright colors and clear patterns that make it an ideal choice for home decoration. Perfect for enhancing the style of any room, it serves as both a beautiful accent and a functional floor covering. Product Highlights Exquisite pink flamingo design created with advanced 3D printing technology Soft flannel fabric construction with a comfortable high-density stretch cotton interlayer Non-slip and durable bottom made with non-wove",two flamingos create a heart shape against a bright orange and turquoise sunset water scene; HTTP 200; canonical=https://chillgen.com/products/custom-pink-flamingo-welcome-mat-for-entrance-and-living-room-c2beb658ca; product type=Rug; variants=4; images=8.,8,8,B051-508-IMG01; B051-508-IMG02; B051-508-IMG03; B051-508-IMG04; B051-508-IMG05; B051-508-IMG06; B051-508-IMG07; B051-508-IMG08,"Marketplace scan: personalized classroom welcome mats commonly use teacher name, back to school, classroom door and easy clean/non slip wording.; Marketplace scan: flamingo rugs are positioned around tropical decor, pink bird artwork, patio, living room, bedroom, memory foam and non slip backing.; Marketplace scan: koi fish rugs use koi pond, Japanese garden, shaped area rug, pond design and living room floor decor language.",B051-508-BR01,None observed in public data; admin values unknown.,DRAFTED,"MEDIUM: rendered page, product JSON, and images verified; keyword demand has SERP-only evidence and no volume data.",product facts=B051_products.json and B051_pages HTML; visuals=B051 local images/contact sheets; keyword context=SERP references.,motif and visible product context to title/meta/alt; care/backing/material only where page/image evidence supports.
B051-509,https://chillgen.com/products/custom-pink-flamingo-area-rug-doormat-e7ac68e9c9,2026-09-07T10:45:33+07:00,"https://chillgen.com/products/custom-pink-flamingo-area-rug-doormat-e7ac68e9c9; evidence/products/B051_products.json; seo_runs/chillgen.com/chillgen_20260907_01/evidence/products/B051_pages/custom-pink-flamingo-area-rug-doormat-e7ac68e9c9.html; Marketplace scan: personalized classroom welcome mats commonly use teacher name, back to school, classroom door and easy clean/non slip wording.; Marketplace scan: flamingo rugs are positioned around tropical decor, pink bird artwork, patio, living room, bedroom, memory foam and non slip backing.; Marketplace scan: koi fish rugs use koi pond, Japanese garden, shaped area rug, pond design and living room floor decor language.",Tropical Flamingo Floor Rug with Reinforced Edges for Kids Room and Office,Tropical Flamingo Floor Rug with Durable Reinforced Edges,"Brighten your home with this beautiful watercolor-style flamingo rug. Featuring a vibrant 3D pink flamingo design, this versatile mat adds a touch of tropical charm and cheerful color to any space. It is designed to offer a soft, comfortable feel underfoot while remaining durable enough for everyday use. Ideal for busy households, this low-pile rug is easy to clean and maintains its vibrant appearance over time. Product Highlights Vibrant 3D pink flamingo printing technology creates a unique and exquisite tropical design. Soft flannel fabric construction with a high-density space stretch cotto",single flamingo stands in pink and orange tropical water with palm leaves and soft pastel background; HTTP 200; canonical=https://chillgen.com/products/custom-pink-flamingo-area-rug-doormat-e7ac68e9c9; product type=Rug; variants=4; images=8.,8,8,B051-509-IMG01; B051-509-IMG02; B051-509-IMG03; B051-509-IMG04; B051-509-IMG05; B051-509-IMG06; B051-509-IMG07; B051-509-IMG08,"Marketplace scan: personalized classroom welcome mats commonly use teacher name, back to school, classroom door and easy clean/non slip wording.; Marketplace scan: flamingo rugs are positioned around tropical decor, pink bird artwork, patio, living room, bedroom, memory foam and non slip backing.; Marketplace scan: koi fish rugs use koi pond, Japanese garden, shaped area rug, pond design and living room floor decor language.",B051-509-BR01,None observed in public data; admin values unknown.,DRAFTED,"MEDIUM: rendered page, product JSON, and images verified; keyword demand has SERP-only evidence and no volume data.",product facts=B051_products.json and B051_pages HTML; visuals=B051 local images/contact sheets; keyword context=SERP references.,motif and visible product context to title/meta/alt; care/backing/material only where page/image evidence supports.
B051-510,https://chillgen.com/products/custom-koi-fish-shaped-area-rug-3b4acfcd3b,2026-09-07T10:45:33+07:00,"https://chillgen.com/products/custom-koi-fish-shaped-area-rug-3b4acfcd3b; evidence/products/B051_products.json; seo_runs/chillgen.com/chillgen_20260907_01/evidence/products/B051_pages/custom-koi-fish-shaped-area-rug-3b4acfcd3b.html; Marketplace scan: personalized classroom welcome mats commonly use teacher name, back to school, classroom door and easy clean/non slip wording.; Marketplace scan: flamingo rugs are positioned around tropical decor, pink bird artwork, patio, living room, bedroom, memory foam and non slip backing.; Marketplace scan: koi fish rugs use koi pond, Japanese garden, shaped area rug, pond design and living room floor decor language.",Custom Koi Fish Shaped Area Rug with 3D Pond Design for Living Room,Custom Koi Fish Shaped Area Rug with 3D Pond Design,"Bring a peaceful koi pond look into your indoor space with this uniquely shaped area rug. Featuring realistic 3D koi fish, lotus leaves, stones, and nature-inspired artwork, this rug adds a calm Zen aesthetic to your home. Designed to lie flat shortly after placement, it provides a distinctive visual focal point while offering a soft, comfortable feel underfoot. Product Highlights Features a realistic 3D koi pond design with lotus leaves, stones, and nature-inspired artwork. Offers a personalized touch with custom shape options to suit your interior style. Provides a soft, comfortable touch wi","irregular shaped rug resembles a koi pond with pink water paths, green islands, koi fish and flowers; HTTP 200; canonical=https://chillgen.com/products/custom-koi-fish-shaped-area-rug-3b4acfcd3b; product type=Rug; variants=6; images=7.",7,7,B051-510-IMG01; B051-510-IMG02; B051-510-IMG03; B051-510-IMG04; B051-510-IMG05; B051-510-IMG06; B051-510-IMG07,"Marketplace scan: personalized classroom welcome mats commonly use teacher name, back to school, classroom door and easy clean/non slip wording.; Marketplace scan: flamingo rugs are positioned around tropical decor, pink bird artwork, patio, living room, bedroom, memory foam and non slip backing.; Marketplace scan: koi fish rugs use koi pond, Japanese garden, shaped area rug, pond design and living room floor decor language.",B051-510-BR01,None observed in public data; admin values unknown.,DRAFTED,"MEDIUM: rendered page, product JSON, and images verified; keyword demand has SERP-only evidence and no volume data.",product facts=B051_products.json and B051_pages HTML; visuals=B051 local images/contact sheets; keyword context=SERP references.,motif and visible product context to title/meta/alt; care/backing/material only where page/image evidence supports.
