evidence_id,run_id,batch_id,product_key,Handle,product_id,source_url,snapshot_dir,source_hash,facts_verified,spec_source,image_audit_references,limitations
PE-B007-61,chillgen_20260911_01,B007,chillgen.com::personalized-good-day-to-do-math-typography-door-mat-non-slip-backing,personalized-good-day-to-do-math-typography-door-mat-non-slip-backing,16001045528945,https://chillgen.com/products/personalized-good-day-to-do-math-typography-door-mat-non-slip-backing,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B007/personalized-good-day-to-do-math-typography-door-mat-non-slip-backing,36cc2ea48dee1edc4a1d2800036ff95a50346c65539fcfd661c66fb5facf7da3,"It's a Good Day to Do Math text, Mr. Andrew sample, apple, pencil, globe, dark background",Shopify CSV Body HTML and gallery specification panels,B007-061-IMG01;B007-061-IMG02;B007-061-IMG03;B007-061-IMG04;B007-061-IMG05;B007-061-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B007-62,chillgen_20260911_01,B007,chillgen.com::personalized-open-book-with-flowers-and-pencil-door-mat,personalized-open-book-with-flowers-and-pencil-door-mat,16001045660017,https://chillgen.com/products/personalized-open-book-with-flowers-and-pencil-door-mat,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B007/personalized-open-book-with-flowers-and-pencil-door-mat,eac1e0107fda84b2becae8319ac107ce6e4ac48d303480794e16377328452892,"Little Minds Grow Here text, open book with flowers, Mrs. Bernard's Classroom sample, butterflies",Shopify CSV Body HTML and gallery specification panels,B007-062-IMG01;B007-062-IMG02;B007-062-IMG03;B007-062-IMG04;B007-062-IMG05;B007-062-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B007-63,chillgen_20260911_01,B007,chillgen.com::personalized-composition-notebook-teacher-door-mat-non-slip-backing,personalized-composition-notebook-teacher-door-mat-non-slip-backing,16001045791089,https://chillgen.com/products/personalized-composition-notebook-teacher-door-mat-non-slip-backing,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B007/personalized-composition-notebook-teacher-door-mat-non-slip-backing,44e920374c941aefa96ddbc4d0783878a6bdd2b4fdebf1c591d78b411d9a5479,"Mrs. Ramsey's Classroom sample, composition notebook pattern, rainbow, pencil, apple, open book",Shopify CSV Body HTML and gallery specification panels,B007-063-IMG01;B007-063-IMG02;B007-063-IMG03;B007-063-IMG04;B007-063-IMG05;B007-063-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B007-64,chillgen_20260911_01,B007,chillgen.com::personalized-composition-notebook-style-teacher-door-mat,personalized-composition-notebook-style-teacher-door-mat,16001045823857,https://chillgen.com/products/personalized-composition-notebook-style-teacher-door-mat,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B007/personalized-composition-notebook-style-teacher-door-mat,4aac0dc3f0e889aa8a4643f5cba39a6ed90a7f75a5233ef5c104b7f7d1eab0ca,"welcome to Mrs. Miller's classroom, composition pattern, crayons, pencils, school notes",Shopify CSV Body HTML and gallery specification panels,B007-064-IMG01;B007-064-IMG02;B007-064-IMG03;B007-064-IMG04;B007-064-IMG05;B007-064-IMG06;B007-064-IMG07,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B007-65,chillgen_20260911_01,B007,chillgen.com::personalized-colorful-class-teacher-welcome-door-mat-classroom-decor,personalized-colorful-class-teacher-welcome-door-mat-classroom-decor,16001046086001,https://chillgen.com/products/personalized-colorful-class-teacher-welcome-door-mat-classroom-decor,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B007/personalized-colorful-class-teacher-welcome-door-mat-classroom-decor,95a27ee79ce830275e461e50fb9183b3c8d593c571168108edd68808daf1df8c,"Mrs. Robert text, first grade badge, pencil, open book, flowers, orange checker background",Shopify CSV Body HTML and gallery specification panels,B007-065-IMG01;B007-065-IMG02;B007-065-IMG03;B007-065-IMG04;B007-065-IMG05;B007-065-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B007-66,chillgen_20260911_01,B007,chillgen.com::personalized-playful-teacher-name-school-supply-star-doormat,personalized-playful-teacher-name-school-supply-star-doormat,16001046151537,https://chillgen.com/products/personalized-playful-teacher-name-school-supply-star-doormat,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B007/personalized-playful-teacher-name-school-supply-star-doormat,b951bc898c4c9d036bfb0d7cba7d459d2df2683e4ede21c231c8f1f4bbe9019a,"Mrs. Robert text, pink checker background, pencil, apple, flowers, first grade badge",Shopify CSV Body HTML and gallery specification panels,B007-066-IMG01;B007-066-IMG02;B007-066-IMG03;B007-066-IMG04;B007-066-IMG05;B007-066-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B007-67,chillgen_20260911_01,B007,chillgen.com::personalized-flower-star-school-retro-whimsical-welcome-door-mat,personalized-flower-star-school-retro-whimsical-welcome-door-mat,16001046184305,https://chillgen.com/products/personalized-flower-star-school-retro-whimsical-welcome-door-mat,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B007/personalized-flower-star-school-retro-whimsical-welcome-door-mat,27d0c523ed6cd936ebd0a6aeae25ff05d1fd2c64e9dc420aba95f7f1aee33638,"Mrs. Robert sample, purple checker background, retro flowers, stars, pencil, first grade badge",Shopify CSV Body HTML and gallery specification panels,B007-067-IMG01;B007-067-IMG02;B007-067-IMG03;B007-067-IMG04;B007-067-IMG05;B007-067-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B007-68,chillgen_20260911_01,B007,chillgen.com::personalized-in-this-classroom-inspirational-text-doormat,personalized-in-this-classroom-inspirational-text-doormat,16001046282609,https://chillgen.com/products/personalized-in-this-classroom-inspirational-text-doormat,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B007/personalized-in-this-classroom-inspirational-text-doormat,3203084cde9fae63f8d00abe2c7f702604becec3627134dab666d8b4c3269652,"In This Classroom You Are text, crayon affirmation list, Mrs. Caspar sample, purple background",Shopify CSV Body HTML and gallery specification panels,B007-068-IMG01;B007-068-IMG02;B007-068-IMG03;B007-068-IMG04;B007-068-IMG05;B007-068-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B007-69,chillgen_20260911_01,B007,chillgen.com::personalized-flower-star-classroom-nature-rug,personalized-flower-star-classroom-nature-rug,16001046315377,https://chillgen.com/products/personalized-flower-star-classroom-nature-rug,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B007/personalized-flower-star-classroom-nature-rug,e0d85e7b5bd3196c0f61779b5c59f8438826061c1e5b1115c7a7a2a2985e2aab,"Little Minds Grow Here text, open book flowers, Mrs. Bernard's Classroom sample, blue background",Shopify CSV Body HTML and gallery specification panels,B007-069-IMG01;B007-069-IMG02;B007-069-IMG03;B007-069-IMG04;B007-069-IMG05;B007-069-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B007-70,chillgen_20260911_01,B007,chillgen.com::personalized-text-books-and-flowers-classroom-inspiration-doormat,personalized-text-books-and-flowers-classroom-inspiration-doormat,16001046511985,https://chillgen.com/products/personalized-text-books-and-flowers-classroom-inspiration-doormat,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B007/personalized-text-books-and-flowers-classroom-inspiration-doormat,dae761ec57926ba9b0ef20e6c2ce1eab94e07ecb5bac235ed1611913e6449996,"In This Classroom you are text, books, flowers, crayon labels, Mrs. Sarah sample, pink checker background",Shopify CSV Body HTML and gallery specification panels,B007-070-IMG01;B007-070-IMG02;B007-070-IMG03;B007-070-IMG04;B007-070-IMG05;B007-070-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
