batch_id,product_key,handle,product_id,product_gid,url,product_json_url,canonical_url,title_current,h1_current,rendered_title_current,meta_description_rendered,description_text_current,product_type,vendor,price_min,variant_count_public_json,image_count_public_json,captured_at,html_sha256,product_json_sha256,snapshot_dir
B003,chillgen.com::personalized-bigfoot-camping-sunset-forest-area-rug,personalized-bigfoot-camping-sunset-forest-area-rug,16000594280817,gid://shopify/Product/16000594280817,https://chillgen.com/products/personalized-bigfoot-camping-sunset-forest-area-rug,https://chillgen.com/products/personalized-bigfoot-camping-sunset-forest-area-rug.js,https://chillgen.com/products/personalized-bigfoot-camping-sunset-forest-area-rug,Personalized Bigfoot Camping Sunset Forest Area Rug,Personalized Bigfoot Camping Sunset Forest Area Rug,Personalized Bigfoot Camping Sunset Forest Area Rug,"Rustic Bigfoot area rug with a non-slip backing, made from sponge memory foam, perfect for living rooms or bedrooms.","Introduce a unique touch of the outdoors to your home with this distinctive area rug, featuring a detailed Bigfoot design. This rug serves as a perfect accent for spaces seeking a rustic charm and a hint of adventure. Its comfortable feel and practical features make it an ideal addition to various indoor settings. Product Highlights Features a unique and detailed Sasquatch design Adds rustic charm suitable for nature and wildlife enthusiasts Provides comfort underfoot with a soft surface Equipped with non-slip backing for enhanced safety Designed for ease of cleaning and low maintenance Specifications Attribute Value Rug Form Area Rug Item Shape Rectangular Weave Type Machine-Made Pile Height Low Pile Construction Type Machine Made Indoor/Outdoor Usage Indoor Room Type Living Room, Bedroom, Cabin Special Features Non-slip backing Pattern Bigfoot Theme Outdoor Adventure, Wildlife Style Rustic Number of Pieces 1 Material & Care Item Detail Material Type Sponge - Memory Foam Backing Material High-quality Epoxy Surface/Feel Soft surface Care Instructions Spot Clean Only Cleaning Method Regular vacuuming or gentle washing Where It Works This area rug is well-suited for adding personality to indoor spaces such as living rooms, bedrooms, or cabins. Its rustic theme makes it a great fit for homes that appreciate nature-inspired decor and comfort.",Rug,CHILLGEN,34.9,4,6,2026-09-11T07:31:29Z,2cfe7a41d527d4ed6ca8c21ffc17814f10aa55b633c2cd0042b7e598e302f91c,b2ac2e3417ce3489c2e54a3899eb66709f0e48d439fe5a1868e64903458509f1,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B003/personalized-bigfoot-camping-sunset-forest-area-rug
B003,chillgen.com::personalized-bigfoot-camping-night-scene-area-rug-home-decor,personalized-bigfoot-camping-night-scene-area-rug-home-decor,16000594608497,gid://shopify/Product/16000594608497,https://chillgen.com/products/personalized-bigfoot-camping-night-scene-area-rug-home-decor,https://chillgen.com/products/personalized-bigfoot-camping-night-scene-area-rug-home-decor.js,https://chillgen.com/products/personalized-bigfoot-camping-night-scene-area-rug-home-decor,"Personalized Bigfoot Camping Night Scene Area Rug, Home Decor","Personalized Bigfoot Camping Night Scene Area Rug, Home Decor","Personalized Bigfoot Camping Night Scene – Rug, Home Decor","Rustic Bigfoot area rug with a non-slip backing, perfect for adding adventure and comfort to your indoor living space.","This area rug brings the wild outdoors into your living space with a unique Bigfoot design. Featuring a detailed Sasquatch pattern, this rug adds personality and a touch of adventure to any room. It is designed for both durability and comfort, making it a functional and cozy addition to your home décor. Product Highlights Features a unique and detailed Bigfoot Sasquatch design. Offers a soft surface for a comfortable underfoot feel. Includes a non-slip backing for enhanced safety. Easy to maintain with simple cleaning methods. Adds rustic charm to various indoor settings. Specifications Attribute Value Rug Form Area Rug Item Shape Rectangular Weave Type Machine-Made Pile Height Low Pile Construction Type Machine Made Indoor/Outdoor Usage Indoor Pattern Bigfoot Theme Bigfoot Style Rustic Number of Pieces 1 Material & Care Item Detail Material Type Sponge - Memory Foam Backing Material High-quality Epoxy Care Instructions Spot Clean Only Where It Works This area rug is suitable for enhancing the aesthetic of living rooms, bedrooms, and cabins. Its durable and comfortable design makes it a versatile choice for adding a unique touch to various indoor environments.",Rug,CHILLGEN,34.9,4,6,2026-09-11T07:31:29Z,0a6d744007325878594012b556d50bb4ecac74664ab47a37b657cb31264fae53,538b1e948370974875e322b059f1369b367640db6edd22d622971814a075fb7d,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B003/personalized-bigfoot-camping-night-scene-area-rug-home-decor
B003,chillgen.com::personalized-checkered-flag-racing-area-rug-non-slip-design-05,personalized-checkered-flag-racing-area-rug-non-slip-design-05,16000629932401,gid://shopify/Product/16000629932401,https://chillgen.com/products/personalized-checkered-flag-racing-area-rug-non-slip-design-05,https://chillgen.com/products/personalized-checkered-flag-racing-area-rug-non-slip-design-05.js,https://chillgen.com/products/personalized-checkered-flag-racing-area-rug-non-slip-design-05,"Personalized Checkered Flag Racing Area Rug, Non-Slip - Design 05","Personalized Checkered Flag Racing Area Rug, Non-Slip - Design 05","Personalized Checkered Flag Racing Area Rug, – - Design 05","Modern racing area rug with non-slip backing, perfect for game rooms, garages, or kid&#39;s spaces.","This personalized area rug brings the excitement of the race track into any space. Featuring a detailed checkered flag pattern and a lifelike race track design, it can be customized with a personal name or word. This rug combines engaging aesthetics with practical design for race car fans. Product Highlights Features iconic checkered flag and race-track graphics. Customizable with a personal name or word. Offers a soft yet durable polyester surface. Equipped with a non-slip rubber backing for confident grip. Versatile for game rooms, garages, or kid’s spaces. Specifications Attribute Value Rug Form Area Rug Item Shape Rectangular Weave Type Machine Made Pile Height Low Pile Construction Type Machine Made Indoor/Outdoor Usage Both Room Type Game Room, Garage, Kid’s Bedroom Water Resistance Level Not Water Resistant Pattern Checkered Theme Racing, Motorsports Style Modern Number of Pieces 1 Material & Care Item Detail Material Type Sponge - Memory Foam Backing Material High-quality Epoxy Where It Works This rug is suitable for enhancing game rooms, garages, kid's bedrooms, patios, entryways, or living spaces. Its robust design and customizable features make it a vibrant addition to any motorsport-themed environment.",Rug,CHILLGEN,30.9,5,6,2026-09-11T07:31:29Z,6790d694eda95f5c71731f4512d868a522dafe23ec2012fc2456ecd1980e580b,154fc005ff01f8a71d07c67f740bacfdd76f654d1a28bb53bbe18a9f29abd871,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B003/personalized-checkered-flag-racing-area-rug-non-slip-design-05
B003,chillgen.com::personalized-checkered-flag-racing-area-rug-non-slip-design-07,personalized-checkered-flag-racing-area-rug-non-slip-design-07,16000630030705,gid://shopify/Product/16000630030705,https://chillgen.com/products/personalized-checkered-flag-racing-area-rug-non-slip-design-07,https://chillgen.com/products/personalized-checkered-flag-racing-area-rug-non-slip-design-07.js,https://chillgen.com/products/personalized-checkered-flag-racing-area-rug-non-slip-design-07,"Personalized Checkered Flag Racing Area Rug, Non-Slip - Design 07","Personalized Checkered Flag Racing Area Rug, Non-Slip - Design 07","Personalized Checkered Flag Racing Area Rug, – - Design 07","This modern racing area rug features a personalized design and non-slip rubber backing, perfect for a game room or garage.","This personalized racing area rug brings the excitement of the racetrack directly into your home. Featuring a detailed checkered-flag pattern and a lifelike race track design, this rug can be customized with a personal name or word. It is designed to add energy and action to various spaces, making it a distinctive accent piece. Product Highlights Detailed racing theme with checkered flag and race track graphics Personalization option to add a custom name or word Soft yet durable polyester surface for comfort Non-slip rubber backing provides confident grip Versatile for use in game rooms, garages, or kids' spaces Specifications Attribute Value Rug Form Area Rug Item Shape Rectangular Weave Type Machine Made Pile Height Low Pile Construction Type Machine Made Indoor/Outdoor Usage Both Room Type Game Room, Garage, Kid's Bedroom, Patio, Entry, Living Space Water Resistance Level Not Water Resistant Pattern Checkered Theme Motorsports Style Modern Number of Pieces 1 Customization Text inputs for personalization Material & Care Item Detail Material Type Sponge - Memory Foam Backing Material High-quality Epoxy Where It Works This racing area rug is suitable for enhancing game rooms, garages, or children's bedrooms. Its versatile design also makes it a fitting addition to patios, entryways, or living spaces, perfect for racing enthusiasts or anyone looking to add a dynamic touch to their decor.",Rug,CHILLGEN,30.9,5,7,2026-09-11T07:31:29Z,4e6d8c9a1699809245559d732cb8c9322611e2e9990da4504a6204c9cffc9ab6,46965b5375c7b91f9d0528a3812812c0f2b479b592db8ef1f3aa4c5c00c0c5a2,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B003/personalized-checkered-flag-racing-area-rug-non-slip-design-07
B003,chillgen.com::personalized-racing-checkered-flag-area-rug-non-slip-design-06,personalized-racing-checkered-flag-area-rug-non-slip-design-06,16000630063473,gid://shopify/Product/16000630063473,https://chillgen.com/products/personalized-racing-checkered-flag-area-rug-non-slip-design-06,https://chillgen.com/products/personalized-racing-checkered-flag-area-rug-non-slip-design-06.js,https://chillgen.com/products/personalized-racing-checkered-flag-area-rug-non-slip-design-06,"Personalized Racing Checkered Flag Area Rug, Non-Slip - Design 06","Personalized Racing Checkered Flag Area Rug, Non-Slip - Design 06","Personalized Racing Checkered Flag Area Rug, – - Design 06","Modern racing area rug with a custom name feature and non-slip backing, ideal for game rooms and garages.","This personalized racing area rug brings a dynamic, motorsports-themed accent to any room. Featuring a detailed checkered-flag pattern and a lifelike race track design, this rug can be customized with a name, adding a unique touch. It is designed to provide comfort and stability for various indoor and outdoor settings. Product Highlights Features iconic checkered flag and race-track graphics. Customizable with a personal name or word. Soft yet durable polyester surface. Non-slip rubber backing for confident grip. Versatile for game rooms, patios, entry, or living spaces. Layers beautifully over existing floor mats. Specifications Attribute Value Rug Form Area Rug Item Shape Rectangular Weave Type Machine Made Pile Height Low Pile Construction Type Machine Made Indoor/Outdoor Usage Both Room Type Game Room, Garage, Kid's Space, Patio, Entry, Living Space Water Resistance Not Water Resistant Pattern Checkered Style Modern Number of Pieces 1 Material & Care Item Detail Material Type Sponge - Memory Foam Backing Material High-quality Epoxy Where It Works This racing rug is suitable for game rooms, garages, kid's bedrooms, patios, entryways, or living spaces. It serves as a bold statement piece for motorsport-themed decor or simply to add a touch of excitement.",Rug,CHILLGEN,30.9,5,7,2026-09-11T07:31:29Z,745255a52defa90137c5f40ffc3b2526b696408816b8f7dffd1308ac243494d7,5ce2e2f605f231a52b1db0734ba91084b2eef6f0c39cd57cf4be59a1e068640d,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B003/personalized-racing-checkered-flag-area-rug-non-slip-design-06
B003,chillgen.com::personalized-black-checkered-flag-racing-name-area-rug-non-slip,personalized-black-checkered-flag-racing-name-area-rug-non-slip,16000631570801,gid://shopify/Product/16000631570801,https://chillgen.com/products/personalized-black-checkered-flag-racing-name-area-rug-non-slip,https://chillgen.com/products/personalized-black-checkered-flag-racing-name-area-rug-non-slip.js,https://chillgen.com/products/personalized-black-checkered-flag-racing-name-area-rug-non-slip,"Personalized Black Checkered Flag Racing Name Area Rug, Non-Slip","Personalized Black Checkered Flag Racing Name Area Rug, Non-Slip","Personalized Black Checkered Flag – Area Rug, Non-Slip","This modern racing area rug features a non-slip rubber backing, perfect for game rooms and high-traffic areas.","This personalized area rug features a dynamic racing design, complete with a checkered flag pattern and a realistic race track. It's designed to bring the excitement of motorsports into your home, making it a distinctive addition to any room. Ideal for enhancing themed spaces, this rug combines visual appeal with practical features for everyday use. Product Highlights Features a custom name option with detailed racing and checkered flag graphics. Vibrant motorsports design brings energy to game rooms, garages, or kids' spaces. Soft yet durable polyester surface ensures comfort underfoot. Non-slip rubber backing provides confident grip in high-traffic areas. Versatile decor suitable for game rooms, patios, entries, or living spaces. Specifications Attribute Value Rug Form Area Rug Item Shape Rectangular Weave Type Machine Made Pile Height Low Pile Construction Type Machine Made Indoor/Outdoor Usage Both Room Type Game Room, Garage, Kid's Space, Patio, Entry, Living Space Pattern Checkered Theme Racing, Motorsports Style Modern Number of Pieces 1 Material & Care Item Detail Material Type Sponge - Memory Foam Backing Material High-quality Epoxy, Non-slip Rubber Where It Works This racing-themed area rug is perfect for adding a touch of excitement to game rooms, garages, or any kid's space. Its durable and versatile design also makes it suitable for patios, entryways, or living rooms, complementing various home decor styles.",Rug,CHILLGEN,30.9,5,6,2026-09-11T07:31:29Z,d81d8cdbb4a7e3ba352b66c9258fda27c299c8c33b833fe2875b1f5eae2b692f,f60e2a0695f5fb1f960613110ff8b5906e5d57166505c0413cd0c90121167b32,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B003/personalized-black-checkered-flag-racing-name-area-rug-non-slip
B003,chillgen.com::personalized-checkered-flag-race-track-area-rug-non-slip-design-01,personalized-checkered-flag-race-track-area-rug-non-slip-design-01,16000631701873,gid://shopify/Product/16000631701873,https://chillgen.com/products/personalized-checkered-flag-race-track-area-rug-non-slip-design-01,https://chillgen.com/products/personalized-checkered-flag-race-track-area-rug-non-slip-design-01.js,https://chillgen.com/products/personalized-checkered-flag-race-track-area-rug-non-slip-design-01,"Personalized Checkered Flag Race Track Area Rug, Non-Slip - Design 01","Personalized Checkered Flag Race Track Area Rug, Non-Slip - Design 01",Personalized Checkered Flag Race Track Area – - Design 01,"Modern racing rug with personalized checkered flag design and non-slip backing, suitable for game rooms and garages.","Rev up your living space with this personalized racing area rug, featuring a vibrant checkered flag pattern and a detailed race track design. It allows for a custom name, adding a unique touch for racing enthusiasts. Crafted for both comfort and stability, this rug is an ideal statement piece for any game room, garage, or child's bedroom. Product Highlights Features iconic checkered flag and race-track graphics for an exciting motorsports design. Allows for personalization with a custom name or word. Soft yet durable polyester surface with non-slip rubber backing for safety and comfort. Versatile for game rooms, patios, entries, or living spaces. Ideal gift for racing fans, kids, dads, gamers, or auto enthusiasts. Specifications Attribute Value Rug Form Type Area Rug Item Shape Rectangular Weave Type Machine Made Pile Height Low Pile Construction Type Machine Made Indoor Outdoor Usage Both Pattern Checkered Style Name Modern Number of Pieces 1 Text Inputs 2 text inputs Material & Care Item Detail Material Type Sponge - Memory Foam Back Material Type High-quality Epoxy Where It Works This racing area rug is perfect for transforming game rooms, garages, or kid's spaces into an exciting motorsport-themed environment. Its versatile design also makes it suitable for patios, entryways, or living spaces, adding a bold statement wherever it's placed.",Rug,CHILLGEN,30.9,5,6,2026-09-11T07:31:29Z,a4cda2e1c371fab5d6a08b651a7a6a562200d1186bd1ae5942e7bb738c030ad0,079f5fb75d08bc70a3deabb40efcb669af7f70ebaa3206ab597dea88067c1f71,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B003/personalized-checkered-flag-race-track-area-rug-non-slip-design-01
B003,chillgen.com::personalized-checkered-flag-race-car-area-rug-non-slip-racing-rug,personalized-checkered-flag-race-car-area-rug-non-slip-racing-rug,16000631865713,gid://shopify/Product/16000631865713,https://chillgen.com/products/personalized-checkered-flag-race-car-area-rug-non-slip-racing-rug,https://chillgen.com/products/personalized-checkered-flag-race-car-area-rug-non-slip-racing-rug.js,https://chillgen.com/products/personalized-checkered-flag-race-car-area-rug-non-slip-racing-rug,"Personalized Checkered Flag Race Car Area Rug, Non-Slip - Racing Rug","Personalized Checkered Flag Race Car Area Rug, Non-Slip - Racing Rug",Personalized Checkered Flag Race Car Area – - Racing Rug,"Modern racing area rug with non-slip backing, perfect for game rooms, garages, or kids&#39; spaces.","This personalized area rug brings the excitement of the racetrack to any space with its vibrant design. Featuring a detailed checkered flag pattern and a lifelike race track, this rug can be customized with a name or word for a personal touch. It is designed to add energy and action, perfect for fans of motorsports. Product Highlights Customizable with a personal name or word for a unique touch. Features an exciting checkered flag and race track design. Soft yet durable polyester surface provides comfort. Non-slip rubber backing offers confident grip and stability. Versatile for various spaces and can layer over existing floor mats. Specifications Attribute Value Rug Form Area Rug Item Shape Rectangular Weave Type Machine Made Pile Height Low Pile Construction Type Machine Made Indoor/Outdoor Usage Both Room Type Game Room, Garage, Kid’s Space, Patio, Entry, Living Space Pattern Checkered Theme Motorsports, Race Car Style Modern Number of Pieces 1 Material & Care Item Detail Material Type Sponge - Memory Foam Backing Material High-quality Epoxy Where It Works This rug is suitable for game rooms, garages, kid’s spaces, patios, entryways, or living areas. Its durable construction makes it ideal for high-traffic zones and both indoor and outdoor settings.",Rug,CHILLGEN,30.9,5,7,2026-09-11T07:31:29Z,7acee1cacc8395b868d46745214f06741ca3dc38ba4d489883490ce257a67177,7e4e17b01b6062190a30078f5a106d6997d0ef9907f6ef11037d5f876d45006a,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B003/personalized-checkered-flag-race-car-area-rug-non-slip-racing-rug
B003,chillgen.com::personalized-checkered-flag-race-track-area-rug-non-slip-design-04,personalized-checkered-flag-race-track-area-rug-non-slip-design-04,16000633241969,gid://shopify/Product/16000633241969,https://chillgen.com/products/personalized-checkered-flag-race-track-area-rug-non-slip-design-04,https://chillgen.com/products/personalized-checkered-flag-race-track-area-rug-non-slip-design-04.js,https://chillgen.com/products/personalized-checkered-flag-race-track-area-rug-non-slip-design-04,"Personalized Checkered Flag Race Track Area Rug, Non-Slip - Design 04","Personalized Checkered Flag Race Track Area Rug, Non-Slip - Design 04",Personalized Checkered Flag Race Track Area – - Design 04,"Modern racing area rug with a custom checkered flag design, featuring a non-slip backing for game rooms and garages.","This personalized racing area rug brings the excitement of the racetrack indoors. Featuring a detailed checkered-flag pattern and a lifelike race track design, it can be customized with a personal name. Crafted for comfort and stability, this rug is ideal for adding a vibrant, action-packed touch to any room. Product Highlights Detailed racing design with checkered flag and race-track graphics. Customizable with a personal name or word. Soft yet durable polyester surface for underfoot comfort. Non-slip rubber backing provides confident grip. Suitable for both indoor and outdoor use. Adds energetic decor to game rooms, garages, or kid's spaces. Specifications Attribute Value Rug Form Area Rug Item Shape Rectangular Weave Type Machine Made Pile Height Low Pile Construction Type Machine Made Indoor/Outdoor Usage Both Room Type Game Room, Garage, Kid's Room, Patio, Entry, Living Space Pattern Checkered Theme Racing, Motorsports Style Modern Number of Pieces 1 Material & Care Item Detail Material Type Sponge - Memory Foam Backing Material High-quality Epoxy Where It Works This versatile rug is suitable for game rooms, garages, kids' bedrooms, patios, entryways, or living spaces. Its durable construction makes it ideal for high-traffic areas, while its vibrant design enhances motorsport-themed decor.",Rug,CHILLGEN,30.9,5,6,2026-09-11T07:31:29Z,3c8ac95ac2df7b521f3cedcd81d91b24f9aa733aa125302ecf509efb3ca802a5,a6d1826582b9f7b14afb445809ea552f3b58d2d94c5a51ed14de5ece8a37417d,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B003/personalized-checkered-flag-race-track-area-rug-non-slip-design-04
B003,chillgen.com::personalized-checkered-racing-flags-with-name-area-rug-non-slip,personalized-checkered-racing-flags-with-name-area-rug-non-slip,16000633504113,gid://shopify/Product/16000633504113,https://chillgen.com/products/personalized-checkered-racing-flags-with-name-area-rug-non-slip,https://chillgen.com/products/personalized-checkered-racing-flags-with-name-area-rug-non-slip.js,https://chillgen.com/products/personalized-checkered-racing-flags-with-name-area-rug-non-slip,"Personalized Checkered Racing Flags With Name Area Rug, Non-Slip","Personalized Checkered Racing Flags With Name Area Rug, Non-Slip","Personalized Checkered Racing Flags – Area Rug, Non-Slip","Modern rectangular area rug with a non-slip backing, customizable name, and racing design, perfect for game rooms.","This personalized area rug features an exciting motorsports design with a detailed checkered flag pattern and a lifelike race track. Crafted for both safety and comfort, it includes a non-slip rubber backing and a soft polyester surface. This rug is a versatile and eye-catching decor piece that brings energy and action to various spaces, making it ideal for racing fans. Product Highlights Customizable with a personal name or word for a unique touch. Vibrant racing and checkered flag design adds energy to any room. Soft yet durable polyester surface provides comfort underfoot. Non-slip rubber backing ensures confident grip and stability. Versatile for game rooms, patios, entryways, or living spaces. Specifications Attribute Value Rug Form Area Rug Item Shape Rectangular Weave Type Machine Made Pile Height Low Pile Construction Type Machine Made Indoor/Outdoor Usage Both Pattern Checkered Style Modern Number of Pieces 1 Material & Care Item Detail Material Type Sponge - Memory Foam Backing Material High-quality Epoxy Where It Works This area rug is suitable for game rooms, garages, kid’s bedrooms, patios, entryways, or living spaces. Its durable construction makes it ideal for high-traffic areas and adds a bold statement to any motorsport-themed room.",Rug,CHILLGEN,30.9,5,6,2026-09-11T07:31:29Z,b36277772fa9b1245cecfd4c31c5afb269016370a09b1f1dfafd388d096f90c8,a49f3f8d6f3a9f1287aa4869cc286321e5fae9a2215c7f9547a7d1a457ed9ed7,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B003/personalized-checkered-racing-flags-with-name-area-rug-non-slip
