run_id,batch_id,product_key,Handle,keyword,keyword_type,query_origin,validation_source,keyword_evidence_level,intent,target_page_type,evidence_ref,review_status
chillgen_20260911_01,B011,chillgen.com::custom-ornate-red-cross-floral-area-rug-non-skid-church-decor,custom-ornate-red-cross-floral-area-rug-non-skid-church-decor,red cross floral area rug,PRIMARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B011-101,NEEDS_REVIEW
chillgen_20260911_01,B011,chillgen.com::custom-ornate-red-cross-floral-area-rug-non-skid-church-decor,custom-ornate-red-cross-floral-area-rug-non-skid-church-decor,Christian cross rug,SECONDARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B011-101,NEEDS_REVIEW
chillgen_20260911_01,B011,chillgen.com::custom-ornate-red-cross-floral-area-rug-non-skid-church-decor,custom-ornate-red-cross-floral-area-rug-non-skid-church-decor,ornate faith rug,SECONDARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B011-101,NEEDS_REVIEW
chillgen_20260911_01,B011,chillgen.com::custom-ornate-red-cross-floral-area-rug-non-skid-church-decor,custom-ornate-red-cross-floral-area-rug-non-skid-church-decor,church decor area rug,SECONDARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B011-101,NEEDS_REVIEW
chillgen_20260911_01,B011,chillgen.com::custom-gothic-cross-faith-area-rug-non-skid-church-decor,custom-gothic-cross-faith-area-rug-non-skid-church-decor,gothic cross rose rug,PRIMARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B011-102,NEEDS_REVIEW
chillgen_20260911_01,B011,chillgen.com::custom-gothic-cross-faith-area-rug-non-skid-church-decor,custom-gothic-cross-faith-area-rug-non-skid-church-decor,Christian faith area rug,SECONDARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B011-102,NEEDS_REVIEW
chillgen_20260911_01,B011,chillgen.com::custom-gothic-cross-faith-area-rug-non-skid-church-decor,custom-gothic-cross-faith-area-rug-non-skid-church-decor,purple rose cross rug,SECONDARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B011-102,NEEDS_REVIEW
chillgen_20260911_01,B011,chillgen.com::custom-gothic-cross-faith-area-rug-non-skid-church-decor,custom-gothic-cross-faith-area-rug-non-skid-church-decor,church decor rug,SECONDARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B011-102,NEEDS_REVIEW
chillgen_20260911_01,B011,chillgen.com::custom-inspirational-faith-floral-cross-area-rug-non-skid,custom-inspirational-faith-floral-cross-area-rug-non-skid,faith floral cross area rug,PRIMARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B011-103,NEEDS_REVIEW
chillgen_20260911_01,B011,chillgen.com::custom-inspirational-faith-floral-cross-area-rug-non-skid,custom-inspirational-faith-floral-cross-area-rug-non-skid,Christian floral rug,SECONDARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B011-103,NEEDS_REVIEW
chillgen_20260911_01,B011,chillgen.com::custom-inspirational-faith-floral-cross-area-rug-non-skid,custom-inspirational-faith-floral-cross-area-rug-non-skid,inspirational cross rug,SECONDARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B011-103,NEEDS_REVIEW
chillgen_20260911_01,B011,chillgen.com::custom-inspirational-faith-floral-cross-area-rug-non-skid,custom-inspirational-faith-floral-cross-area-rug-non-skid,red gold church decor rug,SECONDARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B011-103,NEEDS_REVIEW
