run_id,batch_id,product_key,Handle,keyword,keyword_type,query_origin,validation_source,keyword_evidence_level,intent,target_page_type,evidence_ref,review_status
chillgen_20260911_01,B001,chillgen.com::custom-christian-floral-cross-area-rug-non-skid-church-decor,custom-christian-floral-cross-area-rug-non-skid-church-decor,navy Christian cross area rug,PRIMARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B001-1,NEEDS_REVIEW
chillgen_20260911_01,B001,chillgen.com::custom-christian-floral-cross-area-rug-non-skid-church-decor,custom-christian-floral-cross-area-rug-non-skid-church-decor,gold cross rug,SECONDARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B001-1,NEEDS_REVIEW
chillgen_20260911_01,B001,chillgen.com::custom-christian-floral-cross-area-rug-non-skid-church-decor,custom-christian-floral-cross-area-rug-non-skid-church-decor,church decor rug,SECONDARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B001-1,NEEDS_REVIEW
chillgen_20260911_01,B001,chillgen.com::custom-christian-floral-cross-area-rug-non-skid-church-decor,custom-christian-floral-cross-area-rug-non-skid-church-decor,faith area rug,SECONDARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B001-1,NEEDS_REVIEW
chillgen_20260911_01,B001,chillgen.com::custom-ornate-floral-gold-cross-area-rug-non-skid,custom-ornate-floral-gold-cross-area-rug-non-skid,red gold cross area rug,PRIMARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B001-2,NEEDS_REVIEW
chillgen_20260911_01,B001,chillgen.com::custom-ornate-floral-gold-cross-area-rug-non-skid,custom-ornate-floral-gold-cross-area-rug-non-skid,Christian floral rug,SECONDARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B001-2,NEEDS_REVIEW
chillgen_20260911_01,B001,chillgen.com::custom-ornate-floral-gold-cross-area-rug-non-skid,custom-ornate-floral-gold-cross-area-rug-non-skid,ornate cross rug,SECONDARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B001-2,NEEDS_REVIEW
chillgen_20260911_01,B001,chillgen.com::custom-ornate-floral-gold-cross-area-rug-non-skid,custom-ornate-floral-gold-cross-area-rug-non-skid,faith decor rug,SECONDARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B001-2,NEEDS_REVIEW
chillgen_20260911_01,B001,chillgen.com::custom-ornate-christian-floral-area-rug-non-skid-church-design-06,custom-ornate-christian-floral-area-rug-non-skid-church-design-06,ornate Christian cross rug,PRIMARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B001-3,NEEDS_REVIEW
chillgen_20260911_01,B001,chillgen.com::custom-ornate-christian-floral-area-rug-non-skid-church-design-06,custom-ornate-christian-floral-area-rug-non-skid-church-design-06,teal red cross rug,SECONDARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B001-3,NEEDS_REVIEW
chillgen_20260911_01,B001,chillgen.com::custom-ornate-christian-floral-area-rug-non-skid-church-design-06,custom-ornate-christian-floral-area-rug-non-skid-church-design-06,floral faith rug,SECONDARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B001-3,NEEDS_REVIEW
chillgen_20260911_01,B001,chillgen.com::custom-ornate-christian-floral-area-rug-non-skid-church-design-06,custom-ornate-christian-floral-area-rug-non-skid-church-design-06,church decor area rug,SECONDARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B001-3,NEEDS_REVIEW
chillgen_20260911_01,B001,chillgen.com::custom-ornate-golden-cross-crucifixion-area-rug-non-skid,custom-ornate-golden-cross-crucifixion-area-rug-non-skid,black gold cross area rug,PRIMARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B001-4,NEEDS_REVIEW
chillgen_20260911_01,B001,chillgen.com::custom-ornate-golden-cross-crucifixion-area-rug-non-skid,custom-ornate-golden-cross-crucifixion-area-rug-non-skid,crucifixion cross rug,SECONDARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B001-4,NEEDS_REVIEW
chillgen_20260911_01,B001,chillgen.com::custom-ornate-golden-cross-crucifixion-area-rug-non-skid,custom-ornate-golden-cross-crucifixion-area-rug-non-skid,prayer room rug,SECONDARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B001-4,NEEDS_REVIEW
chillgen_20260911_01,B001,chillgen.com::custom-ornate-golden-cross-crucifixion-area-rug-non-skid,custom-ornate-golden-cross-crucifixion-area-rug-non-skid,Christian decor rug,SECONDARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B001-4,NEEDS_REVIEW
chillgen_20260911_01,B001,chillgen.com::custom-red-gold-ornate-cross-area-rug-non-skid-church-decor,custom-red-gold-ornate-cross-area-rug-non-skid-church-decor,red gold ornate cross rug,PRIMARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B001-5,NEEDS_REVIEW
chillgen_20260911_01,B001,chillgen.com::custom-red-gold-ornate-cross-area-rug-non-skid-church-decor,custom-red-gold-ornate-cross-area-rug-non-skid-church-decor,church decor rug,SECONDARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B001-5,NEEDS_REVIEW
chillgen_20260911_01,B001,chillgen.com::custom-red-gold-ornate-cross-area-rug-non-skid-church-decor,custom-red-gold-ornate-cross-area-rug-non-skid-church-decor,Christian prayer rug,SECONDARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B001-5,NEEDS_REVIEW
chillgen_20260911_01,B001,chillgen.com::custom-red-gold-ornate-cross-area-rug-non-skid-church-decor,custom-red-gold-ornate-cross-area-rug-non-skid-church-decor,floral cross area rug,SECONDARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B001-5,NEEDS_REVIEW
chillgen_20260911_01,B001,chillgen.com::custom-gothic-cross-radiant-heart-area-rug-non-skid,custom-gothic-cross-radiant-heart-area-rug-non-skid,gothic cross rose area rug,PRIMARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B001-6,NEEDS_REVIEW
chillgen_20260911_01,B001,chillgen.com::custom-gothic-cross-radiant-heart-area-rug-non-skid,custom-gothic-cross-radiant-heart-area-rug-non-skid,sacred heart rug,SECONDARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B001-6,NEEDS_REVIEW
chillgen_20260911_01,B001,chillgen.com::custom-gothic-cross-radiant-heart-area-rug-non-skid,custom-gothic-cross-radiant-heart-area-rug-non-skid,Christian gothic rug,SECONDARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B001-6,NEEDS_REVIEW
chillgen_20260911_01,B001,chillgen.com::custom-gothic-cross-radiant-heart-area-rug-non-skid,custom-gothic-cross-radiant-heart-area-rug-non-skid,rose cross decor rug,SECONDARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B001-6,NEEDS_REVIEW
chillgen_20260911_01,B001,chillgen.com::custom-our-lady-stained-glass-flowers-area-rug-non-skid,custom-our-lady-stained-glass-flowers-area-rug-non-skid,Our Lady stained glass rug,PRIMARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B001-7,NEEDS_REVIEW
chillgen_20260911_01,B001,chillgen.com::custom-our-lady-stained-glass-flowers-area-rug-non-skid,custom-our-lady-stained-glass-flowers-area-rug-non-skid,Catholic floral rug,SECONDARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B001-7,NEEDS_REVIEW
chillgen_20260911_01,B001,chillgen.com::custom-our-lady-stained-glass-flowers-area-rug-non-skid,custom-our-lady-stained-glass-flowers-area-rug-non-skid,Virgin Mary area rug,SECONDARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B001-7,NEEDS_REVIEW
chillgen_20260911_01,B001,chillgen.com::custom-our-lady-stained-glass-flowers-area-rug-non-skid,custom-our-lady-stained-glass-flowers-area-rug-non-skid,religious room decor,SECONDARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B001-7,NEEDS_REVIEW
chillgen_20260911_01,B001,chillgen.com::custom-ornate-cross-vine-border-area-rug-non-skid,custom-ornate-cross-vine-border-area-rug-non-skid,cross vine border area rug,PRIMARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B001-8,NEEDS_REVIEW
chillgen_20260911_01,B001,chillgen.com::custom-ornate-cross-vine-border-area-rug-non-skid,custom-ornate-cross-vine-border-area-rug-non-skid,red Christian rug,SECONDARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B001-8,NEEDS_REVIEW
chillgen_20260911_01,B001,chillgen.com::custom-ornate-cross-vine-border-area-rug-non-skid,custom-ornate-cross-vine-border-area-rug-non-skid,church decor rug,SECONDARY,AGENT_PROPOSED,SERP_SPOT_CHECK,SERP_ONLY,TRANSACTIONAL,PRODUCT,BR-B001-8,NEEDS_REVIEW
