evidence_id,run_id,batch_id,product_key,Handle,product_id,source_url,snapshot_dir,source_hash,facts_verified,spec_source,image_audit_references,limitations
PE-B008-71,chillgen_20260911_01,B008,chillgen.com::personalized-colorful-composition-notebook-teacher-door-mat,personalized-colorful-composition-notebook-teacher-door-mat,16001047331185,https://chillgen.com/products/personalized-colorful-composition-notebook-teacher-door-mat,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B008/personalized-colorful-composition-notebook-teacher-door-mat,723aed02189fda531573f71f25b9e91cedbb127627bcb420bfbb98bcaff12e96,"Mrs. Robert sample, school icons, flower and pencil details, first grade badge, classroom doormat",Shopify CSV Body HTML and gallery specification panels,B008-071-IMG01;B008-071-IMG02;B008-071-IMG03;B008-071-IMG04;B008-071-IMG05;B008-071-IMG06,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B008-72,chillgen_20260911_01,B008,chillgen.com::personalized-rainbow-butterfly-stained-glass-garden-doormat,personalized-rainbow-butterfly-stained-glass-garden-doormat,16001054212465,https://chillgen.com/products/personalized-rainbow-butterfly-stained-glass-garden-doormat,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B008/personalized-rainbow-butterfly-stained-glass-garden-doormat,2ef42ae506b511230d5defb745d2528edc81191d6c625e8aeb630a458fa98db0,"rainbow butterfly, stained glass arch, sunset garden, flowers, moon, forest silhouettes",Shopify CSV Body HTML and gallery specification panels,B008-072-IMG01;B008-072-IMG02;B008-072-IMG03;B008-072-IMG04;B008-072-IMG05;B008-072-IMG06;B008-072-IMG07,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B008-73,chillgen_20260911_01,B008,chillgen.com::personalized-rainbow-everyone-is-welcome-here-hands-doormat,personalized-rainbow-everyone-is-welcome-here-hands-doormat,16001054245233,https://chillgen.com/products/personalized-rainbow-everyone-is-welcome-here-hands-doormat,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B008/personalized-rainbow-everyone-is-welcome-here-hands-doormat,845a5c21cbea44570e5e35e9c8d3cbcd6f1afa13fd436a9300ed7a4e74c85ef8,"Everyone is welcome here text, colorful raised hands, heart accents, neutral doormat",Shopify CSV Body HTML and gallery specification panels,B008-073-IMG01;B008-073-IMG02;B008-073-IMG03;B008-073-IMG04;B008-073-IMG05;B008-073-IMG06;B008-073-IMG07,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B008-74,chillgen_20260911_01,B008,chillgen.com::personalized-rainbow-paw-print-love-is-doormat-pride-month-decor,personalized-rainbow-paw-print-love-is-doormat-pride-month-decor,16001054310769,https://chillgen.com/products/personalized-rainbow-paw-print-love-is-doormat-pride-month-decor,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B008/personalized-rainbow-paw-print-love-is-doormat-pride-month-decor,8df14a1d778994fe7f8915a27cbd4c7665b0d850dc8dffef9c8299fec670b216,"rainbow paw print, white heart, Love is Love text, pride pet doormat",Shopify CSV Body HTML and gallery specification panels,B008-074-IMG01;B008-074-IMG02;B008-074-IMG03;B008-074-IMG04;B008-074-IMG05;B008-074-IMG06;B008-074-IMG07,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B008-75,chillgen_20260911_01,B008,chillgen.com::personalized-pride-rainbow-all-are-welcome-doormat-front-porch-decor,personalized-pride-rainbow-all-are-welcome-doormat-front-porch-decor,16001056342385,https://chillgen.com/products/personalized-pride-rainbow-all-are-welcome-doormat-front-porch-decor,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B008/personalized-pride-rainbow-all-are-welcome-doormat-front-porch-decor,4a56e0ff37be0600b432e1b381de3ca2fb25b6d38990b47fe9e1c1b69e9f0193,"All are Welcome here text, large rainbow arch, neutral doormat background",Shopify CSV Body HTML and gallery specification panels,B008-075-IMG01;B008-075-IMG02;B008-075-IMG03;B008-075-IMG04;B008-075-IMG05;B008-075-IMG06;B008-075-IMG07,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B008-76,chillgen_20260911_01,B008,chillgen.com::personalized-rainbow-flag-cat-doormat-pride-month-decor,personalized-rainbow-flag-cat-doormat-pride-month-decor,16001056407921,https://chillgen.com/products/personalized-rainbow-flag-cat-doormat-pride-month-decor,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B008/personalized-rainbow-flag-cat-doormat-pride-month-decor,ab8a97fb401e7241bb9f7ae4d0dcd554cb62ea5f1d0a143d81b8dfd4daa30309,"black cat, rainbow flag, moon, stars, flowers, dark Pride doormat",Shopify CSV Body HTML and gallery specification panels,B008-076-IMG01;B008-076-IMG02;B008-076-IMG03;B008-076-IMG04;B008-076-IMG05;B008-076-IMG06;B008-076-IMG07,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B008-77,chillgen_20260911_01,B008,chillgen.com::personalized-flower-fantasy-nature-whimsical-doormat,personalized-flower-fantasy-nature-whimsical-doormat,16001056440689,https://chillgen.com/products/personalized-flower-fantasy-nature-whimsical-doormat,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B008/personalized-flower-fantasy-nature-whimsical-doormat,81cf5af86ccea6412932299d73058dcdfb3b87a7d3c0df930ba3d73f8edfa52e,"rainbow arch, mushrooms, flowers, dark fantasy garden, woodland doormat",Shopify CSV Body HTML and gallery specification panels,B008-077-IMG01;B008-077-IMG02;B008-077-IMG03;B008-077-IMG04;B008-077-IMG05;B008-077-IMG06;B008-077-IMG07,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B008-78,chillgen_20260911_01,B008,chillgen.com::personalized-rainbow-skeleton-pride-doormat-porch-decor,personalized-rainbow-skeleton-pride-doormat-porch-decor,16001058341233,https://chillgen.com/products/personalized-rainbow-skeleton-pride-doormat-porch-decor,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B008/personalized-rainbow-skeleton-pride-doormat-porch-decor,681d256bd71afe4e8c5dacabc827422223f6f5224afe178a29c40f4d7e19de38,"skeletons, rainbow hearts, In This House text, It's OK to Be Yourself message",Shopify CSV Body HTML and gallery specification panels,B008-078-IMG01;B008-078-IMG02;B008-078-IMG03;B008-078-IMG04;B008-078-IMG05;B008-078-IMG06;B008-078-IMG07,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B008-79,chillgen_20260911_01,B008,chillgen.com::personalized-rainbow-tree-love-wins-doormat-indoor-outdoor-usage,personalized-rainbow-tree-love-wins-doormat-indoor-outdoor-usage,16001058406769,https://chillgen.com/products/personalized-rainbow-tree-love-wins-doormat-indoor-outdoor-usage,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B008/personalized-rainbow-tree-love-wins-doormat-indoor-outdoor-usage,b0eebd3d25fdd0a5c80628896966fa3d8a343401934951a3c3f1d0ee14926b28,"rainbow tree, heart accents, Love Wins text, light neutral doormat",Shopify CSV Body HTML and gallery specification panels,B008-079-IMG01;B008-079-IMG02;B008-079-IMG03;B008-079-IMG04;B008-079-IMG05;B008-079-IMG06;B008-079-IMG07,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
PE-B008-80,chillgen_20260911_01,B008,chillgen.com::personalized-rainbow-skeleton-heart-hands-inclusive-doormat,personalized-rainbow-skeleton-heart-hands-inclusive-doormat,16001058439537,https://chillgen.com/products/personalized-rainbow-skeleton-heart-hands-inclusive-doormat,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B008/personalized-rainbow-skeleton-heart-hands-inclusive-doormat,face88a1d5bc188293b195448b86907f434441a5d10bf805c74cf984d306fee8,"Love Isn't a Phase text, skeleton with rainbow sunglasses, Everyone is Welcome Here, dark floral design",Shopify CSV Body HTML and gallery specification panels,B008-080-IMG01;B008-080-IMG02;B008-080-IMG03;B008-080-IMG04;B008-080-IMG05;B008-080-IMG06;B008-080-IMG07,Admin SEO title field available only from CSV; media alt current unavailable from public JSON.
