batch_id,product_key,handle,product_id,product_gid,url,product_json_url,canonical_url,title_current,h1_current,rendered_title_current,meta_description_rendered,description_text_current,product_type,vendor,price_min,variant_count_public_json,image_count_public_json,captured_at,html_sha256,product_json_sha256,snapshot_dir
B002,chillgen.com::personalized-stained-glass-bigfoot-forest-area-rug-non-slip-backing,personalized-stained-glass-bigfoot-forest-area-rug-non-slip-backing,16000591954289,gid://shopify/Product/16000591954289,https://chillgen.com/products/personalized-stained-glass-bigfoot-forest-area-rug-non-slip-backing,https://chillgen.com/products/personalized-stained-glass-bigfoot-forest-area-rug-non-slip-backing.js,https://chillgen.com/products/personalized-stained-glass-bigfoot-forest-area-rug-non-slip-backing,"Personalized Stained Glass Bigfoot Forest Area Rug, Non-Slip Backing","Personalized Stained Glass Bigfoot Forest Area Rug, Non-Slip Backing","Personalized Stained Glass Bigfoot – Rug, Non-Slip Backing","This rustic Bigfoot area rug with a non-slip backing offers comfort and personality, perfect for indoor spaces like living rooms.","This high-quality area rug features a unique Bigfoot design, bringing a touch of outdoor adventure into your home. It's a perfect blend of personality and rustic charm, suitable for various living spaces. Product Highlights Features a detailed Sasquatch design for a unique look. Offers durability and comfort with premium materials. Non-slip backing ensures safety. Soft surface provides a cozy feel underfoot. Designed for low maintenance and easy cleaning. Specifications Attribute Value Rug Form Area Rug Item Shape Rectangular Weave Type Machine-Made Pile Height Low Pile Construction Type Machine Made Indoor/Outdoor Usage Indoor Room Type Living Room, Bedroom, Cabin Water Resistance Not Water Resistant Pattern Bigfoot Theme Bigfoot, Sasquatch, Outdoor Adventure, Nature, Wildlife Style Rustic Number of Pieces 1 Material & Care Item Detail Material Type Sponge - Memory Foam Backing Material High-quality Epoxy Care Instructions Spot Clean Only Cleaning Method Regular vacuuming or gentle washing Where It Works This area rug is an excellent choice for adding rustic charm to your living room, bedroom, or cabin. It's ideal for those who appreciate the beauty of the forest and wildlife.",Rug,CHILLGEN,34.9,4,6,2026-09-11T07:23:30Z,ea9a52a72de24f85c7e5d09cf9b220293dcc3ecec4423390e2d63e64f832e137,f2bb612c5daf9342196c1487086ea8abaa4bb6b3aca62684fe39a9065b29bed3,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B002/personalized-stained-glass-bigfoot-forest-area-rug-non-slip-backing
B002,chillgen.com::personalized-bigfoot-peace-sign-forest-area-rug-home-decor-bigfoot,personalized-bigfoot-peace-sign-forest-area-rug-home-decor-bigfoot,16000591987057,gid://shopify/Product/16000591987057,https://chillgen.com/products/personalized-bigfoot-peace-sign-forest-area-rug-home-decor-bigfoot,https://chillgen.com/products/personalized-bigfoot-peace-sign-forest-area-rug-home-decor-bigfoot.js,https://chillgen.com/products/personalized-bigfoot-peace-sign-forest-area-rug-home-decor-bigfoot,"Personalized Bigfoot Peace Sign Forest Area Rug, Home Decor - Bigfoot","Personalized Bigfoot Peace Sign Forest Area Rug, Home Decor - Bigfoot",Personalized Bigfoot Peace Sign Forest – Decor - Bigfoot,"Rustic Bigfoot area rug with a non-slip backing, made from sponge-memory foam, ideal for living rooms, bedrooms, or cabins.","Bring the wild outdoors into your home with this unique area rug. Featuring a detailed Bigfoot design, this rug adds personality and a touch of adventure to your space. It's an ideal choice for nature lovers looking to incorporate rustic charm into their home decor. Product Highlights Unique Bigfoot and Sasquatch design for outdoor enthusiasts. Durable construction ensures lasting quality. Soft surface provides a comfortable feel underfoot. Non-slip backing enhances safety in any room. Easy to clean for convenient low maintenance. Specifications Attribute Value Rug Form Area Rug Item Shape Rectangular Weave Type Machine-Made Pile Height Low Pile Construction Type Machine Made Indoor/Outdoor Usage Indoor Room Type Living Room, Bedroom, Cabin Pattern Bigfoot Theme Bigfoot Style Rustic Number of Pieces 1 Material & Care Item Detail Material Type Sponge - Memory Foam Backing Material High-quality Epoxy Care Instructions Spot Clean Only Where It Works This area rug is suitable for various indoor spaces, including living rooms, bedrooms, and cabins, bringing a touch of rustic charm and adventure to any setting.",Rug,CHILLGEN,34.9,4,6,2026-09-11T07:23:30Z,d45f25aa96d5ab2b61d9bc65fb3b8a341ef16adadf05b999d0d077d056d4678a,8fb74bb98545d338f06bb68e7211d91c1beddb7de434bb0feb3331dfc5e35d3c,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B002/personalized-bigfoot-peace-sign-forest-area-rug-home-decor-bigfoot
B002,chillgen.com::personalized-bigfoot-silhouette-with-full-moon-area-rug-design-01,personalized-bigfoot-silhouette-with-full-moon-area-rug-design-01,16000592478577,gid://shopify/Product/16000592478577,https://chillgen.com/products/personalized-bigfoot-silhouette-with-full-moon-area-rug-design-01,https://chillgen.com/products/personalized-bigfoot-silhouette-with-full-moon-area-rug-design-01.js,https://chillgen.com/products/personalized-bigfoot-silhouette-with-full-moon-area-rug-design-01,Personalized Bigfoot Silhouette with Full Moon Area Rug - Design 01,Personalized Bigfoot Silhouette with Full Moon Area Rug - Design 01,Personalized Bigfoot Silhouette with Full Moon – - Design 01,"Rustic Bigfoot area rug with a non-slip backing, made of sponge-memory foam, ideal for indoor living rooms or bedrooms.","This area rug features a unique Bigfoot design, adding a touch of adventure and personality to any room. Crafted for durability and comfort, it brings a rustic charm to your home. This rug is an ideal choice for nature enthusiasts looking to enhance their living space. Product Highlights Detailed Sasquatch design for a distinctive look. Non-slip backing for enhanced safety. Soft surface provides a cozy feel underfoot. Designed for low maintenance and easy cleaning. Adds rustic charm to various room settings. Specifications Attribute Value Rug Form Area Rug Item Shape Rectangular Weave Type Machine-Made Pile Height Low Pile Construction Type Machine Made Indoor/Outdoor Usage Indoor Room Type Living Room, Bedroom, Cabin Water Resistance Not Water Resistant Pattern Bigfoot Theme Bigfoot, Sasquatch, Outdoor Adventure, Nature, Wildlife Style Rustic Number of Pieces 1 Material & Care Item Detail Material Type Sponge - Memory Foam Backing Material High-quality Epoxy Product Care Instructions Spot Clean Only Where It Works This rug is well-suited for adding a unique touch to living rooms, bedrooms, or cabins. Its rustic theme makes it perfect for spaces that appreciate nature and wildlife aesthetics.",Rug,CHILLGEN,34.9,4,6,2026-09-11T07:23:30Z,c5692b96f98ae7de1faeac1f9b05bf85e6a16cbe5f3c369107753387d3372efb,73c43c220426d88e077ac510e8914c7ddcaf4129ef592493d34fae567eff15ee,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B002/personalized-bigfoot-silhouette-with-full-moon-area-rug-design-01
B002,chillgen.com::personalized-bigfoot-silhouette-full-moon-forest-area-rug,personalized-bigfoot-silhouette-full-moon-forest-area-rug,16000592511345,gid://shopify/Product/16000592511345,https://chillgen.com/products/personalized-bigfoot-silhouette-full-moon-forest-area-rug,https://chillgen.com/products/personalized-bigfoot-silhouette-full-moon-forest-area-rug.js,https://chillgen.com/products/personalized-bigfoot-silhouette-full-moon-forest-area-rug,Personalized Bigfoot Silhouette Full Moon Forest Area Rug,Personalized Bigfoot Silhouette Full Moon Forest Area Rug,Personalized Bigfoot Silhouette Full Moon Forest Area Rug,"Rustic Bigfoot area rug with a non-slip backing, perfect for adding a unique outdoor adventure to your living room or bedroom.","This Bigfoot area rug brings a unique outdoor adventure theme to your living space. Featuring a detailed Sasquatch design, this rug is ideal for adding personality and rustic charm. It is designed for indoor use, providing both comfort and a touch of wilderness to any room. Product Highlights Features a detailed Sasquatch design for an adventurous theme. Adds rustic charm to various indoor settings. Constructed with durable materials for longevity. Equipped with a non-slip backing for safety. Offers a soft surface for a cozy underfoot feel. Designed for easy maintenance with simple cleaning methods. Specifications Attribute Value Rug Form Area Rug Item Shape Rectangular Weave Type Machine-Made Pile Height Low Pile Construction Type Machine Made Indoor/Outdoor Usage Indoor Room Type Living Room, Bedroom, Cabin Water Resistance Not Water Resistant Pattern Bigfoot Theme Bigfoot Style Rustic Number of Pieces 1 Material & Care Item Detail Material Type Sponge - Memory Foam Backing Material High-quality Epoxy Care Instructions Spot Clean Only Cleaning Method Regular vacuuming or gentle washing Where It Works This area rug is suitable for various indoor spaces, including living rooms, bedrooms, and cabins. Its unique design and rustic style make it a perfect addition for nature lovers and those looking to infuse an adventurous touch into their home décor.",Rug,CHILLGEN,34.9,4,6,2026-09-11T07:23:30Z,b1292af914958b5158d86f2a08b4f19da9954e7c15fbb4813bccd410143c77a4,979521f45391200110f502201a1e7878c397379d8d6c844c33ad4f1519be43bb,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B002/personalized-bigfoot-silhouette-full-moon-forest-area-rug
B002,chillgen.com::personalized-bird-nature-with-mountains-and-trees-area-rug-home-decor,personalized-bird-nature-with-mountains-and-trees-area-rug-home-decor,16000592707953,gid://shopify/Product/16000592707953,https://chillgen.com/products/personalized-bird-nature-with-mountains-and-trees-area-rug-home-decor,https://chillgen.com/products/personalized-bird-nature-with-mountains-and-trees-area-rug-home-decor.js,https://chillgen.com/products/personalized-bird-nature-with-mountains-and-trees-area-rug-home-decor,"Personalized Bird nature with mountains and trees Area Rug, Home Decor","Personalized Bird nature with mountains and trees Area Rug, Home Decor","Personalized Bird nature with mountains – Rug, Home Decor",This rustic Bigfoot area rug with a non-slip backing is perfect for adding an outdoor adventure theme to your living room or bedroom.,"This area rug features a unique Bigfoot design, bringing a touch of the wild outdoors and adventure into your home. It combines durability and comfort with a non-slip backing, making it a functional yet cozy addition to any room. Ideal for nature lovers, this rug adds rustic charm and personality to living spaces. Product Highlights Features a detailed Sasquatch design for a unique aesthetic. Offers a comfortable and soft surface underfoot. Equipped with a non-slip backing for enhanced safety. Easy to clean for low maintenance and practical use. Adds rustic charm and personality to various rooms. Specifications Attribute Value Rug Form Area Rug Item Shape Rectangular Weave Type Machine-Made Pile Height Low Pile Construction Type Machine Made Indoor/Outdoor Usage Indoor Room Type Living Room, Bedroom, Cabin Water Resistance Level Not Water Resistant Pattern Bigfoot Theme Outdoor Adventure Style Rustic Number of Pieces 1 Text Input 1 Material & Care Item Detail Material Type Sponge - Memory Foam Backing Material High-quality Epoxy Care Instructions Spot Clean Only Cleaning Method Regular vacuuming or gentle washing Where It Works This versatile area rug is suitable for various indoor settings, including living rooms, bedrooms, and cabins. Its durable and comfortable nature makes it a fitting accent for any space needing a touch of rustic charm and adventure.",Rug,CHILLGEN,34.9,4,6,2026-09-11T07:23:30Z,78c9ff3b6b3cec27a70d98970a31224b731fa886c080c0b03b7459b0d626f049,1b88cca09fa86cd4290f94a2c379ed8e217cea71d87d5919bc031ec48dca3578,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B002/personalized-bird-nature-with-mountains-and-trees-area-rug-home-decor
B002,chillgen.com::personalized-bigfoot-outdoor-adventure-area-rug-non-slip-backing,personalized-bigfoot-outdoor-adventure-area-rug-non-slip-backing,16000593068401,gid://shopify/Product/16000593068401,https://chillgen.com/products/personalized-bigfoot-outdoor-adventure-area-rug-non-slip-backing,https://chillgen.com/products/personalized-bigfoot-outdoor-adventure-area-rug-non-slip-backing.js,https://chillgen.com/products/personalized-bigfoot-outdoor-adventure-area-rug-non-slip-backing,"Personalized Bigfoot Outdoor Adventure Area Rug, Non-Slip Backing","Personalized Bigfoot Outdoor Adventure Area Rug, Non-Slip Backing","Personalized Bigfoot Outdoor – Rug, Non-Slip Backing","Rustic Bigfoot area rug with non-slip backing, made from sponge memory foam, perfect for living room and bedroom.","Introduce a touch of adventure to your home with this unique Bigfoot area rug. Featuring a detailed Sasquatch design, this rug adds personality and a rustic charm to any living space. It combines comfort with durability, making it a distinctive accent piece for nature lovers. Product Highlights Features a detailed Sasquatch design for a unique outdoor theme. Offers durability for long-lasting use. Non-slip backing provides enhanced safety. Soft surface delivers a cozy underfoot feel. Designed for low maintenance and easy cleaning. Specifications Attribute Value Rug Form Area Rug Item Shape Rectangular Weave Type Machine-Made Pile Height Low Pile Construction Type Machine Made Indoor/Outdoor Usage Indoor Room Type Living Room, Bedroom, Cabin Water Resistance Not Water Resistant Pattern Bigfoot Theme Outdoor Adventure, Nature, Wildlife Style Rustic Number of Pieces 1 Material & Care Item Detail Material Type Sponge - Memory Foam Backing Material High-quality Epoxy Surface/Feel Soft Care Instructions Spot Clean Only Cleaning Method Regular vacuuming or gentle washing Where It Works This rustic area rug is ideal for bringing a touch of the wild outdoors into indoor spaces. It is suitable for living rooms, bedrooms, or cabins, enhancing decor with its unique Bigfoot theme.",Rug,CHILLGEN,34.9,4,6,2026-09-11T07:23:30Z,7c7f0484c99ddc8efa3976536f7cc2ac88ca988fd127339e328e915f75e94ec5,4712ff19e3e9a8ead70fb2f2c34e7139b3ec4f949acc6307c45658df1df806ac,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B002/personalized-bigfoot-outdoor-adventure-area-rug-non-slip-backing
B002,chillgen.com::personalized-bigfoot-stained-glass-forest-area-rug-home-decor,personalized-bigfoot-stained-glass-forest-area-rug-home-decor,16000593133937,gid://shopify/Product/16000593133937,https://chillgen.com/products/personalized-bigfoot-stained-glass-forest-area-rug-home-decor,https://chillgen.com/products/personalized-bigfoot-stained-glass-forest-area-rug-home-decor.js,https://chillgen.com/products/personalized-bigfoot-stained-glass-forest-area-rug-home-decor,"Personalized Bigfoot Stained Glass Forest Area Rug, Home Decor","Personalized Bigfoot Stained Glass Forest Area Rug, Home Decor","Personalized Bigfoot Stained Glass Forest – Rug, Home Decor","Rustic Bigfoot area rug with a non-slip backing, crafted from sponge memory foam, perfect for adding an adventurous touch to your living room.","Bring the allure of the wilderness into your home with this unique Bigfoot area rug. Featuring a detailed Sasquatch design, this rug adds a touch of adventure and personality to your living space. Crafted for comfort and durability, it is an ideal choice for nature enthusiasts. Product Highlights Unique Sasquatch design for an adventurous aesthetic Soft surface provides a cozy feel underfoot Non-slip backing ensures enhanced safety Easy to clean for convenient maintenance Adds rustic charm to various indoor settings Specifications Attribute Value Rug Form Area Rug Item Shape Rectangular Weave Type Machine-Made Pile Height Low Pile Construction Type Machine Made Indoor/Outdoor Usage Indoor Room Type Living Room, Bedroom, Cabin Water Resistance Not Water Resistant Pattern Bigfoot Theme Bigfoot Style Rustic Number of Pieces 1 Material & Care Item Detail Material Type Sponge - Memory Foam Backing Material High-quality Epoxy Care Instructions Spot Clean Only Where It Works This area rug is perfectly suited for indoor use in living rooms, bedrooms, or cabins, adding a rustic and adventurous touch to any decor. It creates a cozy and inviting atmosphere for those who appreciate nature and wildlife themes.",Rug,CHILLGEN,34.9,4,6,2026-09-11T07:23:30Z,0bfc4628c2f6de4b08b6f1c4931152e09de1c42ea1bdb802e088b578135321bb,f69de28dd9ce14312bbd3a203c38afaae92cc7a30508a8002e9a4a0bc38edbd3,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B002/personalized-bigfoot-stained-glass-forest-area-rug-home-decor
B002,chillgen.com::personalized-by-campfire-forest-area-rug-for-outdoor-adventure,personalized-by-campfire-forest-area-rug-for-outdoor-adventure,16000593330545,gid://shopify/Product/16000593330545,https://chillgen.com/products/personalized-by-campfire-forest-area-rug-for-outdoor-adventure,https://chillgen.com/products/personalized-by-campfire-forest-area-rug-for-outdoor-adventure.js,https://chillgen.com/products/personalized-by-campfire-forest-area-rug-for-outdoor-adventure,Personalized by Campfire Forest Area Rug for Outdoor Adventure,Personalized by Campfire Forest Area Rug for Outdoor Adventure,Personalized by Campfire Forest Area Rug – Outdoor Adventure,"Rustic Bigfoot area rug features a detailed Sasquatch design with a non-slip backing, ideal for indoor living rooms or bedrooms.","This Bigfoot area rug offers a unique design featuring a detailed Sasquatch, bringing a touch of adventure and personality to your living space. Made with premium materials, it provides both durability and comfort. Its rustic charm makes it a suitable accent for various rooms, enhancing home décor with an outdoorsy theme. Product Highlights Features a unique Bigfoot Sasquatch design for an adventurous theme. Offers durability and comfort with premium material construction. Equipped with a non-slip backing to ensure safety. Provides a soft surface for a cozy feel underfoot. Designed for easy maintenance with simple cleaning methods. Specifications Attribute Value Rug Form Area Rug Item Shape Rectangular Weave Type Machine-Made Pile Height Low Pile Construction Type Machine Made Indoor/Outdoor Usage Indoor Room Type Living Room, Bedroom, Cabin Water Resistance Not Water Resistant Pattern Bigfoot Theme Bigfoot Style Rustic Number of Pieces 1 Material & Care Item Detail Material Type Sponge - Memory Foam Backing Material High-quality Epoxy Product Care Instructions Spot Clean Only Cleaning Method Regular vacuuming or gentle washing Where It Works This area rug is suitable for indoor use, perfect for adding a rustic charm to your living room, bedroom, or a cabin setting. It’s an ideal choice for nature lovers seeking to infuse their home with an outdoor adventure theme.",Rug,CHILLGEN,34.9,4,6,2026-09-11T07:23:30Z,cd03e06e444fd0eec9f33eee9740e07131792ae941d28d0f906d553f550b4e8a,93cd17152456a0adf4b2f6d8bf8dc9dcbd6b16992931205ee3f092e51e17563e,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B002/personalized-by-campfire-forest-area-rug-for-outdoor-adventure
B002,chillgen.com::personalized-bigfoot-night-full-moon-forest-area-rug-home-decor,personalized-bigfoot-night-full-moon-forest-area-rug-home-decor,16000593887601,gid://shopify/Product/16000593887601,https://chillgen.com/products/personalized-bigfoot-night-full-moon-forest-area-rug-home-decor,https://chillgen.com/products/personalized-bigfoot-night-full-moon-forest-area-rug-home-decor.js,https://chillgen.com/products/personalized-bigfoot-night-full-moon-forest-area-rug-home-decor,"Personalized Bigfoot Night Full Moon Forest Area Rug, Home Decor","Personalized Bigfoot Night Full Moon Forest Area Rug, Home Decor","Personalized Bigfoot Night Full Moon – Rug, Home Decor","This rustic Bigfoot area rug features a non-slip backing and is made from sponge-memory foam, perfect for indoor living rooms or bedrooms.","This area rug brings the spirit of the outdoors into your living space with its detailed Bigfoot design. Crafted for both durability and comfort, it adds a touch of adventure and rustic charm. Ideal for nature lovers, this rug enhances the ambiance of any room while providing a cozy feel underfoot. Product Highlights Features a unique and detailed Sasquatch design, perfect for adding personality. Adds rustic charm, complementing themes of nature, forest, and wildlife. Constructed from premium materials for durability and comfort. Equipped with a non-slip backing to ensure safety and stability. Designed for easy maintenance with simple cleaning methods. Specifications Attribute Value Rug Form Area Rug Item Shape Rectangular Weave Type Machine-Made Pile Height Low Pile Construction Type Machine Made Indoor/Outdoor Usage Indoor Room Type Living Room, Bedroom, Cabin Water Resistance Not Water Resistant Pattern Bigfoot Theme Outdoor Adventure Style Rustic Number of Pieces 1 Material & Care Item Detail Material Type Sponge - Memory Foam Backing Material High-quality Epoxy Product Care Instructions Spot Clean Only Cleaning Method Regular vacuuming or gentle washing Where It Works This Bigfoot area rug is suitable for various indoor settings, including living rooms, bedrooms, and cabins. Its rustic theme makes it a fitting addition for spaces designed for nature enthusiasts or those seeking an adventurous touch.",Rug,CHILLGEN,34.9,4,6,2026-09-11T07:23:30Z,68c3b2ca6831f99256bc22981632785b530d3b08d3555fb08deeb9ee8a88aace,9e8f69b7beb17bb5a8dd5217780ca8129f1674b67180c5119fe96e82264dc95f,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B002/personalized-bigfoot-night-full-moon-forest-area-rug-home-decor
B002,chillgen.com::personalized-bigfoot-sunset-forest-silhouette-area-rug,personalized-bigfoot-sunset-forest-silhouette-area-rug,16000593920369,gid://shopify/Product/16000593920369,https://chillgen.com/products/personalized-bigfoot-sunset-forest-silhouette-area-rug,https://chillgen.com/products/personalized-bigfoot-sunset-forest-silhouette-area-rug.js,https://chillgen.com/products/personalized-bigfoot-sunset-forest-silhouette-area-rug,Personalized Bigfoot Sunset Forest Silhouette Area Rug,Personalized Bigfoot Sunset Forest Silhouette Area Rug,Personalized Bigfoot Sunset Forest Silhouette Area Rug,"Rustic Bigfoot area rug with non-slip backing, made from sponge-memory foam, ideal for indoor living rooms and bedrooms.","This high-quality area rug features a unique Bigfoot design, bringing a touch of outdoor adventure and personality to any home. With its detailed Sasquatch imagery, this rug is perfect for enthusiasts of nature and wildlife, adding rustic charm to various indoor settings. Product Highlights Features a detailed Bigfoot and Sasquatch design. Offers a soft surface for a cozy feel underfoot. Includes a non-slip backing for safety. Suitable for nature lovers and those who appreciate wildlife. Designed for low maintenance and easy cleaning. Specifications Attribute Value Rug Form Area Rug Item Shape Rectangular Weave Type Machine-Made Pile Height Low Pile Construction Type Machine Made Indoor/Outdoor Usage Indoor Pattern Bigfoot Theme Bigfoot Style Rustic Number of Pieces 1 Material & Care Item Detail Material Type Sponge - Memory Foam Backing Material High-quality Epoxy Care Instructions Spot Clean Only Where It Works This area rug is an ideal addition to living rooms, bedrooms, or cabins, enhancing the decor with its rustic and adventurous theme. It provides a unique focal point in spaces where nature and unique design are appreciated.",Rug,CHILLGEN,34.9,4,6,2026-09-11T07:23:30Z,153991ebeb401916de6ba7248f7bee5b89cab1ddc4bea50c5244154017617522,9c5df34bb2c656a071a573668d6bbd572d22395230b5f7041241d6d397a8d733,/Users/buiquanghuy/Documents/seo_chillgen/seo_runs/chillgen.com/chillgen_20260911_01/evidence/products/B002/personalized-bigfoot-sunset-forest-silhouette-area-rug
